TrialOrder,TrialID,AngleResponse,AngleCorr,AngError,Start,End,RT,ID,AngErrorAbs
12,22,-137.2906,-51.54441,-85.74619000000001, Bookshelf, Mailbox,3.652863,432,85.74619000000001
1,23,-148.3092,-10.49368,-137.81552, Piano, Chair,17.4312,432,137.81552
22,24,122.2288,-125.6807,247.9095, Trashcan, Chair,11.90999,432,112.09049999999999
11,1,-128.9041,139.8627,-268.7668, Well, Stove,5.120895,431,91.23320000000001
23,2,-136.6366,-49.85279,-86.78380999999999, Wheelbarrow, Stove,3.903259,431,86.78380999999999
12,3,123.5628,-36.09407,159.65687, Mailbox, Piano,5.154221,431,159.65687
9,4,173.7289,-2.913495,176.64239500000002, Harp, Piano,9.924805,431,176.64239500000002
7,5,-64.69202,-121.5305,56.83848, Bookshelf, Table,5.45446,431,56.83848
3,6,83.2338,24.73069,58.50311000000001, Chair, Table,7.722984,431,58.50311000000001
21,7,117.1497,-156.2066,273.35630000000003, Trashcan, Plant,3.786255,431,86.64369999999997
17,8,173.0954,108.8188,64.27660000000002, Harp, Plant,11.1261,431,64.27660000000002
20,9,-134.8058,151.2295,-286.0353, Stove, Bookshelf,9.141006,431,73.9647
5,10,-71.56506,-155.7204,84.15534000000001, Plant, Bookshelf,9.657814,431,84.15534000000001
16,11,116.1881,10.1685,106.0196, Telescope, Trashcan,4.153198,431,106.0196
14,12,-71.16619,-13.0517,-58.11449, Table, Trashcan,8.290192,431,58.11449
6,13,133.727,156.9717,-23.244699999999995, Well, Telescope,4.570457,431,23.244699999999995
2,14,37.30392,0.0,37.30392, Wheelbarrow, Telescope,14.67883,431,37.30392
13,15,64.42272,-20.9935,85.41622, Mailbox, Wheelbarrow,7.372734,431,85.41622
8,16,-125.48,-141.7693,16.289299999999983, Plant, Wheelbarrow,6.138321,431,16.289299999999983
22,17,65.3616,146.6573,-81.2957, Stove, Harp,3.386169,431,81.2957
1,18,-36.5387,-4.299151,-32.239549, Telescope, Harp,23.20242,431,32.239549
15,19,-46.81831,-47.17128,0.3529700000000062, Table, Well,4.436935,431,0.3529700000000062
10,20,113.1985,8.961795,104.236705, Piano, Well,5.02092,431,104.236705
24,21,84.6442,-146.2155,230.8597, Trashcan, Mailbox,4.887329,431,129.1403
18,22,51.97277,-51.54441,103.51718, Bookshelf, Mailbox,6.455276,431,103.51718
19,23,-78.85102,-10.49368,-68.35734000000001, Piano, Chair,5.487747,431,68.35734000000001
4,24,158.416,-125.6807,284.0967, Trashcan, Chair,12.74389,431,75.9033
14,1,91.46882,139.8627,-48.39388, Well, Stove,23.26898,436,48.39388
18,2,140.5032,-49.85279,190.35599, Wheelbarrow, Stove,9.724243,436,169.64401
13,3,147.6002,-36.09407,183.69427, Mailbox, Piano,41.33392,436,176.30573
16,4,150.6194,-2.913495,153.53289500000002, Harp, Piano,8.307281,436,153.53289500000002
22,5,91.5587,-121.5305,213.0892, Bookshelf, Table,52.02625,436,146.9108
15,6,45.48147,24.73069,20.75078, Chair, Table,11.67621,436,20.75078
21,7,52.26698,-156.2066,208.47358, Trashcan, Plant,6.055084,436,151.52642
2,8,90.40349,108.8188,-18.41530999999999, Harp, Plant,15.94642,436,18.41530999999999
1,9,-161.9522,151.2295,-313.1817, Stove, Bookshelf,73.36044,436,46.81830000000002
5,10,-179.284,-155.7204,-23.56359999999998, Plant, Bookshelf,13.16079,436,23.56359999999998
12,11,145.008,10.1685,134.83950000000002, Telescope, Trashcan,9.474518,436,134.83950000000002
6,12,89.11859,-13.0517,102.17029, Table, Trashcan,11.94334,436,102.17029
23,13,91.5587,156.9717,-65.413, Well, Telescope,4.870514,436,65.413
24,14,138.9909,0.0,138.9909, Wheelbarrow, Telescope,12.47693,436,138.9909
20,15,-33.69004,-20.9935,-12.696540000000002, Mailbox, Wheelbarrow,8.206665,436,12.696540000000002
17,16,-177.7975,-141.7693,-36.02820000000003, Plant, Wheelbarrow,8.239838,436,36.02820000000003
11,17,145.008,146.6573,-1.6492999999999824, Stove, Harp,32.94376,436,1.6492999999999824
19,18,46.08094,-4.299151,50.380091, Telescope, Harp,30.5755,436,50.380091
7,19,-90.0,-47.17128,-42.82872, Table, Well,5.337723,436,42.82872
4,20,90.43737,8.961795,81.475575, Piano, Well,10.35849,436,81.475575
9,21,180.0,-146.2155,326.2155, Trashcan, Mailbox,7.289352,436,33.78449999999998
10,22,-57.14425,-51.54441,-5.59984, Bookshelf, Mailbox,56.07947,436,5.59984
3,23,-88.81145,-10.49368,-78.31777, Piano, Chair,13.39434,436,78.31777
8,24,-81.7644,-125.6807,43.91630000000001, Trashcan, Chair,34.92856,436,43.91630000000001
10,1,-20.19979,139.8627,-160.06249, Well, Stove,6.338501,438,160.06249
24,2,-106.7666,-49.85279,-56.91381, Wheelbarrow, Stove,25.85461,438,56.91381
17,3,67.06785,-36.09407,103.16192, Mailbox, Piano,16.48022,438,103.16192
19,4,82.5931,-2.913495,85.506595, Harp, Piano,17.09723,438,85.506595
20,5,92.80639,-121.5305,214.33689, Bookshelf, Table,9.691284,438,145.66311
7,6,-18.52935,24.73069,-43.26004, Chair, Table,19.79962,438,43.26004
14,7,17.14035,-156.2066,173.34695000000002, Trashcan, Plant,18.7652,438,173.34695000000002
3,8,15.20243,108.8188,-93.61637, Harp, Plant,12.677,438,93.61637
13,9,-37.74681,151.2295,-188.97631, Stove, Bookshelf,15.96289,438,171.02369
6,10,18.43496,-155.7204,174.15536, Plant, Bookshelf,15.42926,438,174.15536
18,11,70.90652,10.1685,60.73802, Telescope, Trashcan,34.21155,438,60.73802
9,12,13.03586,-13.0517,26.08756, Table, Trashcan,11.69305,438,26.08756
16,13,-51.9939,156.9717,-208.9656, Well, Telescope,13.07745,438,151.0344
1,14,28.89642,0.0,28.89642, Wheelbarrow, Telescope,24.52014,438,28.89642
12,15,-23.96249,-20.9935,-2.968989999999998, Mailbox, Wheelbarrow,9.224487,438,2.968989999999998
11,16,-27.95096,-141.7693,113.81834, Plant, Wheelbarrow,21.23407,438,113.81834
8,17,15.03783,146.6573,-131.61946999999998, Stove, Harp,11.94312,438,131.61946999999998
15,18,26.131,-4.299151,30.430151, Telescope, Harp,15.5296,438,30.430151
23,19,-72.13992,-47.17128,-24.96864, Table, Well,12.64398,438,24.96864
5,20,24.34109,8.961795,15.379295, Piano, Well,14.24512,438,15.379295
4,21,-22.90984,-146.2155,123.30566, Trashcan, Mailbox,22.31842,438,123.30566
21,22,-121.9384,-51.54441,-70.39399, Bookshelf, Mailbox,8.257019,438,70.39399
22,23,87.30569,-10.49368,97.79937, Piano, Chair,11.05884,438,97.79937
2,24,-24.82056,-125.6807,100.86014, Trashcan, Chair,13.22754,438,100.86014
5,1,39.21761,139.8627,-100.64508999999998, Well, Stove,21.66783,433,100.64508999999998
18,2,37.14669,-49.85279,86.99948, Wheelbarrow, Stove,14.71201,433,86.99948
14,3,-34.50852,-36.09407,1.585550000000005, Mailbox, Piano,10.25839,433,1.585550000000005
19,4,-26.56509,-2.913495,-23.651595, Harp, Piano,15.84628,433,23.651595
2,5,76.86599,-121.5305,198.39649, Bookshelf, Table,34.91197,433,161.60351
21,6,-154.8407,24.73069,-179.57139, Chair, Table,7.47287,433,179.57139
13,7,118.8556,-156.2066,275.0622, Trashcan, Plant,7.572937,433,84.93779999999998
17,8,113.9625,108.8188,5.14370000000001, Harp, Plant,6.42215,433,5.14370000000001
24,9,-115.5599,151.2295,-266.7894, Stove, Bookshelf,9.741364,433,93.2106
3,10,-88.60281,-155.7204,67.11759, Plant, Bookshelf,17.71439,433,67.11759
12,11,-52.90711,10.1685,-63.075610000000005, Telescope, Trashcan,5.804779,433,63.075610000000005
10,12,-80.83757,-13.0517,-67.78587, Table, Trashcan,10.05826,433,67.78587
1,13,91.73572,156.9717,-65.23598, Well, Telescope,91.49194,433,65.23598
8,14,57.99463,0.0,57.99463, Wheelbarrow, Telescope,16.02992,433,57.99463
6,15,-66.6444,-20.9935,-45.65090000000001, Mailbox, Wheelbarrow,8.139801,433,45.65090000000001
16,16,-104.0362,-141.7693,37.73309999999999, Plant, Wheelbarrow,13.67792,433,37.73309999999999
15,17,-69.44393,146.6573,-216.10123, Stove, Harp,6.238403,433,143.89877
22,18,-38.15725,-4.299151,-33.858099, Telescope, Harp,4.954041,433,33.858099
11,19,-115.1149,-47.17128,-67.94362000000001, Table, Well,24.00308,433,67.94362000000001
23,20,-143.5309,8.961795,-152.492695, Piano, Well,7.989899,433,152.492695
7,21,155.6376,-146.2155,301.8531, Trashcan, Mailbox,9.724808,433,58.14690000000002
9,22,169.7432,-51.54441,221.28761, Bookshelf, Mailbox,15.47934,433,138.71239
20,23,-154.8407,-10.49368,-144.34702, Piano, Chair,5.321228,433,144.34702
4,24,-162.0722,-125.6807,-36.39150000000001, Trashcan, Chair,36.01314,433,36.39150000000001
15,1,113.3507,139.8627,-26.511999999999983, Well, Stove,47.38898,439,26.511999999999983
14,2,-110.9778,-49.85279,-61.12501, Wheelbarrow, Stove,12.02655,439,61.12501
2,3,90.0,-36.09407,126.09407, Mailbox, Piano,42.21823,439,126.09407
22,4,106.7645,-2.913495,109.677995, Harp, Piano,2.618591,439,109.677995
8,5,-112.4856,-121.5305,9.044899999999998, Bookshelf, Table,18.41505,439,9.044899999999998
7,6,48.98251,24.73069,24.25182, Chair, Table,21.80144,439,24.25182
10,7,135.0,-156.2066,291.2066, Trashcan, Plant,17.83133,439,68.79340000000002
1,8,91.76241,108.8188,-17.056389999999993, Harp, Plant,39.79937,439,17.056389999999993
21,9,106.7645,151.2295,-44.465, Stove, Bookshelf,10.27527,439,44.465
6,10,-162.0309,-155.7204,-6.310499999999991, Plant, Bookshelf,16.56343,439,6.310499999999991
4,11,-54.2064,10.1685,-64.3749, Telescope, Trashcan,14.87892,439,64.3749
19,12,8.341108,-13.0517,21.392808, Table, Trashcan,22.23468,439,21.392808
5,13,92.7927,156.9717,-64.179, Well, Telescope,9.274399,439,64.179
11,14,-27.41935,0.0,-27.41935, Wheelbarrow, Telescope,23.61935,439,27.41935
24,15,-13.40586,-20.9935,7.58764, Mailbox, Wheelbarrow,7.205658,439,7.58764
23,16,0.0,-141.7693,141.7693, Plant, Wheelbarrow,44.08621,439,141.7693
20,17,138.1034,146.6573,-8.553899999999999, Stove, Harp,14.72897,439,8.553899999999999
16,18,-11.66638,-4.299151,-7.367229, Telescope, Harp,14.81207,439,7.367229
17,19,-20.60323,-47.17128,26.568050000000003, Table, Well,9.224365,439,26.568050000000003
12,20,14.73032,8.961795,5.768525, Piano, Well,19.39948,439,5.768525
3,21,142.5238,-146.2155,288.7393, Trashcan, Mailbox,45.48729,439,71.26069999999999
18,22,135.397,-51.54441,186.94141, Bookshelf, Mailbox,9.874786,439,173.05859
9,23,179.5585,-10.49368,190.05218, Piano, Chair,31.97623,439,169.94782
13,24,-46.25219,-125.6807,79.42851, Trashcan, Chair,11.25919,439,79.42851
6,1,54.12503,139.8627,-85.73766999999998, Well, Stove,13.56099,437,85.73766999999998
18,2,93.39132,-49.85279,143.24410999999998, Wheelbarrow, Stove,18.14804,437,143.24410999999998
4,3,-90.0,-36.09407,-53.90593, Mailbox, Piano,13.87754,437,53.90593
23,4,141.3402,-2.913495,144.25369500000002, Harp, Piano,11.35934,437,144.25369500000002
10,5,109.8954,-121.5305,231.4259, Bookshelf, Table,27.40602,437,128.5741
21,6,44.22577,24.73069,19.49508, Chair, Table,22.01828,437,19.49508
12,7,150.5416,-156.2066,306.7482, Trashcan, Plant,29.85815,437,53.2518
20,8,133.1759,108.8188,24.357100000000017, Harp, Plant,26.45517,437,24.357100000000017
1,9,-131.7344,151.2295,-282.9639, Stove, Bookshelf,24.33669,437,77.03609999999998
8,10,42.12166,-155.7204,197.84206, Plant, Bookshelf,16.88039,437,162.15794
11,11,-90.0,10.1685,-100.1685, Telescope, Trashcan,15.81268,437,100.1685
19,12,102.284,-13.0517,115.3357, Table, Trashcan,12.76044,437,115.3357
14,13,128.5302,156.9717,-28.44149999999999, Well, Telescope,13.12747,437,28.44149999999999
3,14,-177.6784,0.0,-177.6784, Wheelbarrow, Telescope,22.96891,437,177.6784
7,15,-19.13364,-20.9935,1.8598600000000007, Mailbox, Wheelbarrow,45.18745,437,1.8598600000000007
9,16,-124.1861,-141.7693,17.58319999999999, Plant, Wheelbarrow,29.32408,437,17.58319999999999
2,17,-156.1757,146.6573,-302.833, Stove, Harp,24.50373,437,57.16699999999997
16,18,-69.3503,-4.299151,-65.05114900000001, Telescope, Harp,26.37177,437,65.05114900000001
13,19,-148.3245,-47.17128,-101.15322, Table, Well,11.62582,437,101.15322
5,20,-113.7671,8.961795,-122.728895, Piano, Well,46.52187,437,122.728895
17,21,46.90917,-146.2155,193.12467, Trashcan, Mailbox,10.05859,437,166.87533
22,22,128.1572,-51.54441,179.70161, Bookshelf, Mailbox,7.172546,437,179.70161
15,23,132.2737,-10.49368,142.76738, Piano, Chair,17.88165,437,142.76738
24,24,101.0826,-125.6807,226.7633, Trashcan, Chair,13.51074,437,133.2367
1,22,155.9373,-51.54441,207.4817, Bookshelf, Mailbox,19.61596,440,152.5183
2,5,12.09478,-121.5305,133.6253, Bookshelf, Table,15.79641,440,133.6253
3,4,-148.1726,-2.913495,-145.2591, Harp, Piano,51.00858,440,145.2591
4,21,-129.8896,-146.2155,16.32597, Trashcan, Mailbox,37.76433,440,16.32597
5,3,32.27557,-36.09407,68.36964, Mailbox, Piano,17.63104,440,68.36964
6,10,-108.6247,-155.7204,47.09575, Plant, Bookshelf,35.56264,440,47.09575
7,12,-28.35504,-13.0517,-15.30334, Table, Trashcan,29.35733,440,15.30334
8,19,137.3783,-47.17128,184.5496, Table, Well,20.5168,440,175.4504
9,1,110.4676,139.8627,-29.3951, Well, Stove,36.11308,440,29.3951
10,7,118.6442,-156.2066,274.8508, Trashcan, Plant,41.93451,440,85.14920000000001
11,23,161.5651,-10.49368,172.0587, Piano, Chair,25.37085,440,172.0587
12,15,34.43893,-20.9935,55.43243, Mailbox, Wheelbarrow,27.35556,440,55.43243
13,9,-83.72272,151.2295,-234.9522, Stove, Bookshelf,10.09161,440,125.0478
14,24,-140.1944,-125.6807,-14.51371, Trashcan, Chair,20.11646,440,14.51371
15,13,-162.6176,156.9717,-319.5893, Well, Telescope,33.66116,440,40.41070000000002
16,2,109.584,-49.85279,159.4368, Wheelbarrow, Stove,44.0527,440,159.4368
17,20,22.7215,8.961795,13.75971, Piano, Well,24.13657,440,13.75971
18,14,125.1033,0.0,125.1033, Wheelbarrow, Telescope,13.69452,440,125.1033
19,6,16.35583,24.73069,-8.374859, Chair, Table,9.424805,440,8.374859
20,18,42.99746,-4.299151,47.29662, Telescope, Harp,9.140442,440,47.29662
21,17,-161.8962,146.6573,-308.5535, Stove, Harp,8.656982,440,51.446500000000015
22,16,24.1791,-141.7693,165.9484, Plant, Wheelbarrow,9.174377,440,165.9484
23,11,33.48619,10.1685,23.31769, Telescope, Trashcan,9.958069,440,23.31769
24,8,-140.7106,108.8188,-249.5294, Harp, Plant,10.59204,440,110.47059999999999
21,1,141.6453,139.8627,1.7826000000000022, Well, Stove,12.02661,434,1.7826000000000022
14,2,29.74488,-49.85279,79.59767, Wheelbarrow, Stove,13.4946,434,79.59767
2,3,-30.64216,-36.09407,5.451910000000002, Mailbox, Piano,12.9105,434,5.451910000000002
10,4,-10.91589,-2.913495,-8.002395, Harp, Piano,14.67871,434,8.002395
4,5,-108.0605,-121.5305,13.47, Bookshelf, Table,12.07656,434,13.47
9,6,45.92404,24.73069,21.19335, Chair, Table,5.854645,434,21.19335
6,7,-158.8658,-156.2066,-2.6591999999999985, Trashcan, Plant,7.82325,434,2.6591999999999985
7,8,76.67545,108.8188,-32.14335, Harp, Plant,13.56081,434,32.14335
11,9,146.3099,151.2295,-4.919600000000003, Stove, Bookshelf,13.96169,434,4.919600000000003
19,10,-146.4966,-155.7204,9.223800000000011, Plant, Bookshelf,12.22639,434,9.223800000000011
5,11,-32.53505,10.1685,-42.70355, Telescope, Trashcan,17.41415,434,42.70355
12,12,-19.29006,-13.0517,-6.23836, Table, Trashcan,7.906448,434,6.23836
18,13,66.70547,156.9717,-90.26623, Well, Telescope,14.44528,434,90.26623
8,14,-47.16109,0.0,-47.16109, Wheelbarrow, Telescope,14.89589,434,47.16109
1,15,-48.94522,-20.9935,-27.95172, Mailbox, Wheelbarrow,27.15574,434,27.95172
22,16,-165.7302,-141.7693,-23.96090000000001, Plant, Wheelbarrow,7.906555,434,23.96090000000001
13,17,-20.92451,146.6573,-167.58181, Stove, Harp,12.56026,434,167.58181
17,18,-18.66693,-4.299151,-14.367779, Telescope, Harp,6.60556,434,14.367779
3,19,-61.27073,-47.17128,-14.099449999999996, Table, Well,9.724762,434,14.099449999999996
15,20,25.07718,8.961795,16.115384999999996, Piano, Well,8.190048,434,16.115384999999996
20,21,-147.0649,-146.2155,-0.8494000000000028, Trashcan, Mailbox,9.724777,434,0.8494000000000028
23,22,-42.24092,-51.54441,9.303489999999996, Bookshelf, Mailbox,10.00818,434,9.303489999999996
24,23,-13.82863,-10.49368,-3.334950000000001, Piano, Chair,6.221893,434,3.334950000000001
16,24,-46.77604,-125.6807,78.90466, Trashcan, Chair,13.74448,434,78.90466
7,1,131.7402,139.8627,-8.122500000000002, Well, Stove,26.67194,435,8.122500000000002
4,2,36.52018,-49.85279,86.37297000000001, Wheelbarrow, Stove,11.1261,435,86.37297000000001
24,3,-37.5686,-36.09407,-1.4745300000000017, Mailbox, Piano,6.238464,435,1.4745300000000017
21,4,-27.26742,-2.913495,-24.353925, Harp, Piano,6.80542,435,24.353925
2,5,36.54276,-121.5305,158.07326, Bookshelf, Table,22.81879,435,158.07326
20,6,20.23611,24.73069,-4.494579999999999, Chair, Table,7.672974,435,4.494579999999999
6,7,130.7462,-156.2066,286.9528, Trashcan, Plant,14.07849,435,73.04719999999998
9,8,-119.6667,108.8188,-228.4855, Harp, Plant,12.8103,435,131.5145
1,9,-35.46987,151.2295,-186.69937, Stove, Bookshelf,75.54535,435,173.30063
13,10,-32.45106,-155.7204,123.26934, Plant, Bookshelf,12.12671,435,123.26934
3,11,-148.8101,10.1685,-158.9786, Telescope, Trashcan,11.84277,435,158.9786
16,12,58.81501,-13.0517,71.86671, Table, Trashcan,6.622009,435,71.86671
19,13,55.47204,156.9717,-101.49966, Well, Telescope,5.721313,435,101.49966
11,14,-125.7274,0.0,-125.7274, Wheelbarrow, Telescope,15.39594,435,125.7274
18,15,-32.37178,-20.9935,-11.37828, Mailbox, Wheelbarrow,5.237549,435,11.37828
5,16,-117.394,-141.7693,24.37529999999998, Plant, Wheelbarrow,35.71246,435,24.37529999999998
12,17,-63.869,146.6573,-210.5263, Stove, Harp,9.074158,435,149.4737
10,18,-39.67175,-4.299151,-35.372599, Telescope, Harp,13.1944,435,35.372599
8,19,28.90235,-47.17128,76.07363000000001, Table, Well,12.6604,435,76.07363000000001
23,20,138.3564,8.961795,129.394605, Piano, Well,10.65863,435,129.394605
14,21,61.06779,-146.2155,207.28329, Trashcan, Mailbox,10.69214,435,152.71671
15,22,-44.10946,-51.54441,7.434950000000001, Bookshelf, Mailbox,5.271057,435,7.434950000000001
17,23,145.008,-10.49368,155.50168000000002, Piano, Chair,9.14093,435,155.50168000000002
22,24,-136.4764,-125.6807,-10.79570000000001, Trashcan, Chair,7.289612,435,10.79570000000001
1,22,-29.63838,-51.54441,21.90603, Bookshelf, Mailbox,65.02008,442,21.90603
2,13,-29.63838,156.9717,-186.6101, Well, Telescope,37.36405,442,173.3899
3,5,48.06227,-121.5305,169.5928, Bookshelf, Table,10.55868,442,169.5928
4,10,-33.0984,-155.7204,122.622, Plant, Bookshelf,36.98063,442,122.622
5,9,-97.93717,151.2295,-249.1667, Stove, Bookshelf,11.80945,442,110.83330000000001
6,23,-147.7243,-10.49368,-137.2307, Piano, Chair,17.64786,442,137.2307
7,1,106.0908,139.8627,-33.77184, Well, Stove,7.923141,442,33.77184
8,6,-143.8543,24.73069,-168.585, Chair, Table,9.89151,442,168.585
9,4,110.5014,-2.913495,113.4149, Harp, Piano,7.389404,442,113.4149
10,7,-116.2167,-156.2066,39.98985, Trashcan, Plant,7.072464,442,39.98985
11,11,-139.2973,10.1685,-149.4658, Telescope, Trashcan,7.255829,442,149.4658
12,21,115.5139,-146.2155,261.7294, Trashcan, Mailbox,11.80983,442,98.2706
13,17,-63.43494,146.6573,-210.0922, Stove, Harp,6.672134,442,149.9078
14,16,-55.45156,-141.7693,86.31775, Plant, Wheelbarrow,11.07593,442,86.31775
15,19,131.2315,-47.17128,178.4027, Table, Well,6.371674,442,178.4027
16,8,119.1005,108.8188,10.2817, Harp, Plant,4.820709,442,10.2817
17,2,-78.48614,-49.85279,-28.63335, Wheelbarrow, Stove,5.421143,442,28.63335
18,12,-55.87145,-13.0517,-42.81975, Table, Trashcan,27.38925,442,42.81975
19,14,106.4704,0.0,106.4704, Wheelbarrow, Telescope,5.587921,442,106.4704
20,20,-40.36456,8.961795,-49.32635, Piano, Well,5.804626,442,49.32635
21,15,-137.9609,-20.9935,-116.9674, Mailbox, Wheelbarrow,6.105133,442,116.9674
22,24,-66.86053,-125.6807,58.82018, Trashcan, Chair,6.138306,442,58.82018
23,3,118.5325,-36.09407,154.6265, Mailbox, Piano,7.939758,442,154.6265
24,18,-72.81039,-4.299151,-68.51124, Telescope, Harp,5.554565,442,68.51124
1,4,76.84904,-2.913495,79.76254, Harp, Piano,25.28753,443,79.76254
2,19,-71.2692,-47.17128,-24.09793, Table, Well,9.357588,443,24.09793
3,20,-130.1696,8.961795,-139.1314, Piano, Well,7.706387,443,139.1314
4,9,-140.4774,151.2295,-291.7069, Stove, Bookshelf,4.954239,443,68.29309999999998
5,7,127.5686,-156.2066,283.7752, Trashcan, Plant,6.05471,443,76.22480000000002
6,8,176.7296,108.8188,67.91074, Harp, Plant,8.30687,443,67.91074
7,15,-140.9954,-20.9935,-120.0019, Mailbox, Wheelbarrow,4.770721,443,120.0019
8,14,-125.7355,0.0,-125.7355, Wheelbarrow, Telescope,5.854759,443,125.7355
9,13,-178.5914,156.9717,-335.5631, Well, Telescope,5.220947,443,24.43689999999998
10,5,141.3402,-121.5305,262.8707, Bookshelf, Table,7.739517,443,97.1293
11,11,77.04726,10.1685,66.87876, Telescope, Trashcan,4.303688,443,66.87876
12,2,-126.1582,-49.85279,-76.30542, Wheelbarrow, Stove,3.903168,443,76.30542
13,21,-149.8987,-146.2155,-3.683182, Trashcan, Mailbox,4.136711,443,3.683182
14,23,119.4072,-10.49368,129.9008, Piano, Chair,4.687317,443,129.9008
15,1,153.435,139.8627,13.57231, Well, Stove,4.670471,443,13.57231
16,3,-137.4366,-36.09407,-101.3426, Mailbox, Piano,4.3368,443,101.3426
17,18,105.2552,-4.299151,109.5544, Telescope, Harp,7.823128,443,109.5544
18,17,-68.91624,146.6573,-215.5735, Stove, Harp,4.086609,443,144.4265
19,24,114.4206,-125.6807,240.1013, Trashcan, Chair,6.505432,443,119.89869999999999
20,12,163.9677,-13.0517,177.0194, Table, Trashcan,3.302795,443,177.0194
21,10,-120.0865,-155.7204,35.63393, Plant, Bookshelf,4.386917,443,35.63393
22,16,-121.6754,-141.7693,20.09388, Plant, Wheelbarrow,24.87033,443,20.09388
23,6,-154.7989,24.73069,-179.5296, Chair, Table,28.54024,443,179.5296
24,22,153.435,-51.54441,204.9794, Bookshelf, Mailbox,5.82132,443,155.0206
1,2,-29.84591,-49.85279,20.00688, Wheelbarrow, Stove,35.54594,444,20.00688
2,9,154.5108,151.2295,3.281265, Stove, Bookshelf,8.006737,444,3.281265
3,13,38.92759,156.9717,-118.0441, Well, Telescope,7.439232,444,118.0441
4,19,-96.86996,-47.17128,-49.69869, Table, Well,6.171848,444,49.69869
5,1,-144.6052,139.8627,-284.4679, Well, Stove,6.405186,444,75.53210000000001
6,17,117.672,146.6573,-28.98523, Stove, Harp,5.571358,444,28.98523
7,6,-67.34061,24.73069,-92.07129, Chair, Table,4.820557,444,92.07129
8,4,-146.3099,-2.913495,-143.3964, Harp, Piano,6.672157,444,143.3964
9,22,67.65934,-51.54441,119.2038, Bookshelf, Mailbox,5.504547,444,119.2038
10,15,126.0273,-20.9935,147.0208, Mailbox, Wheelbarrow,5.488037,444,147.0208
11,23,-142.2243,-10.49368,-131.7306, Piano, Chair,5.487564,444,131.7306
12,21,32.78428,-146.2155,178.9998, Trashcan, Mailbox,5.454514,444,178.9998
13,20,46.60605,8.961795,37.64425, Piano, Well,8.056686,444,37.64425
14,11,-62.31892,10.1685,-72.48743, Telescope, Trashcan,9.891365,444,72.48743
15,24,-62.31892,-125.6807,63.3618, Trashcan, Chair,1.484718,444,63.3618
16,7,53.90174,-156.2066,210.1083, Trashcan, Plant,2.902382,444,149.8917
17,5,124.6241,-121.5305,246.1546, Bookshelf, Table,1.968292,444,113.84540000000001
18,16,-29.11618,-141.7693,112.6531, Plant, Wheelbarrow,3.319382,444,112.6531
19,8,-161.565,108.8188,-270.3839, Harp, Plant,3.919998,444,89.61610000000002
20,10,-21.03757,-155.7204,134.6829, Plant, Bookshelf,2.652054,444,134.6829
21,18,27.37773,-4.299151,31.67688, Telescope, Harp,3.986511,444,31.67688
22,12,-52.792,-13.0517,-39.7403, Table, Trashcan,5.688141,444,39.7403
23,3,49.83046,-36.09407,85.92454, Mailbox, Piano,2.351883,444,85.92454
24,14,-138.5448,0.0,-138.5448, Wheelbarrow, Telescope,4.937561,444,138.5448
1,14,44.25588,0.0,44.25588, Wheelbarrow, Telescope,52.52655,445,44.25588
2,20,-94.79679,8.961795,-103.7586, Piano, Well,38.33144,445,103.7586
3,8,109.6223,108.8188,0.8034592, Harp, Plant,24.48672,445,0.8034592
