SubjectNum,TrialNum,Time,X,Z
405,10,442.98,0.7882421,1.023113
405,10,443.2022,0.5392567,1.026135
405,10,443.4245,0.3054721,1.061444
405,10,443.6467,0.08759166,1.053374
405,10,443.8689,-0.1740808,1.004308
405,10,444.0911,-0.4499631,0.9470616
405,10,444.3134,-0.6901788,0.9535141
405,10,444.5356,-0.9661217,0.9978647
405,10,444.7578,-1.251491,1.028615
405,10,444.98,-1.4765,1.009385
405,10,445.2022,-1.73197,0.9476301
405,10,445.4245,-1.922282,0.9068194
405,10,445.6467,-2.124921,0.8366413
405,10,445.8689,-2.368638,0.7567046
405,10,446.0911,-2.515729,0.619212
405,10,446.3134,-2.576263,0.4222665
405,10,446.5356,-2.598609,0.1423002
405,10,446.7578,-2.654765,-0.0952104
405,10,446.98,-2.730077,-0.3471603
405,10,447.2022,-2.819203,-0.6008426
405,10,447.4245,-2.816268,-0.7808163
405,10,447.6467,-2.756235,-0.9685215
405,10,447.8689,-2.687511,-1.145355
405,3,464.1689,1.777706,3.33171
405,3,464.3911,1.782561,3.342542
405,3,464.6133,1.786673,3.335192
405,3,464.8356,1.776361,3.310372
405,3,465.0578,1.762472,3.300176
405,3,465.28,1.758309,3.296805
405,3,465.5022,1.76395,3.278132
405,3,465.7245,1.769442,3.269673
405,3,465.9467,1.762671,3.264353
405,3,466.1689,1.750378,3.253304
405,3,466.3911,1.736237,3.252187
405,3,466.6133,1.714532,3.255923
405,3,466.8356,1.685156,3.264902
405,3,467.0578,1.636614,3.27904
405,3,467.28,1.601016,3.287184
405,3,467.5022,1.574363,3.293235
405,3,467.7245,1.528485,3.313446
405,3,467.9467,1.484144,3.329481
405,3,468.1689,1.437233,3.313694
405,3,468.3911,1.362704,3.245888
405,3,468.6133,1.243987,3.117129
405,3,468.8356,1.107314,3.026016
405,3,469.0578,0.9559366,2.974808
405,3,469.28,0.732626,2.932201
405,3,469.5022,0.5068926,2.907525
405,3,469.7245,0.3512051,2.833527
405,3,469.9467,0.2528844,2.704706
405,3,470.1689,0.1688122,2.484441
405,3,470.3911,0.09484483,2.297987
405,3,470.6133,0.03309146,2.099995
405,3,470.8356,-0.0540025,1.87343
405,3,471.0578,-0.1138833,1.654847
405,3,471.28,-0.09728344,1.391452
405,3,471.5022,-0.00211381,1.115792
405,3,471.7245,0.02917768,0.8987582
405,3,471.9467,0.02755518,0.701008
405,3,472.1689,-0.003554624,0.443966
405,3,472.3911,-0.01911816,0.1982126
405,3,472.6133,-0.02552681,-0.02714979
405,3,472.8356,-0.01509116,-0.2853262
405,3,473.0578,-0.05408489,-0.5119202
405,3,473.28,-0.1598106,-0.7130507
405,3,473.5022,-0.3155246,-0.8774645
405,3,473.7245,-0.4708513,-1.038794
405,3,473.9467,-0.557561,-1.172678
405,3,474.1689,-0.6373581,-1.37239
405,3,474.3911,-0.7063065,-1.579192
405,3,474.6133,-0.7731085,-1.747708
405,3,474.8356,-0.8457605,-1.94176
405,3,475.0578,-0.911399,-2.137426
405,3,475.28,-0.881268,-2.323432
405,3,475.5022,-0.7667547,-2.485257
405,3,475.7245,-0.6713973,-2.604077
405,3,475.9467,-0.617462,-2.701926
405,3,476.1689,-0.5398157,-2.831537
405,3,476.3911,-0.4498504,-2.957705
405,3,476.6133,-0.4651251,-2.97436
405,3,476.8356,-0.5838599,-2.998641
405,3,477.0578,-0.7289894,-3.025958
405,3,477.28,-0.9608542,-3.045103
405,3,477.5022,-1.157443,-3.049581
405,3,477.7245,-1.252992,-3.069155
405,19,494.9578,1.715068,-2.04719
405,19,495.18,1.703145,-2.062808
405,19,495.4022,1.696994,-2.079331
405,19,495.6245,1.704536,-2.08333
405,19,495.8467,1.706012,-2.089263
405,19,496.0689,1.719028,-2.108634
405,19,496.2911,1.741005,-2.120998
405,19,496.5133,1.743407,-2.07786
405,19,496.7356,1.697887,-2.008368
405,19,496.9578,1.649616,-1.934169
405,19,497.18,1.595435,-1.828157
405,19,497.4022,1.556351,-1.72566
405,19,497.6245,1.535518,-1.590244
405,19,497.8467,1.553138,-1.401346
405,19,498.0689,1.529396,-1.242013
405,19,498.2911,1.43067,-1.165769
405,19,498.5133,1.280267,-1.135933
405,19,498.7356,1.05605,-1.115783
405,19,498.9578,0.8858042,-1.084848
405,19,499.18,0.6963148,-1.034473
405,19,499.4022,0.5072123,-0.9163781
405,19,499.6245,0.3608004,-0.8212035
405,19,499.8467,0.1799938,-0.6665654
405,19,500.0689,0.04045121,-0.5222998
405,19,500.2911,-0.02582053,-0.3407892
405,19,500.5133,-0.03123245,-0.1596164
405,19,500.7356,0.0149814,0.07700534
405,19,500.9578,0.01348306,0.2557815
405,19,501.18,-0.04387589,0.4275454
405,19,501.4022,-0.1461719,0.6138637
405,19,501.6245,-0.2491932,0.7517328
405,19,501.8467,-0.4435009,0.8878503
405,19,502.0689,-0.5848548,1.037365
405,19,502.2911,-0.7336249,1.115512
405,19,502.5133,-0.8767191,1.120678
405,19,502.7356,-1.102776,1.097339
405,19,502.9578,-1.28458,1.124626
405,19,503.18,-1.419465,1.203261
405,19,503.4022,-1.521995,1.315549
405,19,503.6245,-1.619818,1.376177
405,19,503.8467,-1.740717,1.41293
405,8,515.9355,-2.585277,-2.102333
405,8,516.1578,-2.599944,-2.102548
405,8,516.38,-2.608864,-2.097807
405,8,516.6022,-2.609026,-2.093121
405,8,516.8245,-2.607984,-2.104702
405,8,517.0467,-2.607352,-2.125053
405,8,517.2689,-2.608905,-2.145598
405,8,517.4911,-2.606712,-2.198848
405,8,517.7133,-2.566831,-2.263131
405,8,517.9355,-2.473985,-2.265104
405,8,518.1578,-2.417129,-2.266027
405,8,518.38,-2.377944,-2.338786
405,8,518.6022,-2.334761,-2.440738
405,8,518.8245,-2.31816,-2.550029
405,8,519.0467,-2.326249,-2.714901
405,8,519.2689,-2.291171,-2.840807
405,8,519.4911,-2.180049,-2.900126
405,8,519.7133,-1.962144,-2.934061
405,8,519.9355,-1.74176,-2.959782
405,8,520.1578,-1.502505,-3.008954
405,8,520.38,-1.259,-3.088653
405,8,520.6022,-1.01079,-3.150435
405,8,520.8245,-0.7822668,-3.142905
405,8,521.0467,-0.5058126,-3.089161
405,8,521.2689,-0.2471435,-3.062981
405,8,521.4911,0.005874322,-3.057677
405,8,521.7133,0.2884226,-3.093216
405,8,521.9355,0.5337654,-3.094693
405,8,522.1578,0.7784042,-3.054679
405,8,522.38,1.014293,-2.962546
405,8,522.6022,1.199456,-2.904318
405,8,522.8245,1.406097,-2.828082
405,8,523.0467,1.586006,-2.764867
405,8,523.2689,1.710793,-2.631789
405,8,523.4911,1.740511,-2.446575
405,8,523.7133,1.710915,-2.203152
405,8,523.9355,1.705664,-2.008728
405,8,524.1578,1.717875,-1.795926
405,8,524.38,1.752903,-1.580304
405,8,524.6022,1.745891,-1.425026
405,8,524.8245,1.707967,-1.310604
405,8,525.0467,1.629399,-1.235976
405,5,537.0578,-2.111312,2.077348
405,5,537.28,-2.108925,2.078084
405,5,537.5023,-2.109754,2.085074
405,5,537.7245,-2.09783,2.090663
405,5,537.9467,-2.085271,2.07914
405,5,538.1689,-2.086212,2.057289
405,5,538.3911,-2.082966,2.042072
405,5,538.6133,-2.074306,2.040974
405,5,538.8356,-2.071028,1.996751
405,5,539.0578,-2.070547,1.873675
405,5,539.28,-2.063658,1.709244
405,5,539.5023,-2.032302,1.544018
405,5,539.7245,-1.934909,1.419083
405,5,539.9467,-1.747551,1.32228
405,5,540.1689,-1.558998,1.247331
405,5,540.3911,-1.397977,1.180896
405,5,540.6133,-1.15161,1.066987
405,5,540.8356,-0.9710709,0.9904343
405,5,541.0578,-0.7679945,0.9426718
405,5,541.28,-0.5465153,0.922838
405,5,541.5023,-0.3177624,0.8806273
405,5,541.7245,-0.1903161,0.7388359
405,5,541.9467,-0.1411498,0.5419883
405,5,542.1689,-0.1158553,0.3514267
405,5,542.3911,-0.09465004,0.1816155
405,5,542.6133,-0.04742942,-0.007451561
405,5,542.8356,0.02588691,-0.1945158
405,5,543.0578,0.07931412,-0.3554012
405,5,543.28,0.09287422,-0.513454
405,5,543.5023,0.080341,-0.6815389
405,5,543.7245,0.1075856,-0.793095
405,5,543.9467,0.174551,-0.8412125
405,5,544.1689,0.2454805,-0.8646743
405,5,544.3911,0.294021,-0.8821846
405,5,544.6133,0.3129157,-0.8866002
405,5,544.8356,0.2962519,-0.860922
405,5,545.0578,0.2599984,-0.8060368
405,5,545.28,0.1968711,-0.780196
405,5,545.5023,0.1340974,-0.736108
405,5,545.7245,0.07760628,-0.6491855
405,5,545.9467,0.03328866,-0.5159196
405,5,546.1689,0.01324188,-0.3191555
405,5,546.3911,0.002395294,-0.108077
405,5,546.6133,0.01785016,0.07780004
405,5,546.8356,0.09610771,0.23688
405,5,547.0578,0.1753186,0.360302
405,5,547.28,0.2074484,0.5039841
405,5,547.5023,0.2348835,0.6608633
405,5,547.7245,0.2897102,0.7911197
405,5,547.9467,0.3788136,0.8640131
405,5,548.1689,0.5275936,0.8941405
405,5,548.3911,0.7203945,0.8843302
405,5,548.6133,0.8607494,0.8822798
405,15,564.4689,0.301042,-0.04647715
405,15,564.6911,0.3074006,-0.04706084
405,15,564.9133,0.3138257,-0.04552041
405,15,565.1356,0.3110341,-0.04126021
405,15,565.3578,0.3105115,-0.03578944
405,15,565.58,0.3132058,-0.03538099
405,15,565.8022,0.3048264,-0.04527869
405,15,566.0245,0.2940971,-0.06497942
405,15,566.2467,0.272912,-0.0850814
405,15,566.4689,0.2334795,-0.1572948
405,15,566.6911,0.1794904,-0.2983689
405,15,566.9133,0.1319871,-0.4309556
405,15,567.1356,0.05898015,-0.5600757
405,15,567.3578,-0.05402863,-0.6812093
405,15,567.58,-0.2175558,-0.8046786
405,15,567.8022,-0.3220749,-0.9050709
405,15,568.0245,-0.4634984,-1.039742
405,15,568.2467,-0.5942458,-1.232332
405,15,568.4689,-0.6833895,-1.373727
405,15,568.6911,-0.7750912,-1.54203
405,15,568.9133,-0.888957,-1.72422
405,15,569.1356,-0.9777617,-1.941335
405,15,569.3578,-0.9840316,-2.145638
405,15,569.58,-0.9586942,-2.396266
405,15,569.8022,-0.9863838,-2.543191
405,15,570.0245,-1.052192,-2.672236
405,15,570.2467,-1.16663,-2.76583
405,15,570.4689,-1.252379,-2.850948
405,15,570.6911,-1.323596,-2.956669
405,7,584.4689,-2.601511,-2.033416
405,7,584.6911,-2.594917,-2.032284
405,7,584.9133,-2.580375,-2.039898
405,7,585.1356,-2.575233,-2.054705
405,7,585.3578,-2.576419,-2.062667
405,7,585.58,-2.579464,-2.06077
405,7,585.8022,-2.581312,-2.005754
405,7,586.0245,-2.542237,-1.943369
405,7,586.2467,-2.499212,-1.885176
405,7,586.4689,-2.46577,-1.790299
405,7,586.6911,-2.42955,-1.680346
405,7,586.9133,-2.409568,-1.586137
405,7,587.1356,-2.43187,-1.491981
405,7,587.3578,-2.500118,-1.376219
405,7,587.58,-2.464855,-1.290663
405,7,587.8022,-2.313488,-1.208145
405,7,588.0245,-2.112252,-1.154686
405,7,588.2467,-1.974462,-1.114816
405,7,588.4689,-1.786556,-1.045659
405,7,588.6911,-1.566777,-0.9418118
405,7,588.9133,-1.345255,-0.9173874
405,7,589.1356,-1.110205,-0.9550883
405,7,589.3578,-0.8867308,-1.021617
405,7,589.58,-0.7001387,-1.023265
405,7,589.8022,-0.5209439,-0.9625272
405,7,590.0245,-0.3578475,-0.8506006
405,7,590.2467,-0.2549446,-0.7353774
405,7,590.4689,-0.1415839,-0.5950795
405,7,590.6911,-0.004866888,-0.4451304
405,7,590.9133,0.07585161,-0.261833
405,7,591.1356,0.09033116,-0.051659
405,7,591.3578,0.05374762,0.2201413
405,7,591.58,0.09873547,0.4550448
405,7,591.8022,0.2134263,0.616738
405,7,592.0245,0.4035782,0.7514741
405,7,592.2467,0.5374446,0.8278004
405,7,592.4689,0.734444,0.926571
405,7,592.6911,0.9595833,1.045845
405,7,592.9133,1.165175,1.084273
405,7,593.1356,1.383597,1.081955
405,7,593.3578,1.632313,1.022858
405,7,593.58,1.851492,0.9957172
405,7,593.8022,2.030838,0.9906965
405,7,594.0245,2.197788,1.01225
405,7,594.2467,2.313744,1.001565
405,7,594.4689,2.428695,0.958034
405,7,594.6911,2.524722,0.8680345
405,20,609.1467,1.677893,-2.134448
405,20,609.3689,1.675181,-2.128811
405,20,609.5911,1.673118,-2.130036
405,20,609.8134,1.690329,-2.126281
405,20,610.0356,1.696808,-2.119191
405,20,610.2578,1.691976,-2.121568
405,20,610.48,1.690538,-2.129859
405,20,610.7022,1.693448,-2.13431
405,20,610.9244,1.69721,-2.109981
405,20,611.1467,1.705785,-2.056937
405,20,611.3689,1.728369,-1.927603
405,20,611.5911,1.768229,-1.720305
405,20,611.8134,1.824255,-1.560189
405,20,612.0356,1.928268,-1.405016
405,20,612.2578,2.113067,-1.241619
405,20,612.48,2.265128,-1.06836
405,20,612.7022,2.357697,-0.8465769
405,20,612.9244,2.40579,-0.5769195
405,20,613.1467,2.470342,-0.3746704
405,20,613.3689,2.545286,-0.1640657
405,20,613.5911,2.646891,0.05862968
405,20,613.8134,2.6602,0.2410547
405,20,614.0356,2.570699,0.4551332
405,20,614.2578,2.439099,0.6000516
405,20,614.48,2.323694,0.7167596
405,20,614.7022,2.179991,0.8366517
405,20,614.9244,2.016256,0.9829592
405,20,615.1467,1.822457,1.033773
405,20,615.3689,1.583891,1.009396
405,20,615.5911,1.314428,0.9572033
405,20,615.8134,1.094933,0.9755383
405,20,616.0356,0.8313574,1.043337
405,20,616.2578,0.6122763,1.141594
405,20,616.48,0.4362926,1.238048
405,20,616.7022,0.2793137,1.325446
405,20,616.9244,0.1346124,1.456694
405,20,617.1467,0.0768858,1.607319
405,20,617.3689,0.06851542,1.823819
405,20,617.5911,0.06403043,2.016024
405,20,617.8134,0.03361977,2.188591
405,20,618.0356,-0.05674561,2.393695
405,20,618.2578,-0.1120306,2.517535
405,20,618.48,-0.1467233,2.625694
405,20,618.7022,-0.139751,2.753114
405,20,618.9244,-0.1556317,2.87019
405,20,619.1467,-0.1939951,2.912678
405,20,619.3689,-0.23549,2.917819
405,20,619.5911,-0.267642,2.927001
405,20,619.8134,-0.3279058,2.943991
405,20,620.0356,-0.4520035,3.04083
405,20,620.2578,-0.5823218,3.175668
405,20,620.48,-0.682236,3.232759
405,20,620.7022,-0.7617378,3.232286
405,20,620.9244,-0.7657807,3.170305
405,20,621.1467,-0.6641015,3.116415
405,20,621.3689,-0.5356601,3.100747
405,20,621.5911,-0.3731394,3.098838
405,20,621.8134,-0.1508256,3.100383
405,20,622.0356,0.1164789,3.095784
405,20,622.2578,0.2807551,3.102291
405,20,622.48,0.4067006,3.064528
405,20,622.7022,0.5295513,2.976933
405,20,622.9244,0.6245499,2.936303
405,20,623.1467,0.7345103,2.944767
405,20,623.3689,0.853367,3.005319
405,4,641.5023,1.763491,3.227988
405,4,641.7245,1.760457,3.233197
405,4,641.9467,1.787145,3.255789
405,4,642.1689,1.824573,3.270153
405,4,642.3911,1.875756,3.285869
405,4,642.6133,1.941115,3.294931
405,4,642.8356,2.037938,3.303643
405,4,643.0578,2.126421,3.2851
405,4,643.28,2.207197,3.2217
405,4,643.5023,2.309824,3.094428
405,4,643.7245,2.394311,2.959862
405,4,643.9467,2.488939,2.845517
405,4,644.1689,2.622902,2.698602
405,4,644.3911,2.764184,2.548259
405,4,644.6133,2.814207,2.349948
405,4,644.8356,2.801138,2.141007
405,4,645.0578,2.769113,1.93895
405,4,645.28,2.779754,1.777471
405,4,645.5023,2.826906,1.557511
405,4,645.7245,2.892276,1.327479
405,4,645.9467,2.895386,1.119647
405,4,646.1689,2.872499,0.8783507
405,4,646.3911,2.835732,0.6210297
405,4,646.6133,2.834157,0.3605507
405,4,646.8356,2.870827,0.08955264
405,4,647.0578,2.857489,-0.1351153
405,4,647.28,2.809731,-0.2914835
405,4,647.5023,2.696595,-0.467263
405,4,647.7245,2.590103,-0.6164346
405,4,647.9467,2.514359,-0.7577125
405,4,648.1689,2.462605,-0.91168
405,4,648.3911,2.414157,-1.021825
405,14,660.7689,-3.093039,0.01145753
405,14,660.9911,-3.102707,0.01531657
405,14,661.2134,-3.112914,0.02509888
405,14,661.4355,-3.111424,0.03293847
405,14,661.6578,-3.109876,0.0352547
405,14,661.88,-3.115341,0.03181382
405,14,662.1022,-3.119865,0.01919455
405,14,662.3245,-3.112606,0.006782162
405,14,662.5467,-3.098042,-0.003624409
405,14,662.7689,-3.077908,-0.00282013
405,14,662.9911,-3.050363,0.04605197
405,14,663.2134,-3.01614,0.1344367
405,14,663.4355,-2.947583,0.305455
405,14,663.6578,-2.86705,0.4799933
405,14,663.88,-2.759521,0.6076497
405,14,664.1022,-2.603207,0.7086825
405,14,664.3245,-2.395305,0.7859706
405,14,664.5467,-2.229797,0.8505202
405,14,664.7689,-2.031435,0.9252065
405,14,664.9911,-1.767758,1.031889
405,14,665.2134,-1.561799,1.040273
405,14,665.4355,-1.370845,1.013629
405,14,665.6578,-1.178416,0.94929
405,14,665.88,-1.008398,0.9238661
405,14,666.1022,-0.8401511,0.9264543
405,14,666.3245,-0.6478044,0.9364972
405,14,666.5467,-0.507862,0.8671821
405,14,666.7689,-0.4133812,0.8031886
405,14,666.9911,-0.30186,0.7141834
405,14,667.2134,-0.2295219,0.6265398
405,14,667.4355,-0.1556813,0.591139
405,14,667.6578,-0.06938159,0.5906184
405,23,679.9133,0.8893167,-3.325017
405,23,680.1356,0.8851353,-3.331563
405,23,680.3578,0.8751581,-3.33322
405,23,680.58,0.8611233,-3.328623
405,23,680.8022,0.8495463,-3.330081
405,23,681.0245,0.8339063,-3.341045
405,23,681.2467,0.8981187,-3.342352
405,23,681.4689,1.033867,-3.309749
405,23,681.6911,1.227523,-3.231138
405,23,681.9133,1.365164,-3.152088
405,23,682.1356,1.481167,-3.021241
405,23,682.3578,1.574929,-2.808569
405,23,682.58,1.668236,-2.59839
405,23,682.8022,1.772453,-2.393502
405,23,683.0245,1.913205,-2.171596
405,23,683.2467,2.016807,-1.937735
405,23,683.4689,2.053253,-1.713004
405,23,683.6911,2.071931,-1.447997
405,23,683.9133,2.129471,-1.273621
405,23,684.1356,2.229841,-1.077697
405,23,684.3578,2.377965,-0.8826153
405,23,684.58,2.472103,-0.6894115
405,23,684.8022,2.503958,-0.4758387
405,23,685.0245,2.482272,-0.2385184
405,23,685.2467,2.487288,-0.01007378
405,23,685.4689,2.517408,0.2194493
405,23,685.6911,2.579828,0.4645605
405,23,685.9133,2.586775,0.6544845
405,23,686.1356,2.565836,0.8599918
405,23,686.3578,2.521035,1.108458
405,23,686.58,2.532564,1.305706
405,23,686.8022,2.578218,1.519685
405,23,687.0245,2.651489,1.745531
405,23,687.2467,2.667891,1.961518
405,23,687.4689,2.61882,2.162043
405,23,687.6911,2.538129,2.352813
405,23,687.9133,2.487065,2.500093
405,23,688.1356,2.45419,2.631204
405,23,688.3578,2.44252,2.793484
405,23,688.58,2.418442,2.897909
405,23,688.8022,2.372453,2.955457
406,14,111.0867,-2.934025,-0.05559586
406,14,111.3089,-2.943585,-0.05244137
406,14,111.5311,-2.954282,-0.04929326
406,14,111.7533,-2.965456,-0.04427159
406,14,111.9756,-2.972008,-0.03170795
406,14,112.1978,-2.965985,-0.02716867
406,14,112.42,-2.960687,-0.04856111
406,14,112.6422,-2.982576,-0.06927903
406,14,112.8644,-3.02721,-0.1147167
406,14,113.0867,-3.088732,-0.1921765
406,14,113.3089,-3.116273,-0.2631595
406,14,113.5311,-3.093536,-0.3389459
406,14,113.7533,-2.986267,-0.4125675
406,14,113.9756,-2.823996,-0.4963413
406,14,114.1978,-2.7318,-0.6005888
406,14,114.42,-2.68746,-0.7608933
406,14,114.6422,-2.662704,-0.9151198
406,14,114.8644,-2.600024,-1.01636
406,14,115.0867,-2.503845,-1.055506
406,14,115.3089,-2.362066,-1.049402
406,14,115.5311,-2.191602,-1.038708
406,14,115.7533,-2.040287,-1.051642
406,14,115.9756,-1.833598,-1.109775
406,14,116.1978,-1.657878,-1.180812
406,14,116.42,-1.514812,-1.207058
406,14,116.6422,-1.392503,-1.21143
406,14,116.8644,-1.267623,-1.176728
406,14,117.0867,-1.148923,-1.148512
406,14,117.3089,-1.063925,-1.188046
406,14,117.5311,-1.017343,-1.294264
406,14,117.7533,-0.9838094,-1.436762
406,14,117.9756,-0.9300526,-1.573962
406,14,118.1978,-0.8667406,-1.698833
406,14,118.42,-0.7881323,-1.8259
406,14,118.6422,-0.7270595,-1.957016
406,14,118.8644,-0.7202634,-2.072594
406,14,119.0867,-0.7705059,-2.223192
406,14,119.3089,-0.8604892,-2.380137
406,14,119.5311,-0.9190886,-2.514456
406,14,119.7533,-0.9326433,-2.627041
406,14,119.9756,-0.903005,-2.734362
406,14,120.1978,-0.8932735,-2.781425
406,14,120.42,-0.9119507,-2.839167
406,14,120.6422,-0.9785584,-2.915942
406,14,120.8644,-0.9949488,-3.040977
406,14,121.0867,-0.901503,-3.014521
406,14,121.3089,-0.92388,-2.908413
406,14,121.5311,-0.9310875,-2.857172
406,14,121.7533,-0.9146393,-2.844196
406,14,121.9756,-0.8729814,-2.863528
406,14,122.1978,-0.7793118,-2.915613
406,14,122.42,-0.722102,-2.897587
406,14,122.6422,-0.754137,-2.816689
406,14,122.8644,-0.7928329,-2.717742
406,14,123.0867,-0.8585122,-2.573573
406,14,123.3089,-0.8792665,-2.424194
406,14,123.5311,-0.8357902,-2.252767
406,14,123.7533,-0.7432036,-2.066615
406,14,123.9756,-0.6810493,-1.894397
406,14,124.1978,-0.6661935,-1.690096
406,14,124.42,-0.6849776,-1.481872
406,14,124.6422,-0.6768721,-1.341474
406,14,124.8644,-0.6261293,-1.243976
406,14,125.0867,-0.5044045,-1.180102
406,14,125.3089,-0.3027399,-1.144119
406,14,125.5311,-0.1524811,-1.101496
406,14,125.7533,-0.08876212,-1.009365
406,14,125.9756,-0.08657667,-0.8500714
406,14,126.1978,-0.09255764,-0.5909333
406,14,126.42,-0.1106591,-0.377942
406,14,126.6422,-0.09391861,-0.2836359
406,14,126.8644,-0.05261896,-0.2123491
406,14,127.0867,0.02792902,-0.1138658
406,14,127.3089,0.08732098,-0.04683255
406,14,127.5311,0.1240656,-0.03130903
406,14,127.7533,0.1425827,-0.04596815
406,14,127.9756,0.1461793,-0.05946926
406,14,128.1978,0.1524002,-0.05718008
406,14,128.42,0.1810579,-0.03648508
406,14,128.6422,0.1992719,-0.01206151
406,14,128.8644,0.2146887,0.001407459
406,14,129.0867,0.1919977,0.001018707
406,14,129.3089,0.1730294,-0.004000276
406,14,129.5311,0.1594168,-0.00906344
406,14,129.7533,0.1637929,-0.0101235
406,14,129.9756,0.1718376,-0.01423533
406,14,130.1978,0.1748529,-0.01895167
406,14,130.42,0.1651565,-0.0255709
406,14,130.6422,0.1594108,-0.03549615
406,14,130.8644,0.1590978,-0.04770764
406,14,131.0867,0.1638952,-0.05635651
406,14,131.3089,0.1694207,-0.06563715
406,14,131.5311,0.1741505,-0.0667742
406,14,131.7533,0.1806233,-0.05899027
406,14,131.9756,0.182061,-0.05305731
406,14,132.1978,0.168613,-0.05477417
406,14,132.42,0.153194,-0.06596124
406,14,132.6422,0.153119,-0.06435878
406,14,132.8644,0.1578275,-0.05900653
406,14,133.0867,0.157942,-0.05661324
406,14,133.3089,0.1572286,-0.05770035
406,14,133.5311,0.1561702,-0.05768617
406,14,133.7533,0.1513923,-0.05830533
406,14,133.9756,0.1418021,-0.05673407
406,14,134.1978,0.1353837,-0.05405541
406,14,134.42,0.1372977,-0.05147088
406,14,134.6422,0.143232,-0.05169738
406,14,134.8644,0.1511245,-0.05004009
406,14,135.0867,0.1594498,-0.05028217
406,14,135.3089,0.1673313,-0.0543621
406,19,151.9644,1.67755,-2.017003
406,19,152.1867,1.679746,-2.018878
406,19,152.4089,1.679834,-2.019464
406,19,152.6311,1.680639,-2.01318
406,19,152.8533,1.680195,-1.999161
406,19,153.0756,1.666275,-1.986989
406,19,153.2978,1.647329,-1.983965
406,19,153.52,1.632804,-1.98875
406,19,153.7422,1.651443,-1.965044
406,19,153.9644,1.676085,-1.918577
406,19,154.1867,1.694755,-1.912351
406,19,154.4089,1.725232,-1.94241
406,19,154.6311,1.732168,-1.952742
406,19,154.8533,1.69731,-1.920042
406,19,155.0756,1.630511,-1.864068
406,19,155.2978,1.609301,-1.801274
406,19,155.52,1.627966,-1.724878
406,19,155.7422,1.672485,-1.606941
406,19,155.9644,1.733297,-1.477139
406,19,156.1867,1.739589,-1.379557
406,19,156.4089,1.66414,-1.305665
406,19,156.6311,1.499498,-1.246878
406,19,156.8533,1.28222,-1.184959
406,19,157.0756,1.137171,-1.11273
406,19,157.2978,0.9752495,-1.018835
406,19,157.52,0.8429456,-0.9456227
406,19,157.7422,0.6851616,-0.9210571
406,19,157.9644,0.5275788,-0.9278259
406,19,158.1867,0.3756978,-0.9616013
406,19,158.4089,0.2166578,-0.9760722
406,19,158.6311,0.008281495,-0.9722622
406,19,158.8533,-0.2007178,-0.9938158
406,19,159.0756,-0.3503693,-1.010733
406,19,159.2978,-0.5058219,-1.102261
406,19,159.52,-0.5973246,-1.204844
406,19,159.7422,-0.6951956,-1.277287
406,19,159.9644,-0.8292298,-1.35229
406,19,160.1867,-0.9536401,-1.459553
406,19,160.4089,-0.9924633,-1.613146
406,19,160.6311,-0.9347635,-1.815403
406,19,160.8533,-0.8695944,-2.026767
406,19,161.0756,-0.8464516,-2.202533
406,19,161.2978,-0.9042572,-2.381749
406,19,161.52,-0.9871677,-2.558077
406,19,161.7422,-1.007788,-2.687181
406,19,161.9644,-0.9797156,-2.838942
406,19,162.1867,-0.9858997,-2.953811
406,19,162.4089,-1.076855,-3.027041
406,19,162.6311,-1.308664,-3.054754
406,19,162.8533,-1.62437,-3.022404
406,19,163.0756,-1.812607,-3.003358
406,19,163.2978,-2.030288,-2.974234
406,19,163.52,-2.239444,-2.948859
406,19,163.7422,-2.423413,-2.843915
406,19,163.9644,-2.562912,-2.638836
406,19,164.1867,-2.639437,-2.356922
406,19,164.4089,-2.700474,-2.168279
406,19,164.6311,-2.78637,-1.978968
406,19,164.8533,-2.899362,-1.714751
406,19,165.0756,-2.918315,-1.477859
406,19,165.2978,-2.872396,-1.183945
406,19,165.52,-2.818967,-0.9217353
406,19,165.7422,-2.810581,-0.7259459
406,19,165.9644,-2.840643,-0.4665229
406,19,166.1867,-2.86659,-0.2175136
406,19,166.4089,-2.835808,0.008081427
406,19,166.6311,-2.735733,0.2526537
406,19,166.8533,-2.628741,0.5168731
406,19,167.0756,-2.563305,0.7194786
406,19,167.2978,-2.508943,0.9600366
406,19,167.52,-2.433594,1.147064
406,19,167.7422,-2.335668,1.298096
406,19,167.9644,-2.193569,1.450037
406,19,168.1867,-2.087101,1.582193
406,19,168.4089,-2.031312,1.701517
406,19,168.6311,-2.005368,1.849963
406,19,168.8533,-1.985885,1.966972
406,19,169.0756,-1.967116,2.031608
406,3,188.2311,1.783128,3.200151
406,3,188.4533,1.759147,3.197524
406,3,188.6756,1.75064,3.205323
406,3,188.8978,1.744524,3.225662
406,3,189.12,1.73839,3.237394
406,3,189.3422,1.743175,3.239568
406,3,189.5645,1.759009,3.222376
406,3,189.7867,1.725743,3.198808
406,3,190.0089,1.710469,3.227857
406,3,190.2311,1.688925,3.242596
406,3,190.4533,1.621201,3.263237
406,3,190.6756,1.518008,3.282102
406,3,190.8978,1.403613,3.255977
406,3,191.12,1.276557,3.171527
406,3,191.3422,1.128466,3.073726
406,3,191.5645,0.992864,3.028808
406,3,191.7867,0.8051659,3.018015
406,3,192.0089,0.6192186,3.00891
406,3,192.2311,0.4795806,2.954872
406,3,192.4533,0.3262942,2.886258
