ParticipantID,Order,TrialNumber,StartingObject,TargetObject,Status,Time
430,24,13,Telescope,Well,Success,11.01869
406,1,14,Telescope,Wheelbarrow,Success,24.44519
406,2,19,Well,Table,Success,17.41039
406,3,3,Piano,Mailbox,Success,14.47312
406,4,12,Trashcan,Table,Success,10.74485
406,5,6,Table,Chair,Success,10.81149
406,6,22,Mailbox,Bookshelf,Success,9.013088
406,7,23,Chair,Piano,Success,16.00758
406,8,7,Plant,Trashcan,Success,12.40525
406,9,1,Stove,Well,Success,10.00144
406,10,21,Mailbox,Trashcan,Success,8.92804
406,11,9,Bookshelf,Stove,Success,7.719433
406,12,2,Stove,Wheelbarrow,Success,14.18205
406,13,16,Wheelbarrow,Plant,Success,7.002584
406,14,11,Trashcan,Telescope,Success,12.99894
406,15,4,Piano,Harp,Success,6.541183
406,16,5,Table,Bookshelf,Success,5.738726
406,17,24,Chair,Trashcan,Success,5.378433
406,18,20,Well,Piano,Success,7.204887
406,19,10,Bookshelf,Plant,Success,8.982382
406,20,8,Plant,Harp,Success,6.752474
406,21,17,Harp,Stove,Success,10.06201
406,22,13,Telescope,Well,Success,8.734362
406,23,15,Wheelbarrow,Mailbox,Success,6.007008
406,24,18,Harp,Telescope,Success,8.019487
431,1,24,Chair,,Failure,30
431,2,21,Mailbox,Trashcan,Success,23.63484
431,3,16,Wheelbarrow,Plant,Success,20.29066
431,4,17,Harp,Stove,Success,19.79949
431,5,7,Plant,Trashcan,Success,16.94688
431,6,1,Stove,Well,Success,13.59343
431,7,18,Harp,Telescope,Success,16.12579
431,8,8,Plant,Harp,Success,9.618214
431,9,20,Well,Piano,Success,17.69942
431,10,2,Stove,Wheelbarrow,Success,10.82856
431,11,22,Mailbox,Bookshelf,Success,15.07142
431,12,9,Bookshelf,Stove,Success,13.50657
431,13,15,Wheelbarrow,Mailbox,Success,17.53584
431,14,13,Telescope,Well,Success,17.40598
431,15,6,Table,Chair,Success,12.70738
431,16,23,Chair,Piano,Success,16.79249
431,17,14,Telescope,Wheelbarrow,Success,11.99399
431,18,3,Piano,Mailbox,Success,18.10332
431,19,4,Piano,Harp,Success,13.27583
431,20,11,Trashcan,Telescope,Success,14.23645
431,21,5,Table,Bookshelf,Success,24.13445
431,22,19,Well,,Failure,30
431,23,10,Bookshelf,Plant,Success,19.47689
431,24,12,Trashcan,Table,Success,17.51198
432,1,8,Plant,Harp,Success,12.61647
432,2,9,Bookshelf,Stove,Success,8.678944
432,3,17,Harp,Stove,Success,13.71371
432,4,10,Bookshelf,Wheelbarrow,Failure,7.352057
432,5,3,Piano,Mailbox,Success,14.56978
432,6,14,Telescope,Wheelbarrow,Success,18.01333
432,7,20,Well,Piano,Success,26.49161
432,8,16,Wheelbarrow,Plant,Success,7.962133
432,9,22,Mailbox,Bookshelf,Success,11.83597
432,10,13,Telescope,,Failure,30
432,11,6,Table,Chair,Success,13.82856
432,12,12,Trashcan,Table,Success,10.04038
432,13,24,Chair,Trashcan,Success,17.81518
432,14,1,Stove,Well,Success,13.08915
432,15,19,Well,Table,Success,11.58167
432,16,2,Stove,Wheelbarrow,Success,10.33987
432,17,18,Harp,Telescope,Success,9.033962
432,18,7,Plant,Trashcan,Success,13.41225
432,19,15,Wheelbarrow,Mailbox,Success,5.671236
432,20,5,Table,Bookshelf,Success,6.364233
432,21,11,Trashcan,Telescope,Success,11.79466
432,22,23,Chair,Piano,Success,13.63445
432,23,4,Piano,Harp,Success,8.977732
432,24,21,Mailbox,Trashcan,Success,15.19808
407,1,4,Piano,Harp,Success,12.23884
407,2,14,Telescope,Wheelbarrow,Success,10.41596
407,3,1,Stove,Well,Success,8.272778
407,4,23,Chair,Piano,Success,7.566433
407,5,7,Plant,Trashcan,Success,7.774202
407,6,22,Mailbox,Bookshelf,Success,6.563648
407,7,18,Harp,Telescope,Success,5.586317
407,8,2,Stove,Wheelbarrow,Success,6.251801
407,9,20,Well,Piano,Success,6.907249
407,10,6,Table,Chair,Success,8.833317
407,11,8,Plant,Harp,Success,8.812698
407,12,21,Mailbox,Trashcan,Success,7.452034
407,13,10,Bookshelf,Plant,Success,12.52994
407,14,12,Trashcan,Table,Success,10.05253
407,15,24,Chair,Trashcan,Success,4.80699
407,16,17,Harp,Stove,Success,7.674484
407,17,15,Wheelbarrow,Mailbox,Success,5.802767
407,18,13,Telescope,Well,Success,7.007734
407,19,19,Well,Table,Success,7.972902
407,20,11,Trashcan,Telescope,Success,7.221992
407,21,3,Piano,Mailbox,Success,9.895451
407,22,5,Table,Bookshelf,Success,6.853931
407,23,9,Bookshelf,Stove,Success,6.369436
407,24,16,Wheelbarrow,Plant,Success,7.484102
408,1,15,Wheelbarrow,Mailbox,Success,7.973877
408,2,19,Well,Table,Success,11.52323
408,3,11,Trashcan,Telescope,Success,7.450371
408,4,6,Table,Chair,Success,10.10748
408,5,18,Harp,Telescope,Success,5.136999
408,6,16,Wheelbarrow,Plant,Success,5.396013
408,7,5,Table,Bookshelf,Success,4.791962
408,8,13,Telescope,Well,Success,6.311275
408,9,2,Stove,Wheelbarrow,Success,7.491926
408,10,23,Chair,Piano,Success,8.718512
408,11,12,Trashcan,Table,Success,5.974752
408,12,17,Harp,Stove,Success,7.826227
408,13,1,Stove,Well,Success,8.275074
408,14,3,Piano,Mailbox,Success,8.329473
408,15,7,Plant,Trashcan,Success,7.908802
408,16,21,Mailbox,Trashcan,Success,7.290796
408,17,10,Bookshelf,Plant,Success,7.630295
408,18,24,Chair,Trashcan,Success,6.052153
408,19,22,Mailbox,Bookshelf,Success,6.737093
408,20,9,Bookshelf,Stove,Success,6.369846
408,21,20,Well,Piano,Success,7.367645
408,22,14,Telescope,Wheelbarrow,Success,5.907574
408,23,4,Piano,Harp,Success,7.13843
408,24,8,Plant,Harp,Success,5.603617
409,1,9,Bookshelf,Bookshelf,Failure,20.88697
409,2,13,Telescope,Well,Success,28.09491
409,3,16,Wheelbarrow,Plant,Success,23.77666
409,4,15,Wheelbarrow,Mailbox,Success,21.08098
409,5,5,Table,Bookshelf,Success,20.9082
409,6,4,Piano,Harp,Success,21.52016
409,7,6,Table,Chair,Success,19.6186
409,8,22,Mailbox,Bookshelf,Success,10.33876
409,9,24,Chair,,Failure,30
409,10,20,Well,Piano,Success,19.52796
409,11,8,Plant,Harp,Success,8.676025
409,12,12,Trashcan,Table,Success,17.11917
409,13,11,Trashcan,,Failure,30
409,14,21,Mailbox,Trashcan,Success,12.52729
409,15,19,Well,Table,Success,15.36943
409,16,1,Stove,Well,Success,13.39398
409,17,17,Harp,Stove,Success,11.3548
409,18,2,Stove,Wheelbarrow,Success,8.906309
409,19,3,Piano,Mailbox,Success,12.06034
409,20,18,Harp,Telescope,Success,7.075005
409,21,7,Plant,Trashcan,Success,12.2946
409,22,23,Chair,Piano,Success,12.72705
409,23,14,Telescope,Wheelbarrow,Success,8.935167
409,24,10,Bookshelf,Plant,Success,9.828203
410,1,8,Plant,,Failure,30
410,2,7,Plant,Trashcan,Success,26.17657
410,3,17,Harp,Stove,Success,24.3065
410,4,18,Harp,,Failure,30
410,5,10,Bookshelf,Plant,Success,21.11233
410,6,14,Telescope,Wheelbarrow,Success,22.1339
410,7,4,Piano,Harp,Success,12.73726
410,8,12,Trashcan,Table,Success,16.70875
410,9,15,Wheelbarrow,Mailbox,Success,14.67685
410,10,1,Stove,Well,Success,16.14736
410,11,5,Table,Bookshelf,Success,11.23987
410,12,11,Trashcan,Telescope,Success,14.00701
410,13,2,Stove,Wheelbarrow,Success,6.623512
410,14,16,Wheelbarrow,Plant,Success,9.430304
410,15,20,Well,Piano,Success,11.16873
410,16,24,Chair,Trashcan,Success,16.64899
410,17,3,Piano,Mailbox,Success,12.21574
410,18,9,Bookshelf,Stove,Success,12.29416
410,19,13,Telescope,Well,Success,10.46429
410,20,23,Chair,Piano,Success,10.83339
410,21,19,Well,Table,Success,13.04999
410,22,22,Mailbox,Bookshelf,Success,8.789108
410,23,21,Mailbox,Trashcan,Success,21.23868
410,24,6,Table,Chair,Success,14.38281
411,1,21,Mailbox,Trashcan,Success,24.50064
411,2,23,Chair,Piano,Success,16.9252
411,3,3,Piano,Mailbox,Success,11.32771
411,4,11,Trashcan,Telescope,Success,13.44858
411,5,10,Bookshelf,Plant,Success,12.55031
411,6,24,Chair,Trashcan,Success,16.68178
411,7,19,Well,Table,Success,12.38391
411,8,9,Bookshelf,Stove,Success,6.840168
411,9,16,Wheelbarrow,Plant,Success,9.940351
411,10,1,Stove,Well,Success,12.47161
411,11,7,Plant,Trashcan,Success,19.82401
411,12,15,Wheelbarrow,Mailbox,Success,7.44178
411,13,22,Mailbox,Bookshelf,Success,9.60611
411,14,6,Table,Chair,Success,11.98359
411,15,20,Well,Piano,Success,10.8943
411,16,13,Telescope,Well,Success,8.551069
411,17,17,Harp,Stove,Success,10.17245
411,18,18,Harp,Telescope,Success,8.040396
411,19,4,Piano,Harp,Success,16.28033
411,20,5,Table,Bookshelf,Success,7.573156
411,21,12,Trashcan,Table,Success,8.096075
411,22,8,Plant,Harp,Success,7.91835
411,23,14,Telescope,Wheelbarrow,Success,7.063709
411,24,2,Stove,Wheelbarrow,Success,11.20552
412,1,13,Telescope,Well,Success,9.250677
412,2,11,Trashcan,Telescope,Success,8.462833
412,3,2,Stove,Wheelbarrow,Success,6.886271
412,4,19,Well,Table,Success,11.173
412,5,20,Well,Piano,Success,11.3841
412,6,12,Trashcan,Table,Success,8.096445
412,7,10,Bookshelf,Plant,Success,7.985123
412,8,7,Plant,Trashcan,Success,8.08395
412,9,21,Mailbox,Trashcan,Success,8.639576
412,10,22,Mailbox,Bookshelf,Success,8.817621
412,11,23,Chair,Piano,Success,8.451744
412,12,4,Piano,Harp,Success,6.696301
412,13,9,Bookshelf,Stove,Success,8.262712
412,14,1,Stove,Well,Success,16.04795
412,15,3,Piano,Mailbox,Success,10.12871
412,16,24,Chair,Trashcan,Success,7.519386
412,17,16,Wheelbarrow,Plant,Success,11.60557
412,18,5,Table,Bookshelf,Success,9.018082
412,19,14,Telescope,Wheelbarrow,Success,6.675371
412,20,15,Wheelbarrow,Mailbox,Success,11.528
412,21,18,Harp,Telescope,Success,9.972775
412,22,17,Harp,Stove,Success,9.373699
412,23,6,Table,Chair,Success,9.340235
412,24,8,Plant,Harp,Success,7.574631
433,1,24,Chair,Trashcan,Success,8.863619
433,2,6,Table,Chair,Success,16.66875
433,3,11,Trashcan,Telescope,Success,20.00127
433,4,18,Harp,Telescope,Success,13.61565
433,5,10,Bookshelf,Plant,Success,14.4598
433,6,17,Harp,Stove,Success,10.52777
433,7,21,Mailbox,Trashcan,Success,9.440681
433,8,20,Well,Piano,Success,7.473639
433,9,7,Plant,Trashcan,Success,8.562384
433,10,8,Plant,Harp,Success,14.60476
433,11,3,Piano,Mailbox,Success,9.384298
433,12,9,Bookshelf,Stove,Success,6.931196
433,13,12,Trashcan,Table,Success,9.406601
433,14,13,Telescope,Well,Success,10.03903
433,15,1,Stove,Well,Success,11.29549
433,16,2,Stove,Wheelbarrow,Success,5.885984
433,17,22,Mailbox,Bookshelf,Success,11.3492
433,18,16,Wheelbarrow,Plant,Success,7.463869
433,19,19,Well,Table,Success,9.728317
433,20,15,Wheelbarrow,Mailbox,Success,4.942436
433,21,23,Chair,Piano,Success,8.096264
433,22,14,Telescope,Wheelbarrow,Success,16.09238
433,23,5,Table,Bookshelf,Success,6.163416
433,24,4,Piano,Harp,Success,12.62684
435,1,17,Harp,Stove,Success,19.29101
435,2,15,Wheelbarrow,Mailbox,Success,23.35597
435,3,21,Mailbox,Trashcan,Success,8.152563
435,4,2,Stove,Wheelbarrow,Success,26.477
435,5,7,Plant,Trashcan,Success,11.73923
435,6,22,Mailbox,Bookshelf,Success,8.286081
435,7,4,Piano,Harp,Success,9.062895
435,8,8,Plant,Harp,Success,6.974886
435,9,24,Chair,Trashcan,Success,14.35958
435,10,23,Chair,Piano,Success,16.00288
435,11,6,Table,,Failure,30
435,12,3,Piano,Mailbox,Success,14.42645
435,13,16,Wheelbarrow,Plant,Success,9.051352
435,14,9,Bookshelf,Stove,Success,15.48165
435,15,19,Well,Table,Success,8.895151
435,16,13,Telescope,Well,Success,11.70487
435,17,18,Harp,Telescope,Success,8.596449
435,18,1,Stove,Well,Success,13.22743
435,19,11,Trashcan,Telescope,Success,15.38101
435,20,12,Trashcan,Table,Success,21.67899
435,21,10,Bookshelf,Plant,Success,15.14834
435,22,14,Telescope,Wheelbarrow,Success,12.08327
435,23,20,Well,Piano,Success,17.05805
435,24,5,Table,Bookshelf,Success,8.707096
436,1,22,Mailbox,Bookshelf,Success,23.47769
436,2,6,Table,,Failure,30
436,3,16,Wheelbarrow,,Failure,30
436,4,21,Mailbox,Trashcan,Success,23.31074
436,5,5,Table,Bookshelf,Success,16.21489
436,6,7,Plant,Trashcan,Success,22.22271
436,7,20,Well,,Failure,30
436,8,18,Harp,,Failure,30
436,9,10,Bookshelf,Plant,Success,10.84931
436,10,12,Trashcan,Table,Success,27.242
436,11,23,Chair,Piano,Success,19.75801
436,12,14,Telescope,Wheelbarrow,Success,26.34249
436,13,2,Stove,Wheelbarrow,Success,20.7679
436,14,24,Chair,,Failure,30
436,15,15,Wheelbarrow,Trashcan,Failure,23.63308
436,16,13,Telescope,Well,Success,25.20918
436,17,8,Plant,Harp,Success,10.21699
436,18,4,Piano,Harp,Success,16.93681
436,19,1,Stove,Well,Success,13.76109
436,20,19,Well,Table,Success,17.11413
436,21,11,Trashcan,Telescope,Success,12.96087
436,22,3,Piano,,Failure,30
436,23,17,Harp,Stove,Success,14.42623
436,24,9,Bookshelf,Stove,Success,7.874559
437,1,16,Wheelbarrow,Plant,Success,10.82784
437,2,21,Mailbox,Trashcan,Success,10.80684
437,3,11,Trashcan,Telescope,Success,11.00615
437,4,7,Plant,Trashcan,Success,8.984547
437,5,9,Bookshelf,Stove,Success,6.152664
437,6,18,Harp,Telescope,Success,6.562914
437,7,22,Mailbox,Bookshelf,Success,10.25081
437,8,2,Stove,Wheelbarrow,Success,17.22477
437,9,4,Piano,Harp,Success,11.26113
437,10,15,Wheelbarrow,Mailbox,Success,12.96022
437,11,12,Trashcan,Table,Success,15.22597
437,12,20,Well,Piano,Success,14.19286
437,13,6,Table,Chair,Success,10.73954
437,14,19,Well,Table,Success,20.40174
437,15,13,Telescope,Well,Success,24.39876
437,16,23,Chair,Piano,Success,12.98238
437,17,10,Bookshelf,Plant,Success,8.084812
437,18,14,Telescope,Wheelbarrow,Success,22.93293
437,19,3,Piano,Mailbox,Success,10.63971
437,20,8,Plant,Harp,Success,9.628206
437,21,17,Harp,Stove,Success,6.896862
437,22,5,Table,Bookshelf,Success,6.48608
437,23,1,Stove,Well,Success,8.751915
437,24,24,Chair,Trashcan,Success,15.96468
413,1,17,Harp,Stove,Success,14.60475
413,2,10,Bookshelf,Plant,Success,13.3484
413,3,2,Stove,Wheelbarrow,Success,14.66004
413,4,16,Wheelbarrow,Plant,Success,7.89715
413,5,6,Table,Chair,Success,9.673347
413,6,15,Wheelbarrow,Mailbox,Success,5.5305
413,7,21,Mailbox,Trashcan,Success,10.78328
413,8,20,Well,Piano,Success,17.66917
413,9,3,Piano,Mailbox,Success,10.85061
413,10,8,Plant,Harp,Success,8.861805
413,11,24,Chair,Trashcan,Success,6.142464
413,12,14,Telescope,Wheelbarrow,Success,7.418905
413,13,11,Trashcan,Telescope,Success,8.973793
413,14,12,Trashcan,Table,Success,6.873821
413,15,13,Telescope,Well,Success,7.218182
413,16,5,Table,Bookshelf,Success,5.363636
413,17,4,Piano,Harp,Success,7.417841
413,18,18,Harp,Telescope,Success,8.673767
413,19,7,Plant,Trashcan,Success,16.30373
413,20,1,Stove,Well,Success,10.42834
413,21,23,Chair,Piano,Success,9.661638
413,22,19,Well,Table,Success,7.762791
413,23,9,Bookshelf,Stove,Success,6.952383
413,24,22,Mailbox,Bookshelf,Success,7.918802
414,1,11,Trashcan,Telescope,Success,12.66106
414,2,4,Piano,Harp,Success,11.10475
414,3,7,Plant,Trashcan,Success,11.82732
414,4,14,Telescope,,Failure,30
414,5,13,Telescope,Well,Success,11.5946
414,6,22,Mailbox,Bookshelf,Success,14.43739
414,7,20,Well,Piano,Success,8.440964
414,8,10,Bookshelf,Plant,Success,11.05063
414,9,12,Trashcan,Table,Success,10.50599
