ParticipantID,Order,TrialNumber,StartingObject,TargetObject,Status,Time
414,10,6,Table,Chair,Success,7.063511
414,11,2,Stove,Wheelbarrow,Success,12.83815
414,12,3,Piano,,Failure,30
414,13,15,Wheelbarrow,Mailbox,Success,18.19213
414,14,18,Harp,Telescope,Success,7.929371
414,15,1,Stove,Well,Success,27.85377
414,16,8,Plant,Harp,Success,12.80517
414,17,21,Mailbox,Trashcan,Success,11.97287
414,18,5,Table,Bookshelf,Success,9.706802
414,19,9,Bookshelf,Stove,Success,6.997379
414,20,24,Chair,Trashcan,Success,8.195259
414,21,17,Harp,Stove,Success,6.385338
414,22,19,Well,Table,Success,9.195541
414,23,16,Wheelbarrow,Plant,Success,8.851315
414,24,23,Chair,Piano,Success,9.537487
438,1,14,Telescope,,Failure,30
438,2,2,Stove,,Failure,30
438,3,23,Chair,Piano,Success,16.70311
438,4,24,Chair,Trashcan,Success,8.229307
438,5,19,Well,Table,Success,18.3582
438,6,12,Trashcan,Table,Success,22.68959
438,7,15,Wheelbarrow,Mailbox,Success,13.44786
438,8,20,Well,Piano,Success,14.5584
438,9,17,Harp,,Failure,30
438,10,6,Table,Chair,Success,15.64857
438,11,10,Bookshelf,Plant,Success,15.74847
438,12,8,Plant,,Failure,30
438,13,11,Trashcan,Telescope,Success,14.68152
438,14,1,Stove,Well,Success,15.69309
438,15,13,Telescope,Well,Success,9.895512
438,16,21,Mailbox,Trashcan,Success,11.43954
438,17,22,Mailbox,Bookshelf,Success,12.97159
438,18,16,Wheelbarrow,Plant,Success,12.37197
438,19,3,Piano,Mailbox,Success,14.26015
438,20,7,Plant,Trashcan,Success,17.06123
438,21,5,Table,Bookshelf,Success,11.79509
438,22,18,Harp,Telescope,Success,18.05773
438,23,4,Piano,,Failure,30
438,24,9,Bookshelf,Stove,Success,20.54576
439,1,10,Bookshelf,Plant,Success,13.027
439,2,4,Piano,Harp,Success,7.597128
439,3,20,Well,Piano,Success,8.973478
439,4,3,Piano,Mailbox,Success,8.16238
439,5,8,Plant,Harp,Success,8.163635
439,6,2,Stove,Wheelbarrow,Success,9.739319
439,7,1,Stove,Well,Success,8.639803
439,8,5,Table,Bookshelf,Success,8.074236
439,9,24,Chair,Trashcan,Success,12.64452
439,10,17,Harp,Stove,Success,9.995424
439,11,14,Telescope,Wheelbarrow,Success,5.87499
439,12,19,Well,Table,Success,11.62714
439,13,12,Trashcan,Table,Success,8.44125
439,14,21,Mailbox,Trashcan,Success,7.541531
439,15,6,Table,Chair,Success,9.351744
439,16,22,Mailbox,Bookshelf,Success,6.419107
439,17,18,Harp,Telescope,Success,17.126
439,18,11,Trashcan,Telescope,Success,9.318325
439,19,23,Chair,Piano,Success,7.430071
439,20,7,Plant,Trashcan,Success,8.562366
439,21,16,Wheelbarrow,Plant,Success,5.808535
439,22,13,Telescope,Well,Success,6.763645
439,23,15,Wheelbarrow,Mailbox,Success,9.650766
439,24,9,Bookshelf,Stove,Success,6.374994
415,1,23,Chair,Piano,Success,13.60575
415,2,11,Trashcan,Telescope,Success,13.29379
415,3,19,Well,Table,Success,13.1942
415,4,22,Mailbox,Bookshelf,Success,13.1395
415,5,15,Wheelbarrow,,Failure,30
415,6,9,Bookshelf,Stove,Success,8.229565
415,7,24,Chair,Trashcan,Success,11.89373
415,8,18,Harp,Telescope,Success,8.040836
415,9,13,Telescope,Well,Success,7.953012
415,10,14,Telescope,Wheelbarrow,Success,8.595659
415,11,16,Wheelbarrow,Plant,Success,8.629538
415,12,2,Stove,Wheelbarrow,Success,7.273939
415,13,5,Table,Bookshelf,Success,5.874352
415,14,4,Piano,Harp,Success,11.20545
415,15,21,Mailbox,Trashcan,Success,9.429485
415,16,20,Well,Piano,Success,8.274054
415,17,12,Trashcan,Table,Success,6.986137
415,18,10,Bookshelf,Plant,Success,13.81543
415,19,6,Table,Chair,Success,10.12811
415,20,3,Piano,Mailbox,Success,22.15615
415,21,17,Harp,Stove,Success,10.67199
415,22,8,Plant,Harp,Success,9.750622
415,23,7,Plant,Trashcan,Success,11.74995
415,24,1,Stove,Well,Success,11.10633
416,1,15,Wheelbarrow,Mailbox,Success,25.19881
416,2,16,Wheelbarrow,Plant,Success,8.83976
416,3,17,Harp,Stove,Success,16.35796
416,4,13,Telescope,Well,Success,12.06109
416,5,1,Stove,Well,Success,10.41746
416,6,24,Chair,Trashcan,Success,8.429485
416,7,14,Telescope,Wheelbarrow,Success,10.30686
416,8,5,Table,Bookshelf,Success,10.65082
416,9,10,Bookshelf,Plant,Success,9.017664
416,10,11,Trashcan,Telescope,Success,12.90528
416,11,9,Bookshelf,Stove,Success,8.306799
416,12,19,Well,Table,Success,13.72748
416,13,8,Plant,Harp,Success,7.88575
416,14,7,Plant,Trashcan,Success,11.42739
416,15,22,Mailbox,Bookshelf,Success,8.295282
416,16,6,Table,Chair,Success,10.43917
416,17,4,Piano,Harp,Success,10.38378
416,18,3,Piano,Mailbox,Success,11.96159
416,19,21,Mailbox,Trashcan,Success,9.318253
416,20,20,Well,Piano,Success,13.761
416,21,18,Harp,Telescope,Success,9.073408
416,22,2,Stove,Wheelbarrow,Success,15.00487
416,23,23,Chair,Piano,Success,10.66184
416,24,12,Trashcan,Table,Success,16.68215
417,1,3,Piano,,Failure,30
417,2,20,Well,Piano,Success,19.42447
417,3,1,Stove,Well,Success,11.97311
417,4,18,Harp,Telescope,Success,13.5828
417,5,22,Mailbox,Bookshelf,Success,13.64991
417,6,19,Well,Table,Success,13.27197
417,7,7,Plant,Trashcan,Success,10.70599
417,8,12,Trashcan,Table,Success,9.45129
417,9,21,Mailbox,Trashcan,Success,12.76101
417,10,10,Bookshelf,Plant,Success,14.20502
417,11,2,Stove,Wheelbarrow,Success,6.152292
417,12,23,Chair,Piano,Success,12.51701
417,13,17,Harp,Stove,Success,23.13339
417,14,11,Trashcan,Telescope,Success,11.09492
417,15,9,Bookshelf,Stove,Success,9.028196
417,16,6,Table,Chair,Success,13.71567
417,17,13,Telescope,Well,Success,5.963531
417,18,5,Table,Bookshelf,Success,6.475077
417,19,14,Telescope,Wheelbarrow,Success,5.619093
417,20,15,Wheelbarrow,Mailbox,Success,10.68388
417,21,24,Chair,Trashcan,Success,5.707764
417,22,8,Plant,Harp,Success,6.108667
417,23,4,Piano,Harp,Success,14.55895
417,24,16,Wheelbarrow,Plant,Success,14.34918
418,1,12,Trashcan,,Failure,30
418,2,11,Trashcan,Telescope,Success,15.51561
418,3,24,Chair,Trashcan,Success,15.74802
418,4,14,Telescope,Wheelbarrow,Success,15.70428
418,5,7,Plant,Trashcan,Success,13.61642
418,6,21,Mailbox,Trashcan,Success,13.32719
418,7,17,Harp,Stove,Success,14.34966
418,8,13,Telescope,Well,Success,10.83888
418,9,2,Stove,Wheelbarrow,Success,13.39474
418,10,15,Wheelbarrow,Mailbox,Success,10.50652
418,11,1,Stove,Wheelbarrow,Failure,24.16492
418,12,23,Chair,Piano,Success,14.08265
418,13,10,Bookshelf,Plant,Success,7.995947
418,14,19,Well,Table,Success,14.72607
418,15,8,Plant,Harp,Success,15.02606
418,16,22,Mailbox,Bookshelf,Success,11.19543
418,17,6,Table,Chair,Success,9.429131
418,18,9,Bookshelf,Stove,Success,13.42747
418,19,16,Wheelbarrow,Plant,Success,17.03688
418,20,18,Harp,Telescope,Success,14.01636
418,21,5,Table,Bookshelf,Success,6.252769
418,22,20,Well,Piano,Success,19.91213
418,23,3,Piano,Mailbox,Success,13.83747
418,24,4,Piano,Harp,Success,14.23726
440,1,15,Wheelbarrow,Mailbox,Success,13.27133
440,2,24,Chair,Trashcan,Success,19.26678
440,3,13,Telescope,Well,Success,16.84778
440,4,11,Trashcan,Telescope,Success,20.18774
440,5,9,Bookshelf,Stove,Success,20.49017
440,6,19,Well,Table,Success,16.33768
440,7,8,Plant,Harp,Success,8.730146
440,8,14,Telescope,Wheelbarrow,Success,10.10755
440,9,16,Wheelbarrow,Plant,Success,10.41696
440,10,6,Table,Chair,Success,10.47266
440,11,10,Bookshelf,Plant,Success,8.584698
440,12,21,Mailbox,Trashcan,Success,18.15366
440,13,4,Piano,Harp,Success,18.75788
440,14,12,Trashcan,Table,Success,12.29421
440,15,22,Mailbox,Bookshelf,Success,13.37229
440,16,7,Plant,Trashcan,Success,15.19507
440,17,17,Harp,Stove,Success,11.63851
440,18,1,Stove,Well,Success,11.96163
440,19,5,Table,Bookshelf,Success,29.56295
440,20,23,Chair,Piano,Success,19.43459
440,21,2,Stove,Wheelbarrow,Success,10.1517
440,22,3,Piano,Mailbox,Success,15.13421
440,23,20,Well,Piano,Success,9.539925
440,24,18,Harp,Telescope,Success,17.50324
442,1,8,Plant,Harp,Success,10.51702
442,2,9,Bookshelf,Stove,Success,11.12719
442,3,15,Wheelbarrow,Mailbox,Success,24.70986
442,4,23,Chair,Piano,Success,19.89106
442,5,24,Chair,,Failure,30
442,6,14,Telescope,Wheelbarrow,Success,13.09354
442,7,5,Table,Bookshelf,Success,15.08176
442,8,17,Harp,,Failure,30
442,9,16,Wheelbarrow,Plant,Success,23.45633
442,10,18,Harp,Telescope,Success,19.20297
442,11,1,Stove,Well,Success,18.20372
442,12,12,Trashcan,Table,Success,22.21165
442,13,22,Mailbox,Bookshelf,Success,15.06013
442,14,21,Mailbox,Trashcan,Success,10.72853
442,15,7,Plant,Trashcan,Success,12.18285
442,16,2,Stove,,Failure,30
442,17,11,Trashcan,Telescope,Success,14.13692
442,18,10,Bookshelf,Plant,Success,16.25879
442,19,20,Well,Piano,Success,14.49348
442,20,19,Well,,Failure,30
442,21,4,Piano,Harp,Success,13.31539
442,22,3,Piano,Mailbox,Success,20.50201
442,23,13,Telescope,Well,Success,10.06092
442,24,6,Table,Chair,Success,17.99161
419,1,12,Trashcan,Table,Success,10.89481
419,2,4,Piano,Harp,Success,9.719007
419,3,1,Stove,Well,Success,12.32848
419,4,13,Telescope,Well,Success,9.351151
419,5,15,Wheelbarrow,Mailbox,Success,7.497026
419,6,10,Bookshelf,Plant,Success,9.295382
419,7,20,Well,Piano,Success,8.351185
419,8,5,Table,Bookshelf,Success,6.118601
419,9,23,Chair,Piano,Success,12.45713
419,10,7,Plant,Trashcan,Success,9.951084
419,11,3,Piano,Mailbox,Success,13.02649
419,12,22,Mailbox,Bookshelf,Success,10.0286
419,13,16,Wheelbarrow,Plant,Success,6.463522
419,14,18,Harp,Telescope,Success,11.47211
419,15,19,Well,Table,Success,11.45052
419,16,2,Stove,Wheelbarrow,Success,7.87496
419,17,11,Trashcan,Telescope,Success,9.051115
419,18,21,Mailbox,Trashcan,Success,10.71605
419,19,9,Bookshelf,Stove,Success,8.718124
419,20,6,Table,Chair,Success,11.88319
419,21,14,Telescope,Wheelbarrow,Success,8.540909
419,22,8,Plant,Harp,Success,7.762777
419,23,24,Chair,Trashcan,Success,7.363234
419,24,17,Harp,Stove,Success,13.91607
420,1,4,Piano,Harp,Success,27.60943
420,2,18,Harp,Telescope,Success,29.53112
420,3,3,Piano,Mailbox,Success,9.185053
420,4,1,Stove,Well,Success,12.29461
420,5,9,Bookshelf,Stove,Success,14.03748
420,6,16,Wheelbarrow,Plant,Success,12.43844
420,7,8,Plant,Harp,Success,7.829374
420,8,2,Stove,Wheelbarrow,Success,26.90923
420,9,5,Table,Bookshelf,Success,10.15112
420,10,6,Table,Chair,Success,13.87241
420,11,12,Trashcan,Table,Success,12.06074
420,12,20,Well,Piano,Success,12.58259
420,13,11,Trashcan,Telescope,Success,17.71306
420,14,15,Wheelbarrow,Mailbox,Success,11.11604
420,15,21,Mailbox,Trashcan,Success,13.08305
420,16,19,Well,Table,Success,11.39573
420,17,14,Telescope,Wheelbarrow,Success,23.57804
420,18,22,Mailbox,Bookshelf,Success,8.585144
420,19,17,Harp,Stove,Success,8.574587
420,20,13,Telescope,Well,Success,7.929586
420,21,10,Bookshelf,Plant,Success,6.241819
420,22,23,Chair,Piano,Success,6.663996
420,23,24,Chair,Trashcan,Success,12.67258
420,24,7,Plant,Trashcan,Success,6.175161
443,1,10,Bookshelf,Plant,Success,14.99264
443,2,24,Chair,Trashcan,Success,29.15675
443,3,20,Well,Piano,Success,14.76049
443,4,15,Wheelbarrow,Mailbox,Success,9.295942
443,5,2,Stove,,Failure,30
443,6,23,Chair,Piano,Success,13.19432
443,7,14,Telescope,Wheelbarrow,Success,13.39241
443,8,1,Stove,Well,Success,14.60347
443,9,13,Telescope,Well,Success,11.61646
443,10,5,Table,Bookshelf,Success,13.54926
443,11,17,Harp,Stove,Success,9.64011
443,12,6,Table,Chair,Success,8.752373
443,13,16,Wheelbarrow,Plant,Success,12.12791
443,14,18,Harp,Telescope,Success,12.90596
443,15,8,Plant,Harp,Success,14.57075
443,16,11,Trashcan,Telescope,Success,8.372847
443,17,9,Bookshelf,Stove,Success,6.331358
443,18,7,Plant,Trashcan,Success,9.985548
443,19,12,Trashcan,Table,Success,22.70002
443,20,19,Well,Table,Success,21.535
443,21,21,Mailbox,Trashcan,Success,11.96162
443,22,22,Mailbox,Bookshelf,Success,8.773933
443,23,3,Piano,Mailbox,Success,11.99429
443,24,4,Piano,Harp,Success,25.6992
444,1,22,Mailbox,Mailbox,Failure,9.814632
444,2,4,Piano,Harp,Success,26.08744
444,3,8,Plant,Harp,Success,13.05056
444,4,3,Piano,Mailbox,Success,13.10532
444,5,14,Telescope,Wheelbarrow,Success,12.52742
444,6,21,Mailbox,Trashcan,Success,18.11356
444,7,7,Plant,Trashcan,Success,8.796251
444,8,15,Wheelbarrow,Mailbox,Success,12.23856
444,9,11,Trashcan,Telescope,Success,7.851357
444,10,10,Bookshelf,Plant,Success,9.784155
444,11,18,Harp,Telescope,Success,9.218151
444,12,24,Chair,Trashcan,Success,12.82954
444,13,13,Telescope,Well,Success,8.218824
444,14,23,Chair,Piano,Success,12.13879
444,15,2,Stove,Wheelbarrow,Success,6.243113
444,16,5,Table,Bookshelf,Success,7.053186
444,17,17,Harp,Stove,Success,9.893465
444,18,19,Well,Table,Success,24.61156
444,19,1,Stove,Well,Success,9.040934
444,20,12,Trashcan,Table,Success,23.85537
444,21,9,Bookshelf,Stove,Success,7.140413
444,22,6,Table,Chair,Success,11.42835
444,23,16,Wheelbarrow,Plant,Success,18.15662
444,24,20,Well,Plant,Failure,22.56641
445,1,16,Wheelbarrow,,Failure,30
445,2,17,Harp,Stove,Success,19.10109
445,3,18,Harp,Telescope,Success,19.92381
445,4,19,Well,Table,Success,21.68991
445,5,9,Bookshelf,Stove,Success,11.34897
445,6,10,Bookshelf,,Failure,30
445,7,20,Well,Piano,Success,14.80338
445,8,12,Trashcan,Table,Success,12.88336
445,9,15,Wheelbarrow,Mailbox,Success,18.77962
445,10,14,Telescope,,Failure,30
445,11,3,Piano,Mailbox,Success,14.02691
445,12,11,Trashcan,Telescope,Success,11.60528
445,13,21,Mailbox,Trashcan,Success,23.34511
445,14,4,Piano,Harp,Success,27.38686
445,15,1,Stove,Well,Success,16.92556
445,16,22,Mailbox,Bookshelf,Success,24.34175
445,17,5,Table,Bookshelf,Success,9.684441
445,18,8,Plant,Harp,Success,8.196371
445,19,13,Telescope,Well,Success,19.40161
445,20,2,Stove,Wheelbarrow,Success,10.18423
445,21,24,Chair,,Failure,30
445,22,23,Chair,Piano,Success,11.03841
445,23,6,Table,Chair,Success,23.37733
445,24,7,Plant,Trashcan,Success,12.18325
446,1,4,Piano,,Failure,30
446,2,19,Well,,Failure,30
446,3,8,Plant,Harp,Success,14.40457
446,4,12,Trashcan,Table,Success,17.11464
446,5,13,Telescope,Well,Success,6.064043
446,6,15,Wheelbarrow,Mailbox,Success,4.820803
446,7,18,Harp,Telescope,Success,8.507008
446,8,10,Bookshelf,Plant,Success,8.362823
446,9,14,Telescope,Wheelbarrow,Success,11.41622
446,10,2,Stove,Wheelbarrow,Success,9.772888
446,11,16,Wheelbarrow,Plant,Success,6.274418
446,12,23,Chair,Piano,Success,7.873375
446,13,9,Bookshelf,Stove,Success,9.562004
446,14,11,Trashcan,Telescope,Success,6.97451
446,15,24,Chair,Trashcan,Success,5.528713
446,16,22,Mailbox,Bookshelf,Success,8.506311
446,17,5,Table,Bookshelf,Success,5.019796
446,18,7,Plant,Trashcan,Success,7.896467
446,19,21,Mailbox,Trashcan,Success,7.307457
446,20,6,Table,Chair,Success,7.896399
446,21,1,Stove,Well,Success,9.429031
446,22,3,Piano,Mailbox,Success,7.918524
446,23,20,Well,Piano,Success,8.884155
446,24,17,Harp,Stove,Success,6.918718
421,1,11,Trashcan,Telescope,Success,25.25505
421,2,8,Plant,Harp,Success,6.275799
421,3,18,Harp,Telescope,Success,6.717894
421,4,21,Mailbox,Trashcan,Success,8.929226
421,5,9,Bookshelf,Stove,Success,6.730061
421,6,22,Mailbox,Bookshelf,Success,6.974083
421,7,1,Stove,Well,Success,7.973831
421,8,24,Chair,Trashcan,Success,5.752045
421,9,14,Telescope,Wheelbarrow,Success,6.685711
421,10,10,Bookshelf,Plant,Success,7.340935
421,11,4,Piano,Harp,Success,7.184946
421,12,19,Well,Table,Success,7.408508
421,13,3,Piano,Mailbox,Success,9.46228
421,14,6,Table,Chair,Success,8.185163
421,15,5,Table,Bookshelf,Success,5.308449
421,16,13,Telescope,Well,Success,7.329786
421,17,7,Plant,Trashcan,Success,9.551804
421,18,2,Stove,Wheelbarrow,Success,8.939625
421,19,12,Trashcan,Table,Success,6.341312
421,20,15,Wheelbarrow,Mailbox,Success,10.47281
421,21,16,Wheelbarrow,Plant,Success,9.450552
421,22,20,Well,Piano,Success,7.229723
421,23,17,Harp,Stove,Success,10.29597
421,24,23,Chair,Piano,Success,7.995468
447,1,18,Harp,,Failure,30
447,2,9,Bookshelf,Stove,Success,29.38646
447,3,7,Plant,Trashcan,Success,15.64842
447,4,2,Stove,Wheelbarrow,Success,7.575132
447,5,15,Wheelbarrow,Mailbox,Success,15.8375
447,6,22,Mailbox,,Failure,30
447,7,21,Mailbox,Trashcan,Success,17.00295
447,8,16,Wheelbarrow,Plant,Success,7.317728
447,9,24,Chair,Trashcan,Success,5.463949
447,10,8,Plant,Harp,Success,11.38376
447,11,11,Trashcan,Telescope,Success,14.58047
447,12,17,Harp,Stove,Success,10.66166
447,13,6,Table,Chair,Success,22.3443
447,14,20,Well,Piano,Success,16.23763
447,15,5,Table,Bookshelf,Success,29.51937
447,16,19,Well,Table,Success,25.53333
447,17,3,Piano,Mailbox,Success,12.30562
447,18,4,Piano,,Failure,30
447,19,23,Chair,Piano,Success,10.01706
447,20,13,Telescope,Well,Success,9.462507
447,21,12,Trashcan,Table,Success,14.81524
447,22,1,Stove,Well,Success,14.6276
447,23,14,Telescope,,Failure,30
447,24,10,Bookshelf,Piano,Failure,20.3798
422,1,6,Table,Chair,Success,13.91473
422,2,21,Mailbox,Trashcan,Success,11.22727
422,3,15,Wheelbarrow,Mailbox,Success,5.464123
422,4,20,Well,Piano,Success,10.25076
422,5,18,Harp,Telescope,Success,7.518671
422,6,9,Bookshelf,Stove,Success,7.896172
422,7,13,Telescope,Well,Success,8.441164
422,8,22,Mailbox,Bookshelf,Success,9.940529
422,9,7,Plant,Trashcan,Success,11.58343
422,10,5,Table,Bookshelf,Success,7.764126
422,11,1,Stove,Well,Success,10.99453
422,12,24,Chair,Trashcan,Success,7.751457
422,13,3,Piano,Mailbox,Success,10.47209
422,14,11,Trashcan,Telescope,Success,8.063387
422,15,12,Trashcan,Table,Success,8.196589
422,16,17,Harp,Stove,Success,8.507008
422,17,2,Stove,Wheelbarrow,Success,6.519409
422,18,23,Chair,Piano,Success,7.974297
422,19,14,Telescope,Wheelbarrow,Success,6.81889
422,20,8,Plant,Harp,Success,8.551588
422,21,4,Piano,Harp,Success,7.073782
422,22,10,Bookshelf,Plant,Success,8.15122
422,23,16,Wheelbarrow,Plant,Success,5.31982
422,24,19,Well,Table,Success,9.31847
448,1,9,Bookshelf,Stove,Success,15.35794
448,2,24,Chair,Trashcan,Success,10.35145
448,3,11,Trashcan,Telescope,Success,23.27782
448,4,8,Plant,Harp,Success,29.61815
448,5,18,Harp,Telescope,Success,9.395969
448,6,19,Well,Table,Success,23.93355
448,7,6,Table,Chair,Success,21.15696
448,8,4,Piano,Harp,Success,12.20508
448,9,21,Mailbox,Trashcan,Success,17.95905
448,10,10,Bookshelf,Plant,Success,15.71482
448,11,7,Plant,Trashcan,Success,16.21476
448,12,12,Trashcan,Table,Success,15.80417
448,13,15,Wheelbarrow,Mailbox,Success,9.895357
448,14,5,Table,Bookshelf,Success,9.039118
448,15,3,Piano,Mailbox,Success,14.88215
448,16,16,Wheelbarrow,Plant,Success,9.840126
448,17,22,Mailbox,Bookshelf,Success,10.45045
448,18,20,Well,Piano,Success,15.10428
448,19,1,Stove,Well,Success,13.70362
448,20,13,Telescope,Well,Success,17.32518
448,21,14,Telescope,Wheelbarrow,Success,13.75002
448,22,23,Chair,Piano,Success,12.63816
448,23,17,Harp,Stove,Success,9.705648
448,24,2,Stove,Wheelbarrow,Success,10.73943
423,1,14,Telescope,Wheelbarrow,Success,29.26346
423,2,13,Telescope,Well,Success,15.04935
423,3,24,Chair,Trashcan,Success,13.88309
423,4,10,Bookshelf,Plant,Success,15.26911
423,5,20,Well,Piano,Success,16.52599
423,6,22,Mailbox,Bookshelf,Success,15.25931
423,7,11,Trashcan,Telescope,Success,13.63815
423,8,18,Harp,Telescope,Success,18.73563
423,9,3,Piano,,Failure,30
423,10,6,Table,Chair,Success,14.55951
423,11,5,Table,Bookshelf,Success,13.50466
423,12,16,Wheelbarrow,Plant,Success,11.45129
423,13,19,Well,Table,Success,15.61596
423,14,17,Harp,Stove,Success,15.20354
423,15,4,Piano,Harp,Success,11.27098
423,16,15,Wheelbarrow,Mailbox,Success,8.374411
423,17,8,Plant,Harp,Success,10.62977
423,18,9,Bookshelf,Stove,Success,11.49413
423,19,1,Stove,Well,Success,13.92814
423,20,2,Stove,Wheelbarrow,Success,13.41591
423,21,21,Mailbox,Trashcan,Success,14.65983
423,22,7,Plant,Trashcan,Success,14.49391
423,23,23,Chair,Piano,Success,15.24847
423,24,12,Trashcan,Table,Success,12.71595
424,1,1,Stove,Well,Success,14.03821
424,2,23,Chair,Piano,Success,9.728714
424,3,14,Telescope,Wheelbarrow,Success,8.528215
424,4,15,Wheelbarrow,Mailbox,Success,7.475149
424,5,22,Mailbox,Bookshelf,Success,10.69522
424,6,19,Well,Table,Success,8.251402
424,7,5,Table,Bookshelf,Success,5.386763
424,8,8,Plant,Harp,Success,8.763075
424,9,12,Trashcan,Table,Success,7.863541
424,10,16,Wheelbarrow,Plant,Success,10.36143
424,11,20,Well,Piano,Success,6.773613
424,12,2,Stove,Wheelbarrow,Success,6.798365
424,13,3,Piano,Mailbox,Success,8.895351
424,14,6,Table,Chair,Success,9.706903
424,15,9,Bookshelf,Stove,Success,7.984783
424,16,21,Mailbox,Trashcan,Success,8.505966
424,17,11,Trashcan,Telescope,Success,6.896481
424,18,18,Harp,Telescope,Success,5.707773
424,19,10,Bookshelf,Plant,Success,7.529987
424,20,13,Telescope,Well,Success,6.973989
424,21,17,Harp,Stove,Success,8.729856
424,22,7,Plant,Trashcan,Success,8.418217
424,23,24,Chair,Trashcan,Success,6.440409
424,24,4,Piano,Harp,Success,9.15131
449,1,19,Well,Table,Success,14.96021
449,2,1,Stove,Well,Success,16.8595
449,3,18,Harp,Telescope,Success,11.36267
449,4,9,Bookshelf,Stove,Success,7.784941
449,5,23,Chair,Piano,Success,8.395733
449,6,13,Telescope,Well,Success,7.541756
449,7,10,Bookshelf,Plant,Success,7.585114
449,8,3,Piano,Mailbox,Success,9.44109
449,9,16,Wheelbarrow,Plant,Success,5.174276
449,10,5,Table,Bookshelf,Success,5.852135
449,11,15,Wheelbarrow,Mailbox,Success,4.975559
449,12,11,Trashcan,Telescope,Success,7.130322
449,13,6,Table,Chair,Success,9.995316
449,14,17,Harp,Stove,Success,8.818365
449,15,4,Piano,Harp,Success,5.800928
449,16,22,Mailbox,Bookshelf,Success,6.685575
449,17,2,Stove,Wheelbarrow,Success,6.997326
449,18,7,Plant,Trashcan,Success,8.485304
449,19,21,Mailbox,Trashcan,Success,8.717903
449,20,12,Trashcan,Table,Success,6.407988
449,21,14,Telescope,Wheelbarrow,Success,5.886347
449,22,20,Well,Piano,Success,7.019005
449,23,24,Chair,Trashcan,Success,5.640568
449,24,8,Plant,Harp,Success,6.108059
450,1,22,Mailbox,Bookshelf,Success,15.60262
450,2,21,Mailbox,Trashcan,Success,17.99215
450,3,12,Trashcan,,Failure,30
450,4,15,Wheelbarrow,Mailbox,Success,17.48158
450,5,3,Piano,Mailbox,Success,14.24846
450,6,18,Harp,Telescope,Success,26.64215
450,7,7,Plant,Trashcan,Success,13.33824
450,8,23,Chair,,Failure,30
450,9,16,Wheelbarrow,Plant,Success,22.12203
450,10,24,Chair,Trashcan,Success,8.763191
450,11,9,Bookshelf,Stove,Success,17.55866
450,12,6,Table,Chair,Success,11.52889
450,13,5,Table,Bookshelf,Success,8.039644
450,14,11,Trashcan,Telescope,Success,14.22596
450,15,20,Well,Piano,Success,11.03893
450,16,2,Stove,Wheelbarrow,Success,7.495533
450,17,10,Bookshelf,Plant,Success,16.64745
450,18,1,Stove,Well,Success,13.06146
450,19,17,Harp,Stove,Success,16.09288
450,20,13,Telescope,Well,Success,15.56986
450,21,4,Piano,,Failure,30
450,22,19,Well,Table,Success,16.52575
450,23,14,Telescope,Wheelbarrow,Success,8.163048
450,24,8,Plant,Harp,Success,9.262276
451,1,1,Stove,,Failure,30
451,2,9,Bookshelf,Stove,Success,29.3625
451,3,11,Trashcan,Telescope,Success,26.70957
451,4,24,Chair,Trashcan,Success,21.95074
451,5,6,Table,Chair,Success,8.928118
451,6,14,Telescope,Wheelbarrow,Success,14.14885
451,7,7,Plant,Trashcan,Success,13.94905
451,8,22,Mailbox,,Failure,30
451,9,10,Bookshelf,Plant,Success,17.22516
451,10,21,Mailbox,Trashcan,Success,17.5806
451,11,4,Piano,,Failure,30
451,12,3,Piano,Mailbox,Success,15.24873
451,13,16,Wheelbarrow,Plant,Success,25.72115
451,14,13,Telescope,Well,Success,20.46824
451,15,17,Harp,,Failure,30
451,16,23,Chair,Piano,Success,13.51608
451,17,20,Well,Piano,Success,8.807266
451,18,15,Wheelbarrow,Mailbox,Success,9.850435
451,19,19,Well,Table,Success,13.67096
451,20,8,Plant,Harp,Success,12.49252
451,21,18,Harp,Telescope,Success,12.02794
451,22,5,Table,Bookshelf,Success,9.662388
451,23,12,Trashcan,Table,Success,9.606852
451,24,2,Stove,Wheelbarrow,Success,13.47232
