TrialOrder,TrialID,AngleResponse,AngleCorr,AngError,Start,End,RT,ID,AngErrorAbs
9,14,142.6961,0.0,142.6961, Wheelbarrow, Telescope,6.671844,405,142.6961
11,15,0.0,-20.9935,20.9935, Mailbox, Wheelbarrow,27.52258,405,20.9935
1,16,-150.2104,-141.7693,-8.441100000000006, Plant, Wheelbarrow,31.42587,405,8.441100000000006
17,17,143.8116,146.6573,-2.8456999999999937, Stove, Harp,21.11743,405,2.8456999999999937
5,18,-8.692805,-4.299151,-4.393654, Telescope, Harp,37.23062,405,4.393654
23,19,-33.62937,-47.17128,13.54191, Table, Well,9.307556,405,13.54191
24,20,36.57304,8.961795,27.611245, Piano, Well,11.17603,405,27.611245
14,21,-142.6211,-146.2155,3.594399999999979, Trashcan, Mailbox,14.62872,405,3.594399999999979
15,22,-42.93451,-51.54441,8.609899999999996, Bookshelf, Mailbox,13.2608,405,8.609899999999996
2,23,-150.2104,-10.49368,-139.71671999999998, Piano, Chair,12.02655,405,139.71671999999998
10,24,-110.2565,-125.6807,15.4242, Trashcan, Chair,10.72574,405,15.4242
24,1,131.7845,139.8627,-8.078199999999981, Well, Stove,10.45856,409,8.078199999999981
8,2,-27.49076,-49.85279,22.36203, Wheelbarrow, Stove,5.337646,409,22.36203
3,3,-25.77542,-36.09407,10.318650000000002, Mailbox, Piano,8.423706,409,10.318650000000002
19,4,55.04934,-2.913495,57.962835, Harp, Piano,8.0896,409,57.962835
1,5,88.88543,-121.5305,210.41593, Bookshelf, Table,23.86981,409,149.58407
16,6,26.27423,24.73069,1.54354, Chair, Table,10.99225,409,1.54354
20,7,-138.8471,-156.2066,17.359499999999997, Trashcan, Plant,14.09473,409,17.359499999999997
5,8,-5.710588,108.8188,-114.529388, Harp, Plant,13.07721,409,114.529388
22,9,156.3706,151.2295,5.1410999999999945, Stove, Bookshelf,16.91394,409,5.1410999999999945
15,10,-128.4858,-155.7204,27.2346, Plant, Bookshelf,9.074219,409,27.2346
14,11,17.10274,10.1685,6.934240000000001, Telescope, Trashcan,6.455261,409,6.934240000000001
13,12,-135.6296,-13.0517,-122.5779, Table, Trashcan,14.29498,409,122.5779
11,13,124.3211,156.9717,-32.6506, Well, Telescope,10.37494,409,32.6506
2,14,-37.78749,0.0,-37.78749, Wheelbarrow, Telescope,5.838135,409,37.78749
6,15,38.75162,-20.9935,59.74512, Mailbox, Wheelbarrow,5.571167,409,59.74512
17,16,-131.1241,-141.7693,10.645199999999988, Plant, Wheelbarrow,7.105957,409,10.645199999999988
7,17,153.7151,146.6573,7.057800000000015, Stove, Harp,14.32855,409,7.057800000000015
21,18,-34.20691,-4.299151,-29.907759, Telescope, Harp,10.00824,409,29.907759
12,19,163.8213,-47.17128,210.99258, Table, Well,12.82721,409,149.00742
9,20,48.57633,8.961795,39.614535, Piano, Well,5.87146,409,39.614535
23,21,-154.6803,-146.2155,-8.464799999999997, Trashcan, Mailbox,17.28058,409,8.464799999999997
10,22,156.0804,-51.54441,207.62481, Bookshelf, Mailbox,8.774109,409,152.37519
4,23,0.1282043,-10.49368,10.6218843, Piano, Chair,9.490784,409,10.6218843
18,24,-118.8399,-125.6807,6.8408000000000015, Trashcan, Chair,16.18042,409,6.8408000000000015
9,1,137.9108,139.8627,-1.9518999999999949, Well, Stove,7.005676,408,1.9518999999999949
5,2,-26.32829,-49.85279,23.5245, Wheelbarrow, Stove,8.006523,408,23.5245
21,3,-35.77612,-36.09407,0.3179500000000033, Mailbox, Piano,10.64197,408,0.3179500000000033
24,4,5.855982,-2.913495,8.769477, Harp, Piano,7.839798,408,8.769477
3,5,-92.72633,-121.5305,28.80417, Bookshelf, Table,12.7939,408,28.80417
6,6,21.69513,24.73069,-3.0355600000000003, Chair, Table,18.24809,408,3.0355600000000003
8,7,-163.791,-156.2066,-7.584399999999988, Trashcan, Plant,4.987312,408,7.584399999999988
11,8,170.6185,108.8188,61.799700000000016, Harp, Plant,5.704803,408,61.799700000000016
13,9,159.8142,151.2295,8.584699999999998, Stove, Bookshelf,8.28981,408,8.584699999999998
19,10,-164.8459,-155.7204,-9.125499999999988, Plant, Bookshelf,16.08008,408,9.125499999999988
17,11,16.76259,10.1685,6.59409, Telescope, Trashcan,6.939377,408,6.59409
10,12,0.0,-13.0517,13.0517, Table, Trashcan,6.021515,408,13.0517
14,13,180.0,156.9717,23.0283, Well, Telescope,17.3642,408,23.0283
23,14,5.855982,0.0,5.855982, Wheelbarrow, Telescope,5.838135,408,5.855982
20,15,-32.36665,-20.9935,-11.37315, Mailbox, Wheelbarrow,10.42538,408,11.37315
2,16,11.44107,-141.7693,153.21036999999998, Plant, Wheelbarrow,8.356888,408,153.21036999999998
4,17,132.2737,146.6573,-14.3836, Stove, Harp,6.321823,408,14.3836
1,18,-4.351092,-4.299151,-0.0519410000000002, Telescope, Harp,16.44688,408,0.0519410000000002
18,19,-32.17863,-47.17128,14.992650000000005, Table, Well,11.67596,408,14.992650000000005
22,20,5.855982,8.961795,-3.1058130000000004, Piano, Well,10.12511,408,3.1058130000000004
12,21,-146.5752,-146.2155,-0.3597000000000037, Trashcan, Mailbox,6.905869,408,0.3597000000000037
15,22,-45.3,-51.54441,6.244410000000002, Bookshelf, Mailbox,6.405441,408,6.244410000000002
16,23,-10.12469,-10.49368,0.3689900000000001, Piano, Chair,10.50815,408,0.3689900000000001
7,24,-121.8425,-125.6807,3.838200000000001, Trashcan, Chair,6.689171,408,3.838200000000001
7,1,-120.4016,139.8627,-260.2643, Well, Stove,9.707916,412,99.73570000000001
5,2,-30.96377,-49.85279,18.88902, Wheelbarrow, Stove,7.172241,412,18.88902
16,3,-47.95457,-36.09407,-11.860499999999996, Mailbox, Piano,12.66049,412,11.860499999999996
8,4,-13.29439,-2.913495,-10.380895, Harp, Piano,11.19266,412,10.380895
6,5,-144.6888,-121.5305,-23.158299999999983, Bookshelf, Table,6.455505,412,23.158299999999983
18,6,55.57877,24.73069,30.84808, Chair, Table,8.640503,412,30.84808
14,7,-41.54827,-156.2066,114.65833, Trashcan, Plant,6.522217,412,114.65833
17,8,58.13925,108.8188,-50.67955, Harp, Plant,26.62177,412,50.67955
11,9,-147.8477,151.2295,-299.0772, Stove, Bookshelf,12.31012,412,60.922799999999995
9,10,-18.72954,-155.7204,136.99086, Plant, Bookshelf,7.689697,412,136.99086
10,11,18.95648,10.1685,8.78798, Telescope, Trashcan,7.856415,412,8.78798
21,12,-15.75792,-13.0517,-2.70622, Table, Trashcan,8.356689,412,2.70622
4,13,-139.022,156.9717,-295.9937, Well, Telescope,16.28024,412,64.00630000000001
24,14,8.250406,0.0,8.250406, Wheelbarrow, Telescope,7.706421,412,8.250406
2,15,-46.265,-20.9935,-25.2715, Mailbox, Wheelbarrow,24.77063,412,25.2715
13,16,132.5559,-141.7693,274.3252, Plant, Wheelbarrow,12.0098,412,85.6748
15,17,105.8398,146.6573,-40.8175, Stove, Harp,8.690338,412,40.8175
23,18,-6.911201,-4.299151,-2.61205, Telescope, Harp,6.088135,412,2.61205
20,19,-35.73078,-47.17128,11.4405, Table, Well,10.02502,412,11.4405
3,20,7.495854,8.961795,-1.4659410000000008, Piano, Well,21.56741,412,1.4659410000000008
19,21,-38.48581,-146.2155,107.72969, Trashcan, Mailbox,35.06219,412,107.72969
1,22,-72.87553,-51.54441,-21.33112, Bookshelf, Mailbox,22.06812,412,21.33112
22,23,-33.69007,-10.49368,-23.19639, Piano, Chair,7.87323,412,23.19639
12,24,-72.8973,-125.6807,52.7834, Trashcan, Chair,14.11157,412,52.7834
7,1,-132.8789,139.8627,-272.74159999999995, Well, Stove,8.957458,411,87.25840000000005
9,2,-34.82449,-49.85279,15.028300000000002, Wheelbarrow, Stove,10.95911,411,15.028300000000002
21,3,-46.21886,-36.09407,-10.124789999999996, Mailbox, Piano,7.155884,411,10.124789999999996
12,4,21.68907,-2.913495,24.602565, Harp, Piano,8.206726,411,24.602565
5,5,-88.25255,-121.5305,33.277950000000004, Bookshelf, Table,11.09241,411,33.277950000000004
22,6,43.39772,24.73069,18.66703, Chair, Table,8.056458,411,18.66703
13,7,127.8395,-156.2066,284.0461, Trashcan, Plant,8.857178,411,75.95389999999998
4,8,116.0079,108.8188,7.1891000000000105, Harp, Plant,11.22595,411,7.1891000000000105
8,9,159.444,151.2295,8.214499999999987, Stove, Bookshelf,9.858032,411,8.214499999999987
24,10,-19.98311,-155.7204,135.73729, Plant, Bookshelf,10.15839,411,135.73729
6,11,-19.52173,10.1685,-29.69023, Telescope, Trashcan,10.37518,411,29.69023
15,12,24.56718,-13.0517,37.61888, Table, Trashcan,6.121704,411,37.61888
19,13,155.0188,156.9717,-1.9529, Well, Telescope,26.52167,411,1.9529
1,14,-9.02761,0.0,-9.02761, Wheelbarrow, Telescope,10.07526,411,9.02761
18,15,-46.52752,-20.9935,-25.53402, Mailbox, Wheelbarrow,9.641418,411,25.53402
10,16,-154.1252,-141.7693,-12.35590000000002, Plant, Wheelbarrow,8.273376,411,12.35590000000002
11,17,138.1507,146.6573,-8.506599999999992, Stove, Harp,9.924744,411,8.506599999999992
17,18,-21.19406,-4.299151,-16.894909, Telescope, Harp,5.904724,411,16.894909
3,19,-37.09282,-47.17128,10.07846, Table, Well,6.78894,411,10.07846
23,20,-15.1182,8.961795,-24.079995, Piano, Well,20.46692,411,24.079995
14,21,162.3324,-146.2155,308.5479, Trashcan, Mailbox,8.590576,411,51.45209999999997
16,22,-26.56507,-51.54441,24.97934, Bookshelf, Mailbox,12.14331,411,24.97934
2,23,-10.09107,-10.49368,0.4026099999999992, Piano, Chair,8.00647,411,0.4026099999999992
20,24,179.6591,-125.6807,305.3398, Trashcan, Chair,5.905029,411,54.660199999999975
2,1,160.5139,139.8627,20.651200000000017, Well, Stove,22.3017,410,20.651200000000017
3,2,-34.89496,-49.85279,14.95783, Wheelbarrow, Stove,13.44421,410,14.95783
1,3,-36.91837,-36.09407,-0.8243000000000009, Mailbox, Piano,12.91064,410,0.8243000000000009
24,4,60.06851,-2.913495,62.982005, Harp, Piano,6.97229,410,62.982005
5,5,-85.50285,-121.5305,36.02765000000001, Bookshelf, Table,12.57703,410,36.02765000000001
20,6,170.4821,24.73069,145.75141, Chair, Table,7.606018,410,145.75141
6,7,-151.1443,-156.2066,5.062300000000022, Trashcan, Plant,7.939758,410,5.062300000000022
12,8,169.095,108.8188,60.2762, Harp, Plant,14.19501,410,60.2762
18,9,137.8155,151.2295,-13.414000000000016, Stove, Bookshelf,9.174133,410,13.414000000000016
10,10,-17.44709,-155.7204,138.27331, Plant, Bookshelf,12.04327,410,138.27331
17,11,-51.52784,10.1685,-61.69634, Telescope, Trashcan,8.590393,410,61.69634
15,12,-111.8014,-13.0517,-98.7497, Table, Trashcan,18.43201,410,98.7497
11,13,169.0841,156.9717,12.112400000000008, Well, Telescope,5.93811,410,12.112400000000008
9,14,-14.6973,0.0,-14.6973, Wheelbarrow, Telescope,7.339478,410,14.6973
22,15,-43.70782,-20.9935,-22.71432, Mailbox, Wheelbarrow,8.240295,410,22.71432
16,16,-15.44633,-141.7693,126.32296999999998, Plant, Wheelbarrow,8.173279,410,126.32296999999998
14,17,-156.222,146.6573,-302.8793, Stove, Harp,4.636963,410,57.1207
7,18,-35.44574,-4.299151,-31.146589, Telescope, Harp,8.707214,410,31.146589
13,19,-167.0355,-47.17128,-119.86422000000002, Table, Well,14.1283,410,119.86422000000002
21,20,34.89496,8.961795,25.933164999999995, Piano, Well,14.81232,410,25.933164999999995
4,21,-149.6013,-146.2155,-3.385800000000017, Trashcan, Mailbox,14.62872,410,3.385800000000017
23,22,-44.78047,-51.54441,6.763939999999998, Bookshelf, Mailbox,23.80273,410,6.763939999999998
19,23,-18.86356,-10.49368,-8.36988, Piano, Chair,10.92566,410,8.36988
8,24,-152.7583,-125.6807,-27.07759999999999, Trashcan, Chair,7.689514,410,27.07759999999999
17,1,155.7256,139.8627,15.862899999999996, Well, Stove,13.6778,413,15.862899999999996
20,2,-18.43493,-49.85279,31.41786, Wheelbarrow, Stove,5.321167,413,31.41786
10,3,-32.50959,-36.09407,3.5844799999999992, Mailbox, Piano,10.64209,413,3.5844799999999992
6,4,-14.03623,-2.913495,-11.122735, Harp, Piano,23.31921,413,11.122735
5,5,-143.3103,-121.5305,-21.77980000000001, Bookshelf, Table,9.624634,413,21.77980000000001
19,6,35.48399,24.73069,10.7533, Chair, Table,10.0249,413,10.7533
22,7,-168.0558,-156.2066,-11.849199999999996, Trashcan, Plant,9.658081,413,11.849199999999996
1,8,120.1854,108.8188,11.366600000000004, Harp, Plant,20.51727,413,11.366600000000004
14,9,157.1971,151.2295,5.9676000000000045, Stove, Bookshelf,14.99573,413,5.9676000000000045
18,10,-176.8108,-155.7204,-21.09039999999999, Plant, Bookshelf,20.90045,413,21.09039999999999
16,11,0.0,10.1685,-10.1685, Telescope, Trashcan,20.26697,413,10.1685
3,12,-19.78282,-13.0517,-6.731120000000001, Table, Trashcan,15.59595,413,6.731120000000001
21,13,173.3901,156.9717,16.41839999999999, Well, Telescope,21.88464,413,16.41839999999999
11,14,28.5707,0.0,28.5707, Wheelbarrow, Telescope,7.806396,413,28.5707
13,15,-62.65897,-20.9935,-41.66547, Mailbox, Wheelbarrow,13.57788,413,41.66547
7,16,-158.9273,-141.7693,-17.158000000000015, Plant, Wheelbarrow,15.67963,413,17.158000000000015
2,17,143.4798,146.6573,-3.1774999999999807, Stove, Harp,8.05658,413,3.1774999999999807
23,18,-11.45545,-4.299151,-7.156299000000001, Telescope, Harp,9.340698,413,7.156299000000001
12,19,-34.69515,-47.17128,12.476130000000005, Table, Well,9.857971,413,12.476130000000005
15,20,-7.480892,8.961795,-16.442687, Piano, Well,17.09717,413,16.442687
24,21,-104.8757,-146.2155,41.3398, Trashcan, Mailbox,6.93927,413,41.3398
4,22,-57.24913,-51.54441,-5.704720000000002, Bookshelf, Mailbox,20.51697,413,5.704720000000002
9,23,-8.403334,-10.49368,2.0903460000000003, Piano, Chair,23.76941,413,2.0903460000000003
8,24,-96.55418,-125.6807,29.12652, Trashcan, Chair,16.86395,413,29.12652
11,1,139.5906,139.8627,-0.2720999999999947, Well, Stove,14.46204,414,0.2720999999999947
14,2,25.04259,-49.85279,74.89538, Wheelbarrow, Stove,8.506958,414,74.89538
15,3,-23.92251,-36.09407,12.171560000000005, Mailbox, Piano,10.02496,414,12.171560000000005
18,4,141.059,-2.913495,143.972495, Harp, Piano,19.36603,414,143.972495
8,5,37.19983,-121.5305,158.73033, Bookshelf, Table,12.10986,414,158.73033
6,6,55.90494,24.73069,31.174250000000004, Chair, Table,5.68811,414,31.174250000000004
19,7,-150.6158,-156.2066,5.5908000000000015, Trashcan, Plant,6.038147,414,5.5908000000000015
24,8,-45.79943,108.8188,-154.61822999999998, Harp, Plant,8.657043,414,154.61822999999998
16,9,-27.24508,151.2295,-178.47458, Stove, Bookshelf,12.07672,414,178.47458
17,10,-27.8782,-155.7204,127.84220000000002, Plant, Bookshelf,14.14496,414,127.84220000000002
9,11,-19.04121,10.1685,-29.20971, Telescope, Trashcan,12.14337,414,29.20971
21,12,-14.74354,-13.0517,-1.6918399999999991, Table, Trashcan,14.61206,414,1.6918399999999991
5,13,154.1954,156.9717,-2.776299999999992, Well, Telescope,22.63525,414,2.776299999999992
2,14,40.23635,0.0,40.23635, Wheelbarrow, Telescope,37.13055,414,40.23635
20,15,-22.87373,-20.9935,-1.8802299999999972, Mailbox, Wheelbarrow,26.27161,414,1.8802299999999972
22,16,-135.2641,-141.7693,6.505199999999974, Plant, Wheelbarrow,36.94702,414,6.505199999999974
4,17,132.8389,146.6573,-13.818399999999995, Stove, Harp,17.44769,414,13.818399999999995
12,18,-28.70588,-4.299151,-24.406729, Telescope, Harp,12.81061,414,24.406729
23,19,-46.20608,-47.17128,0.965200000000003, Table, Well,6.821899,414,0.965200000000003
1,20,0.0,8.961795,-8.961795, Piano, Well,10.92578,414,8.961795
13,21,-140.0425,-146.2155,6.173000000000002, Trashcan, Mailbox,5.80481,414,6.173000000000002
3,22,-21.31785,-51.54441,30.22656, Bookshelf, Mailbox,58.94849,414,30.22656
10,23,-0.916639,-10.49368,9.577041, Piano, Chair,33.79425,414,9.577041
7,24,35.81119,-125.6807,161.49189, Trashcan, Chair,9.14093,414,161.49189
15,1,-122.1346,139.8627,-261.9973, Well, Stove,28.1236,415,98.0027
22,2,-28.35149,-49.85279,21.5013, Wheelbarrow, Stove,5.454407,415,21.5013
24,3,-18.35572,-36.09407,17.73835, Mailbox, Piano,8.973999,415,17.73835
16,4,17.61649,-2.913495,20.529985, Harp, Piano,17.71411,415,20.529985
9,5,-111.5658,-121.5305,9.964700000000008, Bookshelf, Table,34.44495,415,9.964700000000008
23,6,10.68491,24.73069,-14.04578, Chair, Table,15.8631,415,14.04578
18,7,115.6573,-156.2066,271.8639, Trashcan, Plant,17.14728,415,88.1361
8,8,82.17997,108.8188,-26.63883, Harp, Plant,13.24414,415,26.63883
4,9,-135.4341,151.2295,-286.6636, Stove, Bookshelf,19.23261,415,73.33640000000003
1,10,-65.882,-155.7204,89.83840000000001, Plant, Bookshelf,15.72964,415,89.83840000000001
3,11,-117.0373,10.1685,-127.2058, Telescope, Trashcan,31.87595,415,127.2058
17,12,-22.45693,-13.0517,-9.40523, Table, Trashcan,7.789795,415,9.40523
13,13,-108.7624,156.9717,-265.7341, Well, Telescope,17.04697,415,94.26589999999999
21,14,-9.46232,0.0,-9.46232, Wheelbarrow, Telescope,16.9798,415,9.46232
2,15,-31.79029,-20.9935,-10.796789999999998, Mailbox, Wheelbarrow,9.391193,415,10.796789999999998
14,16,-131.8838,-141.7693,9.88549999999998, Plant, Wheelbarrow,25.38757,415,9.88549999999998
7,17,-123.3615,146.6573,-270.0188, Stove, Harp,11.80978,415,89.9812
19,18,-32.91672,-4.299151,-28.617569, Telescope, Harp,11.20923,415,28.617569
20,19,-39.7238,-47.17128,7.447480000000006, Table, Well,12.3111,415,7.447480000000006
10,20,45.8814,8.961795,36.919605, Piano, Well,10.75932,415,36.919605
11,21,-71.64014,-146.2155,74.57535999999999, Trashcan, Mailbox,27.40588,415,74.57535999999999
12,22,-37.16449,-51.54441,14.379919999999998, Bookshelf, Mailbox,17.26405,415,14.379919999999998
5,23,38.49599,-10.49368,48.98967, Piano, Chair,8.974068,415,48.98967
6,24,118.54,-125.6807,244.2207, Trashcan, Chair,11.17583,415,115.7793
22,1,-143.8672,139.8627,-283.7299, Well, Stove,8.940826,417,76.27010000000001
7,2,56.52374,-49.85279,106.37653, Wheelbarrow, Stove,4.220093,417,106.37653
19,3,-119.2405,-36.09407,-83.14643, Mailbox, Piano,5.521164,417,83.14643
18,4,114.8293,-2.913495,117.742795, Harp, Piano,7.806442,417,117.742795
16,5,48.91315,-121.5305,170.44365, Bookshelf, Table,5.554459,417,170.44365
21,6,88.20205,24.73069,63.47136, Chair, Table,7.823135,417,63.47136
23,7,46.99212,-156.2066,203.19872, Trashcan, Plant,8.523499,417,156.80128
12,8,117.4567,108.8188,8.637900000000002, Harp, Plant,5.370956,417,8.637900000000002
24,9,163.4429,151.2295,12.213400000000007, Stove, Bookshelf,7.205933,417,12.213400000000007
5,10,-156.8431,-155.7204,-1.1226999999999805, Plant, Bookshelf,12.02675,417,1.1226999999999805
6,11,-70.18852,10.1685,-80.35701999999999, Telescope, Trashcan,7.005638,417,80.35701999999999
3,12,33.69007,-13.0517,46.74177, Table, Trashcan,14.74543,417,46.74177
10,13,152.3241,156.9717,-4.647600000000011, Well, Telescope,8.573868,417,4.647600000000011
17,14,-39.49453,0.0,-39.49453, Wheelbarrow, Telescope,4.387085,417,39.49453
1,15,31.21094,-20.9935,52.204440000000005, Mailbox, Wheelbarrow,21.61789,417,52.204440000000005
11,16,-130.162,-141.7693,11.60729999999998, Plant, Wheelbarrow,6.772224,417,11.60729999999998
2,17,-158.3078,146.6573,-304.9651, Stove, Harp,4.520256,417,55.03489999999999
15,18,107.7305,-4.299151,112.029651, Telescope, Harp,7.622498,417,112.029651
4,19,127.1794,-47.17128,174.35068, Table, Well,5.971401,417,174.35068
20,20,-61.37014,8.961795,-70.331935, Piano, Well,15.21248,417,70.331935
13,21,169.2755,-146.2155,315.491, Trashcan, Mailbox,5.321075,417,44.509000000000015
9,22,-123.7417,-51.54441,-72.19729, Bookshelf, Mailbox,8.840195,417,72.19729
8,23,-84.63227,-10.49368,-74.13859000000001, Piano, Chair,17.31469,417,74.13859000000001
14,24,-143.0612,-125.6807,-17.380500000000012, Trashcan, Chair,4.687637,417,17.380500000000012
22,1,134.5265,139.8627,-5.336199999999991, Well, Stove,10.45844,416,5.336199999999991
1,2,-26.42766,-49.85279,23.42513, Wheelbarrow, Stove,15.72933,416,23.42513
2,3,1.347846,-36.09407,37.441916, Mailbox, Piano,15.84654,416,37.441916
15,4,0.0,-2.913495,2.913495, Harp, Piano,23.43591,416,2.913495
6,5,-115.8087,-121.5305,5.721800000000002, Bookshelf, Table,10.27512,416,5.721800000000002
23,6,33.27492,24.73069,8.544230000000002, Chair, Table,6.038513,416,8.544230000000002
13,7,-149.7615,-156.2066,6.4450999999999965, Trashcan, Plant,13.17746,416,6.4450999999999965
9,8,102.8407,108.8188,-5.978099999999998, Harp, Plant,10.44191,416,5.978099999999998
12,9,133.0585,151.2295,-18.170999999999992, Stove, Bookshelf,26.50536,416,18.170999999999992
7,10,-112.9638,-155.7204,42.756600000000006, Plant, Bookshelf,20.21668,416,42.756600000000006
5,11,20.72556,10.1685,10.557060000000002, Telescope, Trashcan,8.306786,416,10.557060000000002
21,12,-8.906754,-13.0517,4.144946000000001, Table, Trashcan,8.023193,416,4.144946000000001
14,13,-178.8839,156.9717,-335.8556, Well, Telescope,9.657944,416,24.14440000000002
24,14,60.6221,0.0,60.6221, Wheelbarrow, Telescope,10.4418,416,60.6221
11,15,-17.60116,-20.9935,3.392340000000001, Mailbox, Wheelbarrow,8.289886,416,3.392340000000001
18,16,-138.6412,-141.7693,3.128099999999989, Plant, Wheelbarrow,29.04056,416,3.128099999999989
20,17,135.9878,146.6573,-10.6695, Stove, Harp,8.89093,416,10.6695
8,18,8.130066,-4.299151,12.429217, Telescope, Harp,12.39351,416,12.429217
17,19,-27.92359,-47.17128,19.24769, Table, Well,8.824066,416,19.24769
4,20,-18.65788,8.961795,-27.619675, Piano, Well,9.240906,416,27.619675
3,21,-130.0228,-146.2155,16.192700000000002, Trashcan, Mailbox,7.456238,416,16.192700000000002
19,22,-23.96251,-51.54441,27.5819, Bookshelf, Mailbox,9.190643,416,27.5819
16,23,0.0,-10.49368,10.49368, Piano, Chair,9.407654,416,10.49368
10,24,-91.94151,-125.6807,33.73919000000001, Trashcan, Chair,17.78133,416,33.73919000000001
1,1,76.70144,139.8627,-63.161259999999984, Well, Stove,41.80084,418,63.161259999999984
16,2,42.87891,-49.85279,92.7317, Wheelbarrow, Stove,20.71704,418,92.7317
14,3,-102.2115,-36.09407,-66.11743, Mailbox, Piano,13.995,418,66.11743
20,4,-42.43627,-2.913495,-39.522775, Harp, Piano,19.58289,418,39.522775
12,5,-80.27241,-121.5305,41.25809000000001, Bookshelf, Table,17.94812,418,41.25809000000001
8,6,144.4623,24.73069,119.73161, Chair, Table,9.858032,418,119.73161
17,7,60.84623,-156.2066,217.05283, Trashcan, Plant,10.89227,418,142.94717
18,8,167.4498,108.8188,58.631000000000014, Harp, Plant,21.01733,418,58.631000000000014
19,9,158.1986,151.2295,6.969099999999997, Stove, Bookshelf,23.2356,418,6.969099999999997
21,10,-24.22775,-155.7204,131.49265000000003, Plant, Bookshelf,19.36584,418,131.49265000000003
23,11,-45.59067,10.1685,-55.759170000000005, Telescope, Trashcan,21.56763,418,55.759170000000005
10,12,123.7697,-13.0517,136.8214, Table, Trashcan,21.78528,418,136.8214
6,13,-72.30638,156.9717,-229.27808, Well, Telescope,14.17828,418,130.72192
22,14,22.55088,0.0,22.55088, Wheelbarrow, Telescope,35.92957,418,22.55088
24,15,-55.49148,-20.9935,-34.49798, Mailbox, Wheelbarrow,15.26257,418,34.49798
9,16,57.6391,-141.7693,199.4084, Plant, Wheelbarrow,14.24493,418,160.5916
11,17,110.8545,146.6573,-35.80279999999999, Stove, Harp,13.27698,418,35.80279999999999
4,18,132.4906,-4.299151,136.789751, Telescope, Harp,28.54004,418,136.789751
13,19,179.5585,-47.17128,226.72978, Table, Well,15.41254,418,133.27022
15,20,136.4564,8.961795,127.494605, Piano, Well,8.123291,418,127.494605
5,21,-72.30638,-146.2155,73.90911999999999, Trashcan, Mailbox,12.46033,418,73.90911999999999
7,22,-177.1519,-51.54441,-125.60749, Bookshelf, Mailbox,18.31506,418,125.60749
3,23,178.2747,-10.49368,188.76838, Piano, Chair,23.96985,418,171.23162
2,24,131.7713,-125.6807,257.452, Trashcan, Chair,22.33496,418,102.548
1,21,-130.0766,-146.2155,16.13896, Trashcan, Mailbox,26.58832,419,16.13896
2,1,132.0536,139.8627,-7.809097, Well, Stove,10.7594,419,7.809097
3,11,7.258014,10.1685,-2.91049, Telescope, Trashcan,11.59247,419,2.91049
4,13,165.2564,156.9717,8.284744, Well, Telescope,9.39093,419,8.284744
5,24,-105.6539,-125.6807,20.02679, Trashcan, Chair,13.11084,419,20.02679
6,19,-41.12874,-47.17128,6.042538, Table, Well,10.55859,419,6.042538
7,8,107.5924,108.8188,-1.226379, Harp, Plant,24.0531,419,1.226379
8,10,-127.606,-155.7204,28.11446, Plant, Bookshelf,13.31091,419,28.11446
9,9,149.6645,151.2295,-1.565063, Stove, Bookshelf,19.54944,419,1.565063
10,3,-29.99272,-36.09407,6.101355, Mailbox, Piano,14.49524,419,6.101355
11,16,-153.6279,-141.7693,-11.85854, Plant, Wheelbarrow,20.09991,419,11.85854
12,2,-43.40396,-49.85279,6.448833, Wheelbarrow, Stove,9.007263,419,6.448833
13,22,-29.93151,-51.54441,21.61291, Bookshelf, Mailbox,11.00916,419,21.61291
14,14,-2.009642,0.0,-2.009642, Wheelbarrow, Telescope,14.31171,419,2.009642
15,17,148.1726,146.6573,1.515305, Stove, Harp,20.86719,419,1.515305
16,5,-95.14082,-121.5305,26.38971, Bookshelf, Table,20.18396,419,26.38971
17,15,-37.15356,-20.9935,-16.16006, Mailbox, Wheelbarrow,24.51935,419,16.16006
18,18,-27.66675,-4.299151,-23.3676, Telescope, Harp,8.907288,419,23.3676
19,7,-147.45,-156.2066,8.756607, Trashcan, Plant,7.005798,419,8.756607
20,4,-147.45,-2.913495,-144.5365, Harp, Piano,10.4585,419,144.5365
21,6,28.32742,24.73069,3.596731, Chair, Table,5.671509,419,3.596731
22,20,0.0,8.961795,-8.961795, Piano, Well,12.54358,419,8.961795
23,12,-9.680807,-13.0517,3.370893, Table, Trashcan,14.67859,419,3.370893
24,23,-15.0808,-10.49368,-4.587112, Piano, Chair,10.77551,419,4.587112
10,1,142.8257,139.8627,2.9630000000000223, Well, Stove,5.771301,425,2.9630000000000223
4,2,136.0809,-49.85279,185.93369, Wheelbarrow, Stove,14.82874,425,174.06631
13,3,35.36244,-36.09407,71.45651000000001, Mailbox, Piano,8.306763,425,71.45651000000001
5,4,120.7685,-2.913495,123.681995, Harp, Piano,11.05927,425,123.681995
20,5,18.21288,-121.5305,139.74338, Bookshelf, Table,18.34857,425,139.74338
19,6,48.75171,24.73069,24.021020000000004, Chair, Table,6.52179,425,24.021020000000004
16,7,155.7352,-156.2066,311.9418, Trashcan, Plant,8.790833,425,48.0582
8,8,168.6208,108.8188,59.80200000000001, Harp, Plant,16.76373,425,59.80200000000001
15,9,139.6001,151.2295,-11.629400000000004, Stove, Bookshelf,5.304138,425,11.629400000000004
21,10,34.99203,-155.7204,190.71243, Plant, Bookshelf,4.920654,425,169.28757
