SubjectNum,TrialNum,Time,dX,dZ,pos
412,3,353.44000244140625,-0.87,2.9000000000000004,[2 6]
412,3,354.106689453125,-1.8,2.9000000000000004,[1 6]
412,3,354.7732849121094,-1.8,1.725,[1 5]
412,3,355.44000244140625,-1.8,0.92,[1 4]
412,3,355.6622009277344,-3.0250000000000004,0.92,[0 4]
412,3,356.106689453125,-3.0250000000000004,0.0,[0 3]
412,3,356.99560546875,-3.0250000000000004,-0.99,[0 2]
412,3,357.8844909667969,-3.0250000000000004,-1.9900000000000002,[0 1]
412,3,358.55108642578125,-3.0250000000000004,-3.095,[0 0]
412,3,358.99560546875,-1.8,-3.095,[1 0]
412,13,37.206668853759766,-3.0250000000000004,0.0,[0 3]
412,13,41.206668853759766,-3.0250000000000004,-0.99,[0 2]
412,13,42.095558166503906,-1.8,-0.99,[1 2]
412,13,42.984439849853516,-0.87,-0.99,[2 2]
412,13,43.6511116027832,-0.044999999999999984,-0.99,[3 2]
412,13,44.317779541015625,0.8,-0.99,[4 2]
412,13,44.984439849853516,1.6,-0.99,[5 2]
412,13,45.6511116027832,1.6,-1.9900000000000002,[5 1]
412,11,66.5955581665039,2.525,0.92,[6 4]
412,11,69.26222229003906,1.6,0.92,[5 4]
412,11,70.151123046875,0.8,0.92,[4 4]
412,11,70.81777954101562,-0.044999999999999984,0.92,[3 4]
412,11,71.48444366455078,-0.87,0.92,[2 4]
412,11,71.92888641357422,-1.8,0.92,[1 4]
412,11,74.151123046875,-3.0250000000000004,0.92,[0 4]
412,11,74.81777954101562,-3.0250000000000004,0.0,[0 3]
412,9,301.9844970703125,1.6,0.92,[5 4]
412,9,304.6510925292969,0.8,0.92,[4 4]
412,9,305.5400085449219,-0.044999999999999984,0.92,[3 4]
412,9,305.9844970703125,-0.044999999999999984,1.725,[3 5]
412,9,306.8734130859375,-0.044999999999999984,2.9000000000000004,[3 6]
412,9,307.9844970703125,-0.87,2.9000000000000004,[2 6]
412,9,308.6510925292969,-1.8,2.9000000000000004,[1 6]
412,9,309.76220703125,-3.0250000000000004,2.9000000000000004,[0 6]
412,5,416.2289123535156,-1.8,1.725,[1 5]
412,5,416.8955993652344,-1.8,2.9000000000000004,[1 6]
412,5,419.56219482421875,-0.87,2.9000000000000004,[2 6]
412,5,420.2289123535156,-0.044999999999999984,2.9000000000000004,[3 6]
412,5,421.1177978515625,0.8,2.9000000000000004,[4 6]
412,5,421.78448486328125,1.6,2.9000000000000004,[5 6]
412,5,422.45111083984375,2.525,2.9000000000000004,[6 6]
412,5,423.56219482421875,2.525,1.725,[6 5]
412,5,424.6733093261719,2.525,0.92,[6 4]
412,5,0,1.6,0.92,[5 4]
412,16,392.7066955566406,-0.044999999999999984,0.0,[3 3]
412,16,397.3734130859375,-0.044999999999999984,0.92,[3 4]
412,16,398.7066955566406,-0.87,0.92,[2 4]
412,16,399.5956115722656,-1.8,0.92,[1 4]
412,16,402.0400085449219,-3.0250000000000004,0.92,[0 4]
412,16,402.7066955566406,-3.0250000000000004,0.0,[0 3]
412,16,403.3734130859375,-3.0250000000000004,-0.99,[0 2]
412,16,0,-3.0250000000000004,-1.9900000000000002,[0 1]
412,12,155.92889404296875,2.525,0.92,[6 4]
412,12,158.59559631347656,2.525,0.0,[6 3]
412,12,0,2.525,0.92,[6 4]
412,12,160.59559631347656,1.6,0.92,[5 4]
412,12,161.26220703125,0.8,0.92,[4 4]
412,12,161.70669555664062,-0.044999999999999984,0.92,[3 4]
412,12,162.15109252929688,-0.87,0.92,[2 4]
412,12,162.8177947998047,-1.8,0.92,[1 4]
412,12,0,-1.8,1.725,[1 5]
412,8,550.62890625,-3.0250000000000004,-1.9900000000000002,[0 1]
412,8,0,-3.0250000000000004,-0.99,[0 2]
412,8,554.4066772460938,-1.8,-0.99,[1 2]
412,8,555.739990234375,-0.87,-0.99,[2 2]
412,8,556.4066772460938,-0.044999999999999984,-0.99,[3 2]
412,8,557.2955932617188,0.8,-0.99,[4 2]
412,8,0,1.6,-0.99,[5 2]
412,17,503.92889404296875,1.6,-0.99,[5 2]
412,17,505.92889404296875,2.525,-0.99,[6 2]
412,17,0,1.6,-0.99,[5 2]
412,17,507.4844970703125,0.8,-0.99,[4 2]
412,17,508.1510925292969,-0.044999999999999984,-0.99,[3 2]
412,17,508.5956115722656,-0.044999999999999984,0.0,[3 3]
412,17,509.4844970703125,-0.044999999999999984,0.92,[3 4]
412,17,509.92889404296875,-0.87,0.92,[2 4]
412,17,0,-1.8,0.92,[1 4]
412,17,510.81781005859375,-1.8,1.725,[1 5]
412,17,511.92889404296875,-1.8,2.9000000000000004,[1 6]
412,17,512.5955810546875,-3.0250000000000004,2.9000000000000004,[0 6]
412,2,88.50666809082031,-3.0250000000000004,2.9000000000000004,[0 6]
412,2,89.61778259277344,-1.8,2.9000000000000004,[1 6]
412,2,91.61778259277344,-1.8,1.725,[1 5]
412,2,92.50666809082031,-1.8,0.92,[1 4]
412,2,92.95111083984375,-0.87,0.92,[2 4]
412,2,93.83999633789062,-0.044999999999999984,0.92,[3 4]
412,2,95.17333221435547,-0.044999999999999984,0.0,[3 3]
413,19,606.8289184570312,1.6,-1.9900000000000002,[5 1]
413,19,609.0510864257812,1.6,-0.99,[5 2]
413,19,609.7177734375,0.8,-0.99,[4 2]
413,19,610.606689453125,-0.044999999999999984,-0.99,[3 2]
413,19,611.0510864257812,-0.044999999999999984,0.0,[3 3]
413,19,612.1621704101562,-0.044999999999999984,0.92,[3 4]
413,19,612.8289184570312,-0.87,0.92,[2 4]
413,19,613.4954833984375,-1.8,0.92,[1 4]
413,19,614.1621704101562,-1.8,1.725,[1 5]
413,22,652.7733764648438,-1.8,-3.095,[1 0]
413,22,654.3289184570312,-0.87,-3.095,[2 0]
413,22,654.9954833984375,-0.87,-1.9900000000000002,[2 1]
413,22,656.106689453125,-0.87,-0.99,[2 2]
413,22,656.5510864257812,-0.044999999999999984,-0.99,[3 2]
413,22,657.2177734375,-0.044999999999999984,0.0,[3 3]
413,22,658.3289184570312,-0.044999999999999984,0.92,[3 4]
413,22,659.6621704101562,0.8,0.92,[4 4]
413,22,0,1.6,0.92,[5 4]
413,20,242.9178009033203,1.6,-1.9900000000000002,[5 1]
413,20,244.9178009033203,1.6,-3.095,[5 0]
413,20,245.80670166015625,0.8,-3.095,[4 0]
413,20,248.02890014648438,-0.044999999999999984,-3.095,[3 0]
413,20,249.13999938964844,-0.87,-3.095,[2 0]
413,20,250.02890014648438,-1.8,-3.095,[1 0]
413,20,0,-0.87,-3.095,[2 0]
413,20,251.80670166015625,-0.87,-1.9900000000000002,[2 1]
413,20,252.6956024169922,-0.87,-0.99,[2 2]
413,20,253.13999938964844,-0.044999999999999984,-0.99,[3 2]
413,20,254.02890014648438,-0.044999999999999984,0.0,[3 3]
413,20,254.9178009033203,-0.044999999999999984,0.92,[3 4]
413,20,255.36219787597656,0.8,0.92,[4 4]
413,20,256.0289001464844,1.6,0.92,[5 4]
413,20,256.6955871582031,2.525,0.92,[6 4]
413,20,257.1400146484375,2.525,1.725,[6 5]
413,20,258.0289001464844,2.525,2.9000000000000004,[6 6]
413,20,0,1.6,2.9000000000000004,[5 6]
413,14,348.8622131347656,-3.0250000000000004,0.0,[0 3]
413,14,351.5289001464844,-3.0250000000000004,-0.99,[0 2]
413,14,351.9732971191406,-1.8,-0.99,[1 2]
413,14,353.30670166015625,-0.87,-0.99,[2 2]
413,14,353.9732971191406,-0.044999999999999984,-0.99,[3 2]
413,14,354.8622131347656,0.8,-0.99,[4 2]
413,14,0,-0.044999999999999984,-0.99,[3 2]
413,14,355.9732971191406,-0.044999999999999984,0.0,[3 3]
413,7,517.0399780273438,-3.0250000000000004,-1.9900000000000002,[0 1]
413,7,525.0399780273438,-3.0250000000000004,-0.99,[0 2]
413,7,526.151123046875,-1.8,-0.99,[1 2]
413,7,527.26220703125,-0.87,-0.99,[2 2]
413,7,528.151123046875,-0.044999999999999984,-0.99,[3 2]
413,7,528.5955810546875,-0.044999999999999984,0.0,[3 3]
413,7,529.7067260742188,-0.044999999999999984,0.92,[3 4]
413,7,530.3734130859375,0.8,0.92,[4 4]
413,7,531.484375,1.6,0.92,[5 4]
413,7,532.3734130859375,2.525,0.92,[6 4]
413,23,580.1956176757812,0.8,-3.095,[4 0]
413,23,582.8621826171875,1.6,-3.095,[5 0]
413,23,583.7510986328125,1.6,-1.9900000000000002,[5 1]
413,23,0,1.6,-0.99,[5 2]
413,23,584.6400146484375,2.525,-0.99,[6 2]
413,23,585.7510986328125,2.525,0.0,[6 3]
413,23,586.6400146484375,2.525,0.92,[6 4]
413,23,587.3067016601562,2.525,1.725,[6 5]
413,23,588.1956176757812,2.525,2.9000000000000004,[6 6]
413,23,0,1.6,2.9000000000000004,[5 6]
413,21,216.62890625,-1.8,-3.095,[1 0]
413,21,220.62890625,-0.87,-3.095,[2 0]
413,21,221.29559326171875,-0.044999999999999984,-3.095,[3 0]
413,21,222.1844024658203,0.8,-3.095,[4 0]
413,21,223.07330322265625,1.6,-3.095,[5 0]
413,21,223.74000549316406,1.6,-1.9900000000000002,[5 1]
413,21,0,1.6,-0.99,[5 2]
413,21,224.85110473632812,2.525,-0.99,[6 2]
413,21,225.9622039794922,2.525,0.0,[6 3]
413,21,227.07330322265625,2.525,0.92,[6 4]
413,24,324.12890625,0.8,-3.095,[4 0]
413,24,326.3511047363281,1.6,-3.095,[5 0]
413,24,327.239990234375,1.6,-1.9900000000000002,[5 1]
413,24,0,1.6,-0.99,[5 2]
413,24,328.12890625,2.525,-0.99,[6 2]
413,24,329.0177917480469,2.525,0.0,[6 3]
413,24,0,2.525,0.92,[6 4]
413,18,492.0289001464844,1.6,-0.99,[5 2]
413,18,494.473388671875,0.8,-0.99,[4 2]
413,18,495.3622131347656,-0.044999999999999984,-0.99,[3 2]
413,18,496.0289001464844,-0.87,-0.99,[2 2]
413,18,496.6955871582031,-1.8,-0.99,[1 2]
413,18,497.80670166015625,-3.0250000000000004,-0.99,[0 2]
413,18,0,-3.0250000000000004,0.0,[0 3]
413,10,82.47334289550781,1.6,0.92,[5 4]
413,10,86.47334289550781,0.8,0.92,[4 4]
413,10,87.5844497680664,-0.044999999999999984,0.92,[3 4]
413,10,88.25110626220703,-0.044999999999999984,0.0,[3 3]
413,10,89.36222076416016,-0.044999999999999984,-0.99,[3 2]
413,10,90.25110626220703,-0.87,-0.99,[2 2]
413,10,90.91777801513672,-0.87,-1.9900000000000002,[2 1]
413,10,92.02889251708984,-0.87,-3.095,[2 0]
413,10,93.13999938964844,-1.8,-3.095,[1 0]
413,10,94.695556640625,-3.0250000000000004,-3.095,[0 0]
413,10,95.36222076416016,-3.0250000000000004,-1.9900000000000002,[0 1]
413,1,555.517822265625,-3.0250000000000004,2.9000000000000004,[0 6]
413,1,557.2955932617188,-1.8,2.9000000000000004,[1 6]
413,1,558.4066772460938,-1.8,1.725,[1 5]
413,1,559.2955932617188,-1.8,0.92,[1 4]
413,1,559.739990234375,-0.87,0.92,[2 4]
413,1,560.62890625,-0.044999999999999984,0.92,[3 4]
413,1,561.2955932617188,-0.044999999999999984,0.0,[3 3]
413,1,562.4066772460938,-0.044999999999999984,-0.99,[3 2]
413,1,563.517822265625,0.8,-0.99,[4 2]
413,1,564.4066772460938,1.6,-0.99,[5 2]
413,1,565.2955932617188,1.6,-1.9900000000000002,[5 1]
413,15,195.85110473632812,-0.044999999999999984,0.0,[3 3]
413,15,197.85110473632812,-0.044999999999999984,-0.99,[3 2]
413,15,198.51780700683594,-0.87,-0.99,[2 2]
413,15,198.9622039794922,-0.87,-1.9900000000000002,[2 1]
413,15,200.07330322265625,-0.87,-3.095,[2 0]
413,15,200.74000549316406,-1.8,-3.095,[1 0]
413,4,466.5956115722656,1.6,2.9000000000000004,[5 6]
413,4,468.3734130859375,2.525,2.9000000000000004,[6 6]
413,4,469.92889404296875,2.525,1.725,[6 5]
413,4,470.5956115722656,2.525,0.92,[6 4]
413,4,471.26220703125,2.525,0.0,[6 3]
413,4,472.1510925292969,2.525,-0.99,[6 2]
413,4,473.26220703125,1.6,-0.99,[5 2]
413,6,170.99560546875,-1.8,1.725,[1 5]
413,6,0,-1.8,0.92,[1 4]
413,6,173.44000244140625,-3.0250000000000004,0.92,[0 4]
413,6,174.3289031982422,-3.0250000000000004,0.0,[0 3]
413,6,175.21780395507812,-3.0250000000000004,-0.99,[0 2]
413,6,175.8843994140625,-3.0250000000000004,-1.9900000000000002,[0 1]
413,6,176.99560546875,-3.0250000000000004,-3.095,[0 0]
413,6,177.44000244140625,-1.8,-3.095,[1 0]
413,6,178.5511016845703,-0.87,-3.095,[2 0]
413,6,179.21780395507812,-0.044999999999999984,-3.095,[3 0]
413,6,180.10670471191406,0.8,-3.095,[4 0]
413,3,278.81781005859375,1.6,2.9000000000000004,[5 6]
413,3,280.81781005859375,0.8,2.9000000000000004,[4 6]
413,3,281.7066955566406,-0.044999999999999984,2.9000000000000004,[3 6]
413,3,282.5956115722656,-0.87,2.9000000000000004,[2 6]
413,3,283.26220703125,-1.8,2.9000000000000004,[1 6]
413,3,284.1510925292969,-1.8,1.725,[1 5]
413,3,284.81781005859375,-1.8,0.92,[1 4]
413,3,285.26220703125,-3.0250000000000004,0.92,[0 4]
413,3,285.4844055175781,-3.0250000000000004,0.0,[0 3]
413,3,286.3734130859375,-3.0250000000000004,-0.99,[0 2]
413,3,287.26220703125,-3.0250000000000004,-1.9900000000000002,[0 1]
413,3,288.1510925292969,-3.0250000000000004,-3.095,[0 0]
413,3,288.5956115722656,-1.8,-3.095,[1 0]
413,13,419.9067077636719,-3.0250000000000004,0.0,[0 3]
413,13,421.68438720703125,-3.0250000000000004,-0.99,[0 2]
413,13,422.3511047363281,-1.8,-0.99,[1 2]
413,13,423.239990234375,-0.87,-0.99,[2 2]
413,13,423.9067077636719,-0.044999999999999984,-0.99,[3 2]
413,13,424.79559326171875,0.8,-0.99,[4 2]
413,13,425.68438720703125,1.6,-0.99,[5 2]
413,13,426.3511047363281,1.6,-1.9900000000000002,[5 1]
413,11,372.4732971191406,2.525,0.92,[6 4]
413,11,375.58441162109375,1.6,0.92,[5 4]
413,11,376.2510986328125,0.8,0.92,[4 4]
413,11,377.1400146484375,-0.044999999999999984,0.92,[3 4]
413,11,377.80670166015625,-0.87,0.92,[2 4]
413,11,378.4732971191406,-1.8,0.92,[1 4]
413,11,379.58441162109375,-3.0250000000000004,0.92,[0 4]
413,11,380.2510986328125,-3.0250000000000004,0.0,[0 3]
413,9,630.0955810546875,1.6,0.92,[5 4]
413,9,632.0955810546875,0.8,0.92,[4 4]
413,9,632.984375,-0.044999999999999984,0.92,[3 4]
413,9,633.2067260742188,-0.044999999999999984,1.725,[3 5]
413,9,634.0955810546875,-0.044999999999999984,2.9000000000000004,[3 6]
413,9,634.984375,-0.87,2.9000000000000004,[2 6]
413,9,635.651123046875,-1.8,2.9000000000000004,[1 6]
413,9,636.76220703125,-3.0250000000000004,2.9000000000000004,[0 6]
413,5,442.3844909667969,-1.8,1.725,[1 5]
413,5,444.3844909667969,-1.8,0.92,[1 4]
413,5,445.05108642578125,-0.87,0.92,[2 4]
413,5,445.7178039550781,-0.044999999999999984,0.92,[3 4]
413,5,446.606689453125,0.8,0.92,[4 4]
413,5,447.49560546875,1.6,0.92,[5 4]
413,16,145.6732940673828,-0.044999999999999984,0.0,[3 3]
413,16,148.1177978515625,-0.044999999999999984,-0.99,[3 2]
413,16,149.00669860839844,-0.87,-0.99,[2 2]
413,16,149.4510955810547,-0.87,-1.9900000000000002,[2 1]
413,16,150.56219482421875,-0.87,-3.095,[2 0]
413,16,151.00669860839844,-1.8,-3.095,[1 0]
413,16,152.56219482421875,-3.0250000000000004,-3.095,[0 0]
413,16,153.00669860839844,-3.0250000000000004,-1.9900000000000002,[0 1]
413,12,396.7510986328125,2.525,0.92,[6 4]
413,12,399.1955871582031,1.6,0.92,[5 4]
413,12,400.08441162109375,0.8,0.92,[4 4]
413,12,400.7510986328125,-0.044999999999999984,0.92,[3 4]
413,12,401.41778564453125,-0.87,0.92,[2 4]
413,12,402.30670166015625,-1.8,0.92,[1 4]
413,12,402.7510986328125,-1.8,1.725,[1 5]
413,8,303.7066955566406,-3.0250000000000004,-1.9900000000000002,[0 1]
413,8,306.3734130859375,-3.0250000000000004,-3.095,[0 0]
413,8,306.81781005859375,-1.8,-3.095,[1 0]
413,8,307.92889404296875,-0.87,-3.095,[2 0]
413,8,308.5956115722656,-0.044999999999999984,-3.095,[3 0]
413,8,309.26220703125,0.8,-3.095,[4 0]
413,8,309.92889404296875,1.6,-3.095,[5 0]
413,8,310.81781005859375,1.6,-1.9900000000000002,[5 1]
413,8,311.92889404296875,1.6,-0.99,[5 2]
413,17,37.52888870239258,1.6,-0.99,[5 2]
413,17,42.417781829833984,0.8,-0.99,[4 2]
413,17,43.52888870239258,-0.044999999999999984,-0.99,[3 2]
413,17,44.862220764160156,-0.87,-0.99,[2 2]
413,17,45.7511100769043,-1.8,-0.99,[1 2]
413,17,47.084449768066406,-3.0250000000000004,-0.99,[0 2]
413,17,47.52888870239258,-3.0250000000000004,0.0,[0 3]
413,17,48.63999938964844,-3.0250000000000004,0.92,[0 4]
413,17,49.084449768066406,-1.8,0.92,[1 4]
413,17,49.52888870239258,-1.8,1.725,[1 5]
413,17,50.417781829833984,-1.8,2.9000000000000004,[1 6]
413,17,51.306671142578125,-3.0250000000000004,2.9000000000000004,[0 6]
413,2,113.45110321044922,-3.0250000000000004,2.9000000000000004,[0 6]
413,2,116.7844009399414,-1.8,2.9000000000000004,[1 6]
413,2,118.33999633789062,-1.8,1.725,[1 5]
413,2,119.89559936523438,-1.8,0.92,[1 4]
413,2,120.56220245361328,-0.87,0.92,[2 4]
413,2,121.45110321044922,-0.044999999999999984,0.92,[3 4]
413,2,122.33999633789062,-0.044999999999999984,0.0,[3 3]
414,19,821.0399780273438,1.6,-1.9900000000000002,[5 1]
414,19,0,1.6,-0.99,[5 2]
414,19,0,0.8,-0.99,[4 2]
414,19,0,-0.044999999999999984,-0.99,[3 2]
414,19,825.7067260742188,-0.87,-0.99,[2 2]
414,19,826.3734130859375,-1.8,-0.99,[1 2]
414,19,827.2623291015625,-3.0250000000000004,-0.99,[0 2]
414,19,827.7067260742188,-3.0250000000000004,0.0,[0 3]
414,19,828.8178100585938,-3.0250000000000004,0.92,[0 4]
414,19,829.2623291015625,-1.8,0.92,[1 4]
414,19,829.484375,-1.8,1.725,[1 5]
414,22,314.94000244140625,-1.8,-3.095,[1 0]
414,22,0,-3.0250000000000004,-3.095,[0 0]
414,22,318.05108642578125,-3.0250000000000004,-1.9900000000000002,[0 1]
414,22,318.7178039550781,-3.0250000000000004,-0.99,[0 2]
414,22,319.8288879394531,-3.0250000000000004,0.0,[0 3]
414,22,320.7178039550781,-3.0250000000000004,0.92,[0 4]
414,22,321.1622009277344,-1.8,0.92,[1 4]
414,22,321.606689453125,-1.8,1.725,[1 5]
414,22,322.2732849121094,-1.8,2.9000000000000004,[1 6]
414,22,323.606689453125,-0.87,2.9000000000000004,[2 6]
414,22,324.2732849121094,-0.044999999999999984,2.9000000000000004,[3 6]
414,22,325.1622009277344,0.8,2.9000000000000004,[4 6]
414,22,325.8288879394531,1.6,2.9000000000000004,[5 6]
414,22,326.49560546875,2.525,2.9000000000000004,[6 6]
414,22,327.8288879394531,2.525,1.725,[6 5]
414,22,328.7178039550781,2.525,0.92,[6 4]
414,22,0,1.6,0.92,[5 4]
414,20,339.6733093261719,1.6,-1.9900000000000002,[5 1]
414,20,342.78448486328125,1.6,-0.99,[5 2]
414,20,343.2289123535156,2.525,-0.99,[6 2]
414,20,344.1177978515625,2.525,0.0,[6 3]
414,20,345.0067138671875,2.525,0.92,[6 4]
414,20,345.8955993652344,2.525,1.725,[6 5]
414,20,346.56219482421875,2.525,2.9000000000000004,[6 6]
414,20,0,1.6,2.9000000000000004,[5 6]
414,14,242.83999633789062,-3.0250000000000004,0.0,[0 3]
414,14,247.50669860839844,-3.0250000000000004,-0.99,[0 2]
414,14,248.83999633789062,-3.0250000000000004,-1.9900000000000002,[0 1]
414,14,250.1732940673828,-3.0250000000000004,-3.095,[0 0]
414,14,251.06219482421875,-1.8,-3.095,[1 0]
414,14,0,-0.87,-3.095,[2 0]
414,14,0,-0.87,-1.9900000000000002,[2 1]
414,14,0,-0.87,-0.99,[2 2]
414,14,252.39559936523438,-1.8,-0.99,[1 2]
414,14,0,-3.0250000000000004,-0.99,[0 2]
414,14,0,-3.0250000000000004,0.0,[0 3]
414,14,0,-3.0250000000000004,0.92,[0 4]
414,14,253.9510955810547,-1.8,0.92,[1 4]
414,14,254.83999633789062,-1.8,1.725,[1 5]
414,14,255.50669860839844,-1.8,2.9000000000000004,[1 6]
414,14,257.5067138671875,-0.87,2.9000000000000004,[2 6]
414,14,258.1733093261719,-0.044999999999999984,2.9000000000000004,[3 6]
414,14,259.28448486328125,0.8,2.9000000000000004,[4 6]
414,14,260.1733093261719,1.6,2.9000000000000004,[5 6]
414,14,260.8399963378906,2.525,2.9000000000000004,[6 6]
414,14,262.1733093261719,2.525,1.725,[6 5]
414,14,263.5067138671875,2.525,0.92,[6 4]
414,14,264.3955993652344,2.525,0.0,[6 3]
414,14,265.28448486328125,2.525,-0.99,[6 2]
414,14,0,1.6,-0.99,[5 2]
414,14,266.8399963378906,1.6,-1.9900000000000002,[5 1]
414,14,0,1.6,-3.095,[5 0]
414,14,267.5067138671875,2.525,-3.095,[6 0]
414,14,268.3955993652344,1.6,-3.095,[5 0]
414,14,0,1.6,-1.9900000000000002,[5 1]
414,14,272.1733093261719,1.6,-0.99,[5 2]
414,14,0,0.8,-0.99,[4 2]
414,14,0,-0.044999999999999984,-0.99,[3 2]
414,14,0,-0.044999999999999984,0.0,[3 3]
414,7,214.6844024658203,-3.0250000000000004,-1.9900000000000002,[0 1]
414,7,0,-3.0250000000000004,-0.99,[0 2]
414,7,0,-1.8,-0.99,[1 2]
414,7,0,-0.87,-0.99,[2 2]
414,7,218.9066925048828,-0.87,-1.9900000000000002,[2 1]
414,7,219.57330322265625,-0.87,-0.99,[2 2]
414,7,220.4622039794922,-0.044999999999999984,-0.99,[3 2]
414,7,221.35110473632812,0.8,-0.99,[4 2]
414,7,222.01780700683594,1.6,-0.99,[5 2]
414,7,223.12890625,2.525,-0.99,[6 2]
414,7,225.12890625,2.525,0.0,[6 3]
414,7,226.01780700683594,2.525,0.92,[6 4]
414,23,878.9177856445312,0.8,-3.095,[4 0]
414,23,0,1.6,-3.095,[5 0]
414,23,0,1.6,-1.9900000000000002,[5 1]
414,23,0,1.6,-0.99,[5 2]
414,23,883.3621826171875,0.8,-0.99,[4 2]
414,23,0,-0.044999999999999984,-0.99,[3 2]
414,23,0,-0.044999999999999984,0.0,[3 3]
414,23,0,-0.044999999999999984,0.92,[3 4]
414,23,0,0.8,0.92,[4 4]
414,23,885.58447265625,1.6,0.92,[5 4]
414,23,0,2.525,0.92,[6 4]
414,23,0,2.525,1.725,[6 5]
414,23,0,2.525,2.9000000000000004,[6 6]
414,23,887.1400146484375,1.6,2.9000000000000004,[5 6]
414,21,673.2067260742188,-1.8,-3.095,[1 0]
414,21,0,-0.87,-3.095,[2 0]
414,21,0,-0.87,-1.9900000000000002,[2 1]
414,21,0,-0.87,-0.99,[2 2]
414,21,678.3178100585938,-1.8,-0.99,[1 2]
414,21,679.2067260742188,-3.0250000000000004,-0.99,[0 2]
414,21,679.4288940429688,-3.0250000000000004,0.0,[0 3]
414,21,0,-3.0250000000000004,0.92,[0 4]
414,21,680.984375,-1.8,0.92,[1 4]
414,21,681.651123046875,-0.87,0.92,[2 4]
414,21,682.0955810546875,-0.044999999999999984,0.92,[3 4]
414,21,682.7623291015625,0.8,0.92,[4 4]
414,21,683.4288940429688,1.6,0.92,[5 4]
414,21,684.0955810546875,2.525,0.92,[6 4]
414,24,765.9622192382812,0.8,-3.095,[4 0]
414,24,0,1.6,-3.095,[5 0]
414,24,0,1.6,-1.9900000000000002,[5 1]
414,24,0,1.6,-0.99,[5 2]
414,24,771.2955932617188,0.8,-0.99,[4 2]
414,24,771.739990234375,1.6,-0.99,[5 2]
414,24,0,2.525,-0.99,[6 2]
414,24,772.62890625,2.525,0.0,[6 3]
414,24,0,2.525,0.92,[6 4]
414,18,580.0623168945312,1.6,-0.99,[5 2]
414,18,582.2844848632812,0.8,-0.99,[4 2]
414,18,0,-0.044999999999999984,-0.99,[3 2]
414,18,583.1732788085938,-0.044999999999999984,0.0,[3 3]
414,18,583.6177978515625,-0.044999999999999984,0.92,[3 4]
414,18,584.0623168945312,-0.87,0.92,[2 4]
414,18,0,-1.8,0.92,[1 4]
414,18,584.9511108398438,-1.8,1.725,[1 5]
414,18,586.9511108398438,-1.8,0.92,[1 4]
414,18,587.1732788085938,-3.0250000000000004,0.92,[0 4]
414,18,0,-3.0250000000000004,0.0,[0 3]
414,10,367.78448486328125,1.6,0.92,[5 4]
414,10,0,0.8,0.92,[4 4]
414,10,0,-0.044999999999999984,0.92,[3 4]
414,10,0,-0.044999999999999984,0.0,[3 3]
414,10,0,-0.044999999999999984,-0.99,[3 2]
414,10,372.2289123535156,0.8,-0.99,[4 2]
414,10,372.8955993652344,-0.044999999999999984,-0.99,[3 2]
414,10,0,0.8,-0.99,[4 2]
414,10,0,1.6,-0.99,[5 2]
414,10,0,1.6,-1.9900000000000002,[5 1]
414,10,0,1.6,-3.095,[5 0]
414,10,374.0067138671875,0.8,-3.095,[4 0]
414,10,375.56219482421875,-0.044999999999999984,-3.095,[3 0]
414,10,376.45111083984375,-0.87,-3.095,[2 0]
414,10,377.1177978515625,-1.8,-3.095,[1 0]
414,10,378.0067138671875,-3.0250000000000004,-3.095,[0 0]
414,10,378.45111083984375,-3.0250000000000004,-1.9900000000000002,[0 1]
414,1,600.9622192382812,-3.0250000000000004,2.9000000000000004,[0 6]
414,1,606.0734252929688,-1.8,2.9000000000000004,[1 6]
414,1,610.2955932617188,-1.8,1.725,[1 5]
414,1,612.0734252929688,-1.8,0.92,[1 4]
414,1,614.517822265625,-0.87,0.92,[2 4]
414,1,615.4066772460938,-0.044999999999999984,0.92,[3 4]
414,1,616.0734252929688,0.8,0.92,[4 4]
414,1,616.739990234375,1.6,0.92,[5 4]
414,1,617.4066772460938,2.525,0.92,[6 4]
414,1,619.1843872070312,2.525,1.725,[6 5]
414,1,620.0734252929688,2.525,2.9000000000000004,[6 6]
414,1,620.9622192382812,1.6,2.9000000000000004,[5 6]
414,1,622.517822265625,0.8,2.9000000000000004,[4 6]
414,1,0,-0.044999999999999984,2.9000000000000004,[3 6]
414,1,0,-0.044999999999999984,1.725,[3 5]
414,1,0,-0.044999999999999984,0.92,[3 4]
414,1,624.517822265625,-0.044999999999999984,0.0,[3 3]
414,1,625.62890625,-0.044999999999999984,-0.99,[3 2]
414,1,626.2955932617188,0.8,-0.99,[4 2]
414,1,627.62890625,1.6,-0.99,[5 2]
414,1,627.85107421875,1.6,-1.9900000000000002,[5 1]
414,15,536.8621826171875,-0.044999999999999984,0.0,[3 3]
414,15,542.6400146484375,-0.044999999999999984,-0.99,[3 2]
414,15,543.7510986328125,0.8,-0.99,[4 2]
414,15,0,-0.044999999999999984,-0.99,[3 2]
414,15,0,-0.87,-0.99,[2 2]
414,15,0,-0.87,-1.9900000000000002,[2 1]
414,15,548.1956176757812,-0.87,-3.095,[2 0]
414,15,548.8621826171875,-1.8,-3.095,[1 0]
414,4,191.51780700683594,1.6,2.9000000000000004,[5 6]
414,4,195.07330322265625,2.525,2.9000000000000004,[6 6]
414,4,199.07330322265625,2.525,1.725,[6 5]
414,4,199.74000549316406,2.525,0.92,[6 4]
414,4,200.62890625,2.525,0.0,[6 3]
