SubjectNum,TrialNum,Time,dX,dZ,pos
401,14,290.6221923828125,-3.0250000000000004,0.92,[0 4]
401,14,291.5111083984375,-1.8,0.92,[1 4]
401,14,292.8445129394531,-0.87,0.92,[2 4]
401,14,293.5111083984375,-0.044999999999999984,0.92,[3 4]
401,14,294.6221923828125,0.8,0.92,[4 4]
401,14,0,-0.044999999999999984,0.92,[3 4]
401,14,0,-0.044999999999999984,0.0,[3 3]
401,7,316.20001220703125,-3.0250000000000004,-1.9900000000000002,[0 1]
401,7,320.20001220703125,-3.0250000000000004,-3.095,[0 0]
401,7,321.31109619140625,-1.8,-3.095,[1 0]
401,7,322.6444091796875,-0.87,-3.095,[2 0]
401,7,324.86669921875,-0.87,-1.9900000000000002,[2 1]
401,7,325.755615234375,-0.87,-0.99,[2 2]
401,7,326.6444091796875,-0.044999999999999984,-0.99,[3 2]
401,7,327.755615234375,-0.044999999999999984,0.0,[3 3]
401,7,328.86669921875,-0.044999999999999984,0.92,[3 4]
401,7,329.53338623046875,-0.87,0.92,[2 4]
401,7,330.4222106933594,-1.8,0.92,[1 4]
401,7,330.86669921875,-1.8,1.725,[1 5]
401,7,331.9778137207031,-1.8,2.9000000000000004,[1 6]
401,7,333.53338623046875,-0.87,2.9000000000000004,[2 6]
401,7,334.4222106933594,-0.044999999999999984,2.9000000000000004,[3 6]
401,7,335.31109619140625,0.8,2.9000000000000004,[4 6]
401,7,335.9778137207031,1.6,2.9000000000000004,[5 6]
401,7,336.6444091796875,2.525,2.9000000000000004,[6 6]
401,7,337.9778137207031,2.525,1.725,[6 5]
401,7,0,2.525,0.92,[6 4]
401,23,358.6444091796875,0.8,-3.095,[4 0]
401,23,360.86669921875,-0.044999999999999984,-3.095,[3 0]
401,23,362.20001220703125,-0.87,-3.095,[2 0]
401,23,363.31109619140625,-0.87,-1.9900000000000002,[2 1]
401,23,364.4222106933594,-0.87,-0.99,[2 2]
401,23,365.0888977050781,-0.044999999999999984,-0.99,[3 2]
401,23,365.755615234375,-0.044999999999999984,0.0,[3 3]
401,23,366.6444091796875,-0.044999999999999984,0.92,[3 4]
401,23,367.31109619140625,-0.044999999999999984,1.725,[3 5]
401,23,368.20001220703125,-0.044999999999999984,2.9000000000000004,[3 6]
401,23,369.0888977050781,0.8,2.9000000000000004,[4 6]
401,23,0,1.6,2.9000000000000004,[5 6]
401,21,389.54449462890625,-1.8,-3.095,[1 0]
401,21,392.6556091308594,-3.0250000000000004,-3.095,[0 0]
401,21,393.54449462890625,-3.0250000000000004,-1.9900000000000002,[0 1]
401,21,394.43328857421875,-3.0250000000000004,-0.99,[0 2]
401,21,395.1000061035156,-3.0250000000000004,0.0,[0 3]
401,21,395.9888916015625,-3.0250000000000004,0.92,[0 4]
401,21,396.43328857421875,-1.8,0.92,[1 4]
401,21,396.6556091308594,-1.8,1.725,[1 5]
401,21,397.54449462890625,-1.8,2.9000000000000004,[1 6]
401,21,398.6556091308594,-0.87,2.9000000000000004,[2 6]
401,21,399.32220458984375,-0.044999999999999984,2.9000000000000004,[3 6]
401,21,399.9888916015625,0.8,2.9000000000000004,[4 6]
401,21,400.6556091308594,1.6,2.9000000000000004,[5 6]
401,21,401.32220458984375,2.525,2.9000000000000004,[6 6]
401,21,402.43328857421875,2.525,1.725,[6 5]
401,21,0,2.525,0.92,[6 4]
401,24,419.2889099121094,0.8,-3.095,[4 0]
401,24,421.5111083984375,-0.044999999999999984,-3.095,[3 0]
401,24,422.8445129394531,-0.87,-3.095,[2 0]
401,24,423.2889099121094,-0.87,-1.9900000000000002,[2 1]
401,24,424.17779541015625,-0.87,-0.99,[2 2]
401,24,424.6221923828125,-0.044999999999999984,-0.99,[3 2]
401,24,425.2889099121094,-0.044999999999999984,0.0,[3 3]
401,24,425.9555969238281,-0.044999999999999984,0.92,[3 4]
401,24,426.6221923828125,-0.044999999999999984,1.725,[3 5]
401,24,427.2889099121094,-0.044999999999999984,2.9000000000000004,[3 6]
401,24,428.3999938964844,0.8,2.9000000000000004,[4 6]
401,24,429.2889099121094,1.6,2.9000000000000004,[5 6]
401,24,429.9555969238281,2.525,2.9000000000000004,[6 6]
401,24,431.06671142578125,2.525,1.725,[6 5]
401,24,0,2.525,0.92,[6 4]
401,18,454.244384765625,1.6,-0.99,[5 2]
401,18,457.13330078125,0.8,-0.99,[4 2]
401,18,457.79998779296875,-0.044999999999999984,-0.99,[3 2]
401,18,458.68890380859375,-0.87,-0.99,[2 2]
401,18,459.3555908203125,-1.8,-0.99,[1 2]
401,18,460.4667053222656,-3.0250000000000004,-0.99,[0 2]
401,18,0,-3.0250000000000004,0.0,[0 3]
401,10,478.8445129394531,1.6,0.92,[5 4]
401,10,481.2889099121094,0.8,0.92,[4 4]
401,10,482.3999938964844,-0.044999999999999984,0.92,[3 4]
401,10,482.6221923828125,-0.044999999999999984,1.725,[3 5]
401,10,483.5111083984375,-0.044999999999999984,2.9000000000000004,[3 6]
401,10,485.2889099121094,-0.87,2.9000000000000004,[2 6]
401,10,486.17779541015625,-1.8,2.9000000000000004,[1 6]
401,10,487.9555969238281,-1.8,1.725,[1 5]
401,10,488.8445129394531,-1.8,0.92,[1 4]
401,10,489.06671142578125,-3.0250000000000004,0.92,[0 4]
401,10,489.7333068847656,-3.0250000000000004,0.0,[0 3]
401,10,490.6221923828125,-3.0250000000000004,-0.99,[0 2]
401,10,0,-3.0250000000000004,-1.9900000000000002,[0 1]
401,1,508.2778015136719,-3.0250000000000004,2.9000000000000004,[0 6]
401,1,510.05560302734375,-1.8,2.9000000000000004,[1 6]
401,1,513.611083984375,-1.8,1.725,[1 5]
401,1,514.7222290039062,-1.8,0.92,[1 4]
401,1,515.1666870117188,-0.87,0.92,[2 4]
401,1,516.0554809570312,-0.044999999999999984,0.92,[3 4]
401,1,516.7222290039062,-0.044999999999999984,0.0,[3 3]
401,1,517.8333740234375,-0.044999999999999984,-0.99,[3 2]
401,1,518.7222290039062,-0.87,-0.99,[2 2]
401,1,519.1666870117188,-0.87,-1.9900000000000002,[2 1]
401,1,520.2777709960938,-0.87,-3.095,[2 0]
401,1,521.1666870117188,-0.044999999999999984,-3.095,[3 0]
401,1,522.0554809570312,0.8,-3.095,[4 0]
401,1,522.7222290039062,1.6,-3.095,[5 0]
401,1,0,1.6,-1.9900000000000002,[5 1]
401,15,537.8555908203125,-0.044999999999999984,0.0,[3 3]
401,15,540.9666748046875,-0.044999999999999984,-0.99,[3 2]
401,15,0,-0.044999999999999984,0.0,[3 3]
401,15,543.4110717773438,-0.044999999999999984,0.92,[3 4]
401,15,544.0778198242188,0.8,0.92,[4 4]
401,15,544.9666748046875,1.6,0.92,[5 4]
401,15,545.6334228515625,2.525,0.92,[6 4]
401,15,546.2999877929688,2.525,1.725,[6 5]
401,15,547.1889038085938,2.525,2.9000000000000004,[6 6]
401,15,548.522216796875,1.6,2.9000000000000004,[5 6]
401,15,549.1889038085938,0.8,2.9000000000000004,[4 6]
401,15,549.8555908203125,-0.044999999999999984,2.9000000000000004,[3 6]
401,15,550.744384765625,-0.87,2.9000000000000004,[2 6]
401,15,551.6334228515625,-1.8,2.9000000000000004,[1 6]
401,15,554.2999877929688,-1.8,1.725,[1 5]
401,15,554.9666748046875,-1.8,0.92,[1 4]
401,15,555.6334228515625,-3.0250000000000004,0.92,[0 4]
401,15,556.0778198242188,-3.0250000000000004,0.0,[0 3]
401,15,557.1889038085938,-3.0250000000000004,-0.99,[0 2]
401,15,558.0778198242188,-3.0250000000000004,-1.9900000000000002,[0 1]
401,15,559.4110717773438,-3.0250000000000004,-3.095,[0 0]
401,15,560.2999877929688,-1.8,-3.095,[1 0]
401,4,581.0778198242188,1.6,2.9000000000000004,[5 6]
401,4,583.522216796875,2.525,2.9000000000000004,[6 6]
401,4,585.9666748046875,2.525,1.725,[6 5]
401,4,586.6334228515625,2.525,0.92,[6 4]
401,4,587.2999877929688,2.525,0.0,[6 3]
401,4,587.9666748046875,2.525,-0.99,[6 2]
401,4,0,1.6,-0.99,[5 2]
401,6,606.4556274414062,-1.8,1.725,[1 5]
401,6,608.9000244140625,-1.8,0.92,[1 4]
401,6,609.5667114257812,-3.0250000000000004,0.92,[0 4]
401,6,610.0111083984375,-3.0250000000000004,0.0,[0 3]
401,6,610.6777954101562,-3.0250000000000004,-0.99,[0 2]
401,6,611.5667114257812,-3.0250000000000004,-1.9900000000000002,[0 1]
401,6,612.4556274414062,-3.0250000000000004,-3.095,[0 0]
401,6,612.9000244140625,-1.8,-3.095,[1 0]
401,6,613.7888793945312,-0.87,-3.095,[2 0]
401,6,614.2332763671875,-0.044999999999999984,-3.095,[3 0]
401,6,614.9000244140625,0.8,-3.095,[4 0]
401,3,634.8333740234375,1.6,2.9000000000000004,[5 6]
401,3,637.7222290039062,0.8,2.9000000000000004,[4 6]
401,3,638.8333740234375,-0.044999999999999984,2.9000000000000004,[3 6]
401,3,639.7222290039062,-0.87,2.9000000000000004,[2 6]
401,3,640.611083984375,-1.8,2.9000000000000004,[1 6]
401,3,642.1666870117188,-1.8,1.725,[1 5]
401,3,642.8333740234375,-1.8,0.92,[1 4]
401,3,643.2777709960938,-3.0250000000000004,0.92,[0 4]
401,3,643.9445190429688,-3.0250000000000004,0.0,[0 3]
401,3,644.8333740234375,-3.0250000000000004,-0.99,[0 2]
401,3,645.9445190429688,-3.0250000000000004,-1.9900000000000002,[0 1]
401,3,646.8333740234375,-3.0250000000000004,-3.095,[0 0]
401,3,647.0554809570312,-1.8,-3.095,[1 0]
401,13,663.5999755859375,-3.0250000000000004,0.0,[0 3]
401,13,667.3778076171875,-3.0250000000000004,-0.99,[0 2]
401,13,668.0443725585938,-1.8,-0.99,[1 2]
401,13,669.1555786132812,-0.87,-0.99,[2 2]
401,13,670.0443725585938,-0.044999999999999984,-0.99,[3 2]
401,13,670.9332885742188,0.8,-0.99,[4 2]
401,13,671.8223266601562,1.6,-0.99,[5 2]
401,13,0,1.6,-1.9900000000000002,[5 1]
401,11,690.111083984375,2.525,0.92,[6 4]
401,11,693.888916015625,1.6,0.92,[5 4]
401,11,694.7777709960938,0.8,0.92,[4 4]
401,11,695.4445190429688,-0.044999999999999984,0.92,[3 4]
401,11,696.3333740234375,-0.87,0.92,[2 4]
401,11,697.0,-1.8,0.92,[1 4]
401,11,697.888916015625,-1.8,1.725,[1 5]
401,11,0,-1.8,0.92,[1 4]
401,11,699.0,-3.0250000000000004,0.92,[0 4]
401,11,699.6666870117188,-3.0250000000000004,0.0,[0 3]
401,9,715.611083984375,1.6,0.92,[5 4]
401,9,718.2777709960938,2.525,0.92,[6 4]
401,9,720.2777709960938,2.525,0.0,[6 3]
401,9,721.388916015625,2.525,-0.99,[6 2]
401,9,0,1.6,-0.99,[5 2]
401,9,722.5,1.6,-1.9900000000000002,[5 1]
401,9,723.1666870117188,1.6,-3.095,[5 0]
401,9,723.388916015625,2.525,-3.095,[6 0]
401,9,0,1.6,-3.095,[5 0]
401,9,0,1.6,-1.9900000000000002,[5 1]
401,9,728.0556030273438,1.6,-0.99,[5 2]
401,9,728.5,0.8,-0.99,[4 2]
401,9,729.388916015625,-0.044999999999999984,-0.99,[3 2]
401,9,729.8333740234375,-0.044999999999999984,0.0,[3 3]
401,9,730.7222290039062,-0.044999999999999984,0.92,[3 4]
401,9,731.611083984375,-0.87,0.92,[2 4]
401,9,732.2777709960938,-1.8,0.92,[1 4]
401,9,732.7222290039062,-1.8,1.725,[1 5]
401,9,733.611083984375,-1.8,2.9000000000000004,[1 6]
401,9,734.0556030273438,-3.0250000000000004,2.9000000000000004,[0 6]
401,5,0.0,-1.8,1.725,[1 5]
401,5,755.0556030273438,-1.8,2.9000000000000004,[1 6]
401,5,757.9445190429688,-0.87,2.9000000000000004,[2 6]
401,5,758.8333740234375,-0.044999999999999984,2.9000000000000004,[3 6]
401,5,759.9445190429688,0.8,2.9000000000000004,[4 6]
401,5,760.8333740234375,1.6,2.9000000000000004,[5 6]
401,5,761.2777709960938,2.525,2.9000000000000004,[6 6]
401,5,762.388916015625,2.525,1.725,[6 5]
401,5,763.0556030273438,2.525,0.92,[6 4]
401,5,0,1.6,0.92,[5 4]
401,16,779.1889038085938,-0.044999999999999984,0.0,[3 3]
401,16,781.4110717773438,-0.044999999999999984,0.92,[3 4]
401,16,782.2999877929688,0.8,0.92,[4 4]
401,16,783.6334228515625,1.6,0.92,[5 4]
401,16,784.2999877929688,2.525,0.92,[6 4]
401,16,784.9666748046875,2.525,1.725,[6 5]
401,16,785.6334228515625,2.525,2.9000000000000004,[6 6]
401,16,786.9666748046875,1.6,2.9000000000000004,[5 6]
401,16,787.6334228515625,0.8,2.9000000000000004,[4 6]
401,16,788.0778198242188,-0.044999999999999984,2.9000000000000004,[3 6]
401,16,788.744384765625,-0.87,2.9000000000000004,[2 6]
401,16,789.4110717773438,-1.8,2.9000000000000004,[1 6]
401,16,793.1889038085938,-1.8,1.725,[1 5]
401,16,793.8555908203125,-1.8,0.92,[1 4]
401,16,794.0778198242188,-3.0250000000000004,0.92,[0 4]
401,16,794.744384765625,-3.0250000000000004,0.0,[0 3]
401,16,795.4110717773438,-3.0250000000000004,-0.99,[0 2]
401,16,0,-3.0250000000000004,-1.9900000000000002,[0 1]
401,12,817.3333740234375,2.525,0.92,[6 4]
401,12,822.2222290039062,1.6,0.92,[5 4]
401,12,823.111083984375,0.8,0.92,[4 4]
401,12,823.7777709960938,-0.044999999999999984,0.92,[3 4]
401,12,824.0,-0.044999999999999984,1.725,[3 5]
401,12,824.888916015625,-0.044999999999999984,2.9000000000000004,[3 6]
401,12,827.7777709960938,-0.87,2.9000000000000004,[2 6]
401,12,828.6666870117188,-1.8,2.9000000000000004,[1 6]
401,12,0,-1.8,1.725,[1 5]
401,8,843.888916015625,-3.0250000000000004,-1.9900000000000002,[0 1]
401,8,845.6666870117188,-3.0250000000000004,-3.095,[0 0]
401,8,845.888916015625,-1.8,-3.095,[1 0]
401,8,847.2222290039062,-0.87,-3.095,[2 0]
401,8,847.888916015625,-0.044999999999999984,-3.095,[3 0]
401,8,848.5556030273438,0.8,-3.095,[4 0]
401,8,849.2222290039062,1.6,-3.095,[5 0]
401,8,850.111083984375,1.6,-1.9900000000000002,[5 1]
401,8,851.0,1.6,-0.99,[5 2]
401,17,858.7111206054688,1.6,-0.99,[5 2]
401,17,861.1555786132812,0.8,-0.99,[4 2]
401,17,862.0444946289062,-0.044999999999999984,-0.99,[3 2]
401,17,862.4888916015625,-0.044999999999999984,0.0,[3 3]
401,17,863.3778076171875,-0.044999999999999984,0.92,[3 4]
401,17,864.2667236328125,-0.044999999999999984,1.725,[3 5]
401,17,864.9332885742188,-0.044999999999999984,2.9000000000000004,[3 6]
401,17,865.8223266601562,-0.87,2.9000000000000004,[2 6]
401,17,866.4888916015625,-1.8,2.9000000000000004,[1 6]
401,17,867.3778076171875,-3.0250000000000004,2.9000000000000004,[0 6]
401,2,886.5,-3.0250000000000004,2.9000000000000004,[0 6]
401,2,888.0556030273438,-1.8,2.9000000000000004,[1 6]
401,2,891.388916015625,-1.8,1.725,[1 5]
401,2,892.7222290039062,-1.8,0.92,[1 4]
401,2,893.611083984375,-0.87,0.92,[2 4]
401,2,894.5,-0.044999999999999984,0.92,[3 4]
401,2,894.9445190429688,-0.044999999999999984,0.0,[3 3]
402,19,409.6556091308594,1.6,-1.9900000000000002,[5 1]
402,19,412.1000061035156,1.6,-0.99,[5 2]
402,19,412.7666931152344,0.8,-0.99,[4 2]
402,19,413.6556091308594,-0.044999999999999984,-0.99,[3 2]
402,19,414.32220458984375,-0.044999999999999984,0.0,[3 3]
402,19,415.43328857421875,-0.044999999999999984,0.92,[3 4]
402,19,416.1000061035156,-0.87,0.92,[2 4]
402,19,417.2110900878906,-1.8,0.92,[1 4]
402,19,0,-1.8,1.725,[1 5]
402,22,286.0888977050781,-1.8,-3.095,[1 0]
402,22,287.6444091796875,-0.87,-3.095,[2 0]
402,22,288.5332946777344,-0.87,-1.9900000000000002,[2 1]
402,22,289.6444091796875,-0.87,-0.99,[2 2]
402,22,290.31109619140625,-0.044999999999999984,-0.99,[3 2]
402,22,291.20001220703125,-0.044999999999999984,0.0,[3 3]
402,22,292.31109619140625,-0.044999999999999984,0.92,[3 4]
402,22,294.0888977050781,0.8,0.92,[4 4]
402,22,0,1.6,0.92,[5 4]
402,20,491.13330078125,1.6,-1.9900000000000002,[5 1]
402,20,0,1.6,-0.99,[5 2]
402,20,493.5777893066406,2.525,-0.99,[6 2]
402,20,494.68890380859375,2.525,0.0,[6 3]
402,20,495.5777893066406,2.525,0.92,[6 4]
402,20,496.244384765625,2.525,1.725,[6 5]
402,20,496.9111022949219,2.525,2.9000000000000004,[6 6]
402,20,0,1.6,2.9000000000000004,[5 6]
402,14,228.54440307617188,-3.0250000000000004,0.0,[0 3]
402,14,230.54440307617188,-3.0250000000000004,0.92,[0 4]
402,14,231.2111053466797,-1.8,0.92,[1 4]
402,14,232.32220458984375,-0.87,0.92,[2 4]
402,14,233.2111053466797,-0.044999999999999984,0.92,[3 4]
402,14,234.10000610351562,0.8,0.92,[4 4]
402,14,235.2111053466797,1.6,0.92,[5 4]
402,14,236.10000610351562,2.525,0.92,[6 4]
402,14,237.2111053466797,2.525,0.0,[6 3]
402,14,238.32220458984375,2.525,-0.99,[6 2]
402,14,239.6555938720703,1.6,-0.99,[5 2]
402,14,240.54440307617188,1.6,-1.9900000000000002,[5 1]
402,14,241.8778076171875,1.6,-3.095,[5 0]
402,14,243.2111053466797,0.8,-3.095,[4 0]
402,14,244.10000610351562,-0.044999999999999984,-3.095,[3 0]
402,14,245.2111053466797,-0.87,-3.095,[2 0]
402,14,246.10000610351562,-1.8,-3.095,[1 0]
402,14,247.6555938720703,-3.0250000000000004,-3.095,[0 0]
402,14,248.32220458984375,-3.0250000000000004,-1.9900000000000002,[0 1]
402,14,249.2111053466797,-3.0250000000000004,-0.99,[0 2]
402,14,0,-3.0250000000000004,0.0,[0 3]
402,14,0,-3.0250000000000004,0.92,[0 4]
402,14,0,-1.8,0.92,[1 4]
402,14,252.32220458984375,-1.8,1.725,[1 5]
402,14,253.4333038330078,-1.8,2.9000000000000004,[1 6]
402,14,255.6555938720703,-0.87,2.9000000000000004,[2 6]
402,14,256.54449462890625,-0.044999999999999984,2.9000000000000004,[3 6]
402,14,257.6554870605469,0.8,2.9000000000000004,[4 6]
402,14,0,-0.044999999999999984,2.9000000000000004,[3 6]
402,14,0,-0.044999999999999984,1.725,[3 5]
402,14,0,-0.044999999999999984,0.92,[3 4]
402,14,0,-0.044999999999999984,0.0,[3 3]
402,7,741.611083984375,-3.0250000000000004,-1.9900000000000002,[0 1]
402,7,744.0556030273438,-3.0250000000000004,-0.99,[0 2]
402,7,745.1666870117188,-3.0250000000000004,0.0,[0 3]
402,7,746.2777709960938,-3.0250000000000004,0.92,[0 4]
402,7,746.5,-1.8,0.92,[1 4]
402,7,747.8333740234375,-0.87,0.92,[2 4]
402,7,748.5,-0.044999999999999984,0.92,[3 4]
402,7,749.1666870117188,0.8,0.92,[4 4]
402,7,749.8333740234375,1.6,0.92,[5 4]
402,7,750.5,2.525,0.92,[6 4]
402,23,694.4332885742188,0.8,-3.095,[4 0]
402,23,696.8778076171875,-0.044999999999999984,-3.095,[3 0]
402,23,697.7667236328125,-0.87,-3.095,[2 0]
402,23,698.6555786132812,-1.8,-3.095,[1 0]
402,23,700.2111206054688,-3.0250000000000004,-3.095,[0 0]
402,23,700.8778076171875,-3.0250000000000004,-1.9900000000000002,[0 1]
402,23,701.9888916015625,-3.0250000000000004,-0.99,[0 2]
402,23,702.6555786132812,-3.0250000000000004,0.0,[0 3]
402,23,703.3223266601562,-3.0250000000000004,0.92,[0 4]
402,23,0,-1.8,0.92,[1 4]
402,23,704.2111206054688,-1.8,1.725,[1 5]
402,23,705.0999755859375,-1.8,2.9000000000000004,[1 6]
402,23,706.2111206054688,-0.87,2.9000000000000004,[2 6]
402,23,706.8778076171875,-0.044999999999999984,2.9000000000000004,[3 6]
402,23,707.7667236328125,0.8,2.9000000000000004,[4 6]
402,23,0,1.6,2.9000000000000004,[5 6]
402,21,356.16668701171875,-1.8,-3.095,[1 0]
402,21,357.5,-0.87,-3.095,[2 0]
402,21,358.6111145019531,-0.87,-1.9900000000000002,[2 1]
402,21,359.5,-0.87,-0.99,[2 2]
402,21,360.16668701171875,-0.044999999999999984,-0.99,[3 2]
402,21,361.2778015136719,0.8,-0.99,[4 2]
402,21,362.16668701171875,1.6,-0.99,[5 2]
402,21,362.83331298828125,2.525,-0.99,[6 2]
402,21,363.7221984863281,2.525,0.0,[6 3]
402,21,0,2.525,0.92,[6 4]
402,24,380.6111145019531,0.8,-3.095,[4 0]
402,24,381.9444885253906,1.6,-3.095,[5 0]
402,24,383.05560302734375,1.6,-1.9900000000000002,[5 1]
402,24,0,1.6,-0.99,[5 2]
402,24,383.9444885253906,2.525,-0.99,[6 2]
402,24,385.05560302734375,2.525,0.0,[6 3]
402,24,0,2.525,0.92,[6 4]
402,18,605.5999755859375,1.6,-0.99,[5 2]
402,18,607.8223266601562,0.8,-0.99,[4 2]
402,18,608.7111206054688,-0.044999999999999984,-0.99,[3 2]
402,18,609.5999755859375,-0.87,-0.99,[2 2]
402,18,610.2667236328125,-1.8,-0.99,[1 2]
402,18,611.3778076171875,-3.0250000000000004,-0.99,[0 2]
402,18,0,-3.0250000000000004,0.0,[0 3]
402,10,331.31109619140625,1.6,0.92,[5 4]
402,10,333.0888977050781,0.8,0.92,[4 4]
402,10,333.9778137207031,-0.044999999999999984,0.92,[3 4]
402,10,334.6444091796875,-0.044999999999999984,0.0,[3 3]
402,10,335.755615234375,-0.044999999999999984,-0.99,[3 2]
402,10,336.20001220703125,-0.87,-0.99,[2 2]
402,10,337.0888977050781,-1.8,-0.99,[1 2]
402,10,338.20001220703125,-3.0250000000000004,-0.99,[0 2]
402,10,0,-3.0250000000000004,-1.9900000000000002,[0 1]
402,1,0.0,-3.0250000000000004,2.9000000000000004,[0 6]
402,1,668.36669921875,-1.8,2.9000000000000004,[1 6]
402,1,671.255615234375,-1.8,1.725,[1 5]
402,1,672.1444702148438,-1.8,0.92,[1 4]
402,1,0,-0.87,0.92,[2 4]
402,1,0,-0.044999999999999984,0.92,[3 4]
402,1,674.8112182617188,0.8,0.92,[4 4]
402,1,675.7000122070312,1.6,0.92,[5 4]
402,1,676.36669921875,2.525,0.92,[6 4]
402,1,677.255615234375,2.525,0.0,[6 3]
402,1,678.36669921875,2.525,-0.99,[6 2]
402,1,0,1.6,-0.99,[5 2]
402,1,0,1.6,-1.9900000000000002,[5 1]
402,15,149.44439697265625,-0.044999999999999984,0.0,[3 3]
402,15,151.44439697265625,-0.044999999999999984,-0.99,[3 2]
402,15,152.55560302734375,-0.87,-0.99,[2 2]
402,15,153.44439697265625,-1.8,-0.99,[1 2]
402,15,155.0,-3.0250000000000004,-0.99,[0 2]
402,15,156.3332977294922,-3.0250000000000004,0.0,[0 3]
402,15,157.6667022705078,-3.0250000000000004,0.92,[0 4]
402,15,158.77780151367188,-1.8,0.92,[1 4]
402,15,159.0,-1.8,1.725,[1 5]
402,15,160.55560302734375,-1.8,2.9000000000000004,[1 6]
402,15,162.11109924316406,-0.87,2.9000000000000004,[2 6]
402,15,163.0,-0.044999999999999984,2.9000000000000004,[3 6]
402,15,163.88890075683594,0.8,2.9000000000000004,[4 6]
402,15,164.77780151367188,1.6,2.9000000000000004,[5 6]
402,15,165.88890075683594,2.525,2.9000000000000004,[6 6]
402,15,167.6667022705078,2.525,1.725,[6 5]
402,15,168.77780151367188,2.525,0.92,[6 4]
402,15,170.55560302734375,2.525,0.0,[6 3]
402,15,171.6667022705078,2.525,-0.99,[6 2]
402,15,173.0,1.6,-0.99,[5 2]
402,15,174.11109924316406,1.6,-1.9900000000000002,[5 1]
402,15,175.44439697265625,1.6,-3.095,[5 0]
402,15,177.22219848632812,0.8,-3.095,[4 0]
402,15,178.3332977294922,-0.044999999999999984,-3.095,[3 0]
402,15,179.22219848632812,-0.87,-3.095,[2 0]
402,15,0,-1.8,-3.095,[1 0]
402,4,113.9666976928711,1.6,2.9000000000000004,[5 6]
402,4,117.07779693603516,0.8,2.9000000000000004,[4 6]
402,4,117.9666976928711,-0.044999999999999984,2.9000000000000004,[3 6]
402,4,119.07779693603516,-0.044999999999999984,1.725,[3 5]
402,4,120.18890380859375,-0.044999999999999984,0.92,[3 4]
402,4,121.07779693603516,0.8,0.92,[4 4]
402,4,121.9666976928711,1.6,0.92,[5 4]
402,4,123.07779693603516,2.525,0.92,[6 4]
402,4,125.07779693603516,2.525,0.0,[6 3]
402,4,126.63330078125,2.525,-0.99,[6 2]
402,4,128.18890380859375,1.6,-0.99,[5 2]
402,6,512.9332885742188,-1.8,1.725,[1 5]
402,6,515.1555786132812,-1.8,0.92,[1 4]
402,6,515.8222045898438,-0.87,0.92,[2 4]
402,6,516.9332885742188,-0.044999999999999984,0.92,[3 4]
402,6,517.8222045898438,0.8,0.92,[4 4]
402,6,518.7111206054688,1.6,0.92,[5 4]
402,6,519.5999755859375,2.525,0.92,[6 4]
402,6,520.7111206054688,2.525,0.0,[6 3]
402,6,522.0443725585938,2.525,-0.99,[6 2]
