Subject,Age,Gender,AllowedTime,Order,Center,Top,Target,TargetAngle,EstimateAngle,AngularError,DSP_Trial,targetAngle
610,19,male,60,5,You,wheelbarrow,stove,308.0,203.0,105.0,dsp1_22,46.32060338
611,19,male,60,23,You,wheelbarrow,stove,308.0,223.0,85.0,dsp1_22,46.32060338
612,18,male,60,8,You,wheelbarrow,stove,308.0,57.0,109.0,dsp1_22,46.32060338
613,18,male,60,17,You,wheelbarrow,stove,308.0,223.0,85.0,dsp1_22,46.32060338
614,19,male,60,15,You,wheelbarrow,stove,308.0,64.0,116.0,dsp1_22,46.32060338
615,20,male,60,2,You,wheelbarrow,stove,308.0,219.0,89.0,dsp1_22,46.32060338
616,19,male,60,24,You,wheelbarrow,stove,308.0,108.0,160.0,dsp1_22,46.32060338
617,19,male,60,2,You,wheelbarrow,stove,308.0,206.0,102.0,dsp1_22,46.32060338
618,19,male,60,23,You,wheelbarrow,stove,308.0,107.0,159.0,dsp1_22,46.32060338
619,20,male,60,10,You,wheelbarrow,stove,308.0,45.0,97.0,dsp1_22,46.32060338
620,18,male,60,15,You,wheelbarrow,stove,308.0,39.0,91.0,dsp1_22,46.32060338
621,25,female,60,19,You,wheelbarrow,stove,308.0,358.0,50.0,dsp1_22,46.32060338
622,18,male,60,7,You,wheelbarrow,stove,308.0,214.0,94.0,dsp1_22,46.32060338
623,19,female,60,27,You,wheelbarrow,stove,308.0,298.0,10.0,dsp1_22,46.32060338
624,18,female,60,9,You,wheelbarrow,stove,308.0,46.0,98.0,dsp1_22,46.32060338
625,20,female,60,20,You,wheelbarrow,stove,308.0,120.0,172.0,dsp1_22,46.32060338
626,18,male,60,17,You,wheelbarrow,stove,308.0,44.0,96.0,dsp1_22,46.32060338
627,19,male,60,26,You,wheelbarrow,stove,308.0,177.0,131.0,dsp1_22,46.32060338
628,18,female,60,17,You,wheelbarrow,stove,308.0,63.0,115.0,dsp1_22,46.32060338
629,20,male,60,9,You,wheelbarrow,stove,308.0,77.0,129.0,dsp1_22,46.32060338
630,19,female,60,3,You,wheelbarrow,stove,308.0,27.0,79.0,dsp1_22,46.32060338
631,21,female,60,13,You,wheelbarrow,stove,308.0,182.0,126.0,dsp1_22,46.32060338
632,18,female,60,25,You,wheelbarrow,stove,308.0,198.0,110.0,dsp1_22,46.32060338
633,19,female,60,22,You,wheelbarrow,stove,308.0,28.0,80.0,dsp1_22,46.32060338
634,18,female,60,21,You,wheelbarrow,stove,308.0,297.0,11.0,dsp1_22,46.32060338
635,18,male,60,26,You,wheelbarrow,stove,308.0,238.0,70.0,dsp1_22,46.32060338
636,19,female,60,21,You,wheelbarrow,stove,308.0,289.0,19.0,dsp1_22,46.32060338
637,18,male,60,7,You,wheelbarrow,stove,308.0,125.0,177.0,dsp1_22,46.32060338
638,20,female,60,17,You,wheelbarrow,stove,308.0,66.0,118.0,dsp1_22,46.32060338
639,18,female,60,13,You,wheelbarrow,stove,308.0,18.0,70.0,dsp1_22,46.32060338
641,18,male,60,11,You,wheelbarrow,stove,308.0,19.0,71.0,dsp1_22,46.32060338
642,19,female,60,22,You,wheelbarrow,stove,308.0,189.0,119.0,dsp1_22,46.32060338
643,18,female,60,20,You,wheelbarrow,stove,308.0,118.0,170.0,dsp1_22,46.32060338
645,18,male,60,2,You,wheelbarrow,stove,308.0,305.0,3.0,dsp1_22,46.32060338
646,18,male,60,25,You,wheelbarrow,stove,308.0,354.0,46.0,dsp1_22,46.32060338
647,19,female,60,17,You,wheelbarrow,stove,308.0,43.0,95.0,dsp1_22,46.32060338
648,18,female,60,2,You,wheelbarrow,stove,308.0,26.0,78.0,dsp1_22,46.32060338
649,20,female,60,1,You,wheelbarrow,stove,308.0,234.0,74.0,dsp1_22,46.32060338
650,19,female,60,20,You,wheelbarrow,stove,308.0,22.0,74.0,dsp1_22,46.32060338
651,19,female,60,1,You,wheelbarrow,stove,308.0,50.0,102.0,dsp1_22,46.32060338
653,20,female,60,3,You,wheelbarrow,stove,308.0,231.0,77.0,dsp1_22,46.32060338
656,18,female,60,11,You,wheelbarrow,stove,308.0,169.0,139.0,dsp1_22,46.32060338
657,19,female,60,6,You,wheelbarrow,stove,308.0,95.0,147.0,dsp1_22,46.32060338
658,19,female,60,8,You,wheelbarrow,stove,308.0,252.0,56.0,dsp1_22,46.32060338
660,19,male,60,5,You,wheelbarrow,stove,308.0,35.0,87.0,dsp1_22,46.32060338
662,18,female,60,22,You,wheelbarrow,stove,308.0,286.0,22.0,dsp1_22,46.32060338
663,18,female,60,5,You,wheelbarrow,stove,308.0,31.0,83.0,dsp1_22,46.32060338
664,18,female,60,7,You,wheelbarrow,stove,308.0,229.0,79.0,dsp1_22,46.32060338
665,18,female,60,26,You,wheelbarrow,stove,308.0,25.0,77.0,dsp1_22,46.32060338
666,18,male,60,18,You,wheelbarrow,stove,308.0,29.0,81.0,dsp1_22,46.32060338
667,19,male,60,14,You,wheelbarrow,stove,308.0,242.0,66.0,dsp1_22,46.32060338
668,19,male,60,16,You,wheelbarrow,stove,308.0,219.0,89.0,dsp1_22,46.32060338
669,18,male,60,5,You,wheelbarrow,stove,308.0,26.0,78.0,dsp1_22,46.32060338
670,19,male,60,26,You,wheelbarrow,stove,308.0,13.0,65.0,dsp1_22,46.32060338
640,18,female,60,13,You,wheelbarrow,stove,308.0,301.0,7.0,dsp1_22,46.32060338
604,20,male,60,7,You,stove,bookshelf,199.0,214.0,15.0,dsp1_14,198.6302112
605,18,male,60,7,You,stove,bookshelf,199.0,223.0,24.0,dsp1_14,198.6302112
606,20,male,60,19,You,stove,bookshelf,199.0,193.0,6.0,dsp1_14,198.6302112
607,20,female,60,15,You,stove,bookshelf,199.0,257.0,58.0,dsp1_14,198.6302112
608,21,male,60,8,You,stove,bookshelf,199.0,206.0,7.0,dsp1_14,198.6302112
609,18,male,60,14,You,stove,bookshelf,199.0,210.0,11.0,dsp1_14,198.6302112
610,19,male,60,8,You,stove,bookshelf,199.0,227.0,28.0,dsp1_14,198.6302112
611,19,male,60,10,You,stove,bookshelf,199.0,234.0,35.0,dsp1_14,198.6302112
612,18,male,60,27,You,stove,bookshelf,199.0,228.0,29.0,dsp1_14,198.6302112
613,18,male,60,5,You,stove,bookshelf,199.0,216.0,17.0,dsp1_14,198.6302112
614,19,male,60,22,You,stove,bookshelf,199.0,219.0,20.0,dsp1_14,198.6302112
615,20,male,60,23,You,stove,bookshelf,199.0,212.0,13.0,dsp1_14,198.6302112
616,19,male,60,16,You,stove,bookshelf,199.0,223.0,24.0,dsp1_14,198.6302112
617,19,male,60,19,You,stove,bookshelf,199.0,245.0,46.0,dsp1_14,198.6302112
618,19,male,60,2,You,stove,bookshelf,199.0,164.0,35.0,dsp1_14,198.6302112
619,20,male,60,16,You,stove,bookshelf,199.0,204.0,5.0,dsp1_14,198.6302112
620,18,male,60,8,You,stove,bookshelf,199.0,217.0,18.0,dsp1_14,198.6302112
621,25,female,60,15,You,stove,bookshelf,199.0,180.0,19.0,dsp1_14,198.6302112
622,18,male,60,21,You,stove,bookshelf,199.0,225.0,26.0,dsp1_14,198.6302112
623,19,female,60,13,You,stove,bookshelf,199.0,183.0,16.0,dsp1_14,198.6302112
624,18,female,60,15,You,stove,bookshelf,199.0,190.0,9.0,dsp1_14,198.6302112
625,20,female,60,9,You,stove,bookshelf,199.0,98.0,101.0,dsp1_14,198.6302112
626,18,male,60,3,You,stove,bookshelf,199.0,199.0,0.0,dsp1_14,198.6302112
627,19,male,60,10,You,stove,bookshelf,199.0,200.0,1.0,dsp1_14,198.6302112
628,18,female,60,20,You,stove,bookshelf,199.0,63.0,136.0,dsp1_14,198.6302112
629,20,male,60,4,You,stove,bookshelf,199.0,219.0,20.0,dsp1_14,198.6302112
630,19,female,60,6,You,stove,bookshelf,199.0,247.0,48.0,dsp1_14,198.6302112
631,21,female,60,8,You,stove,bookshelf,199.0,87.0,112.0,dsp1_14,198.6302112
632,18,female,60,10,You,stove,bookshelf,199.0,224.0,25.0,dsp1_14,198.6302112
633,19,female,60,18,You,stove,bookshelf,199.0,176.0,23.0,dsp1_14,198.6302112
634,18,female,60,7,You,stove,bookshelf,199.0,335.0,136.0,dsp1_14,198.6302112
635,18,male,60,22,You,stove,bookshelf,199.0,14.0,175.0,dsp1_14,198.6302112
636,19,female,60,24,You,stove,bookshelf,199.0,331.0,132.0,dsp1_14,198.6302112
637,18,male,60,23,You,stove,bookshelf,199.0,145.0,54.0,dsp1_14,198.6302112
638,20,female,60,8,You,stove,bookshelf,199.0,239.0,40.0,dsp1_14,198.6302112
639,18,female,60,6,You,stove,bookshelf,199.0,259.0,60.0,dsp1_14,198.6302112
641,18,male,60,19,You,stove,bookshelf,199.0,200.0,1.0,dsp1_14,198.6302112
642,19,female,60,26,You,stove,bookshelf,199.0,245.0,46.0,dsp1_14,198.6302112
643,18,female,60,10,You,stove,bookshelf,199.0,148.0,51.0,dsp1_14,198.6302112
645,18,male,60,15,You,stove,bookshelf,199.0,275.0,76.0,dsp1_14,198.6302112
646,18,male,60,19,You,stove,bookshelf,199.0,188.0,11.0,dsp1_14,198.6302112
647,19,female,60,23,You,stove,bookshelf,199.0,204.0,5.0,dsp1_14,198.6302112
648,18,female,60,9,You,stove,bookshelf,199.0,190.0,9.0,dsp1_14,198.6302112
649,20,female,60,14,You,stove,bookshelf,199.0,141.0,58.0,dsp1_14,198.6302112
650,19,female,60,21,You,stove,bookshelf,199.0,206.0,7.0,dsp1_14,198.6302112
651,19,female,60,8,You,stove,bookshelf,199.0,53.0,146.0,dsp1_14,198.6302112
653,20,female,60,26,You,stove,bookshelf,199.0,231.0,32.0,dsp1_14,198.6302112
656,18,female,60,2,You,stove,bookshelf,199.0,144.0,55.0,dsp1_14,198.6302112
657,19,female,60,8,You,stove,bookshelf,199.0,270.0,71.0,dsp1_14,198.6302112
658,19,female,60,2,You,stove,bookshelf,199.0,273.0,74.0,dsp1_14,198.6302112
660,19,male,60,9,You,stove,bookshelf,199.0,230.0,31.0,dsp1_14,198.6302112
662,18,female,60,13,You,stove,bookshelf,199.0,135.0,64.0,dsp1_14,198.6302112
663,18,female,60,18,You,stove,bookshelf,199.0,238.0,39.0,dsp1_14,198.6302112
664,18,female,60,25,You,stove,bookshelf,199.0,312.0,113.0,dsp1_14,198.6302112
665,18,female,60,17,You,stove,bookshelf,199.0,91.0,108.0,dsp1_14,198.6302112
666,18,male,60,6,You,stove,bookshelf,199.0,211.0,12.0,dsp1_14,198.6302112
667,19,male,60,22,You,stove,bookshelf,199.0,234.0,35.0,dsp1_14,198.6302112
668,19,male,60,10,You,stove,bookshelf,199.0,57.0,142.0,dsp1_14,198.6302112
669,18,male,60,3,You,stove,bookshelf,199.0,209.0,10.0,dsp1_14,198.6302112
670,19,male,60,15,You,stove,bookshelf,199.0,200.0,1.0,dsp1_14,198.6302112
640,18,female,60,7,You,stove,bookshelf,199.0,100.0,99.0,dsp1_14,198.6302112
604,20,male,60,8,You,mailbox,harp,56.0,64.0,8.0,dsp1_06,56.07515838
605,18,male,60,27,You,mailbox,harp,56.0,281.0,135.0,dsp1_06,56.07515838
606,20,male,60,24,You,mailbox,harp,56.0,212.0,156.0,dsp1_06,56.07515838
607,20,female,60,6,You,mailbox,harp,56.0,237.0,179.0,dsp1_06,56.07515838
608,21,male,60,19,You,mailbox,harp,56.0,34.0,22.0,dsp1_06,56.07515838
609,18,male,60,15,You,mailbox,harp,56.0,38.0,18.0,dsp1_06,56.07515838
610,19,male,60,3,You,mailbox,harp,56.0,39.0,17.0,dsp1_06,56.07515838
611,19,male,60,26,You,mailbox,harp,56.0,156.0,100.0,dsp1_06,56.07515838
612,18,male,60,6,You,mailbox,harp,56.0,49.0,7.0,dsp1_06,56.07515838
613,18,male,60,27,You,mailbox,harp,56.0,61.0,5.0,dsp1_06,56.07515838
614,19,male,60,27,You,mailbox,harp,56.0,53.0,3.0,dsp1_06,56.07515838
615,20,male,60,4,You,mailbox,harp,56.0,260.0,156.0,dsp1_06,56.07515838
616,19,male,60,11,You,mailbox,harp,56.0,64.0,8.0,dsp1_06,56.07515838
617,19,male,60,9,You,mailbox,harp,56.0,51.0,5.0,dsp1_06,56.07515838
618,19,male,60,21,You,mailbox,harp,56.0,89.0,33.0,dsp1_06,56.07515838
619,20,male,60,3,You,mailbox,harp,56.0,58.0,2.0,dsp1_06,56.07515838
620,18,male,60,2,You,mailbox,harp,56.0,75.0,19.0,dsp1_06,56.07515838
621,25,female,60,2,You,mailbox,harp,56.0,168.0,112.0,dsp1_06,56.07515838
622,18,male,60,2,You,mailbox,harp,56.0,33.0,23.0,dsp1_06,56.07515838
623,19,female,60,24,You,mailbox,harp,56.0,61.0,5.0,dsp1_06,56.07515838
624,18,female,60,22,You,mailbox,harp,56.0,26.0,30.0,dsp1_06,56.07515838
625,20,female,60,23,You,mailbox,harp,56.0,99.0,43.0,dsp1_06,56.07515838
626,18,male,60,13,You,mailbox,harp,56.0,56.0,0.0,dsp1_06,56.07515838
627,19,male,60,4,You,mailbox,harp,56.0,230.0,174.0,dsp1_06,56.07515838
628,18,female,60,2,You,mailbox,harp,56.0,232.0,176.0,dsp1_06,56.07515838
629,20,male,60,2,You,mailbox,harp,56.0,28.0,28.0,dsp1_06,56.07515838
630,19,female,60,17,You,mailbox,harp,56.0,36.0,20.0,dsp1_06,56.07515838
631,21,female,60,18,You,mailbox,harp,56.0,44.0,12.0,dsp1_06,56.07515838
632,18,female,60,1,You,mailbox,harp,56.0,284.0,132.0,dsp1_06,56.07515838
633,19,female,60,23,You,mailbox,harp,56.0,63.0,7.0,dsp1_06,56.07515838
634,18,female,60,4,You,mailbox,harp,56.0,320.0,96.0,dsp1_06,56.07515838
635,18,male,60,9,You,mailbox,harp,56.0,300.0,116.0,dsp1_06,56.07515838
636,19,female,60,1,You,mailbox,harp,56.0,69.0,13.0,dsp1_06,56.07515838
637,18,male,60,27,You,mailbox,harp,56.0,127.0,71.0,dsp1_06,56.07515838
638,20,female,60,19,You,mailbox,harp,56.0,55.0,1.0,dsp1_06,56.07515838
639,18,female,60,21,You,mailbox,harp,56.0,161.0,105.0,dsp1_06,56.07515838
641,18,male,60,5,You,mailbox,harp,56.0,38.0,18.0,dsp1_06,56.07515838
642,19,female,60,10,You,mailbox,harp,56.0,60.0,4.0,dsp1_06,56.07515838
643,18,female,60,16,You,mailbox,harp,56.0,224.0,168.0,dsp1_06,56.07515838
645,18,male,60,23,You,mailbox,harp,56.0,246.0,170.0,dsp1_06,56.07515838
646,18,male,60,18,You,mailbox,harp,56.0,25.0,31.0,dsp1_06,56.07515838
647,19,female,60,7,You,mailbox,harp,56.0,182.0,126.0,dsp1_06,56.07515838
648,18,female,60,23,You,mailbox,harp,56.0,39.0,17.0,dsp1_06,56.07515838
649,20,female,60,12,You,mailbox,harp,56.0,59.0,3.0,dsp1_06,56.07515838
650,19,female,60,22,You,mailbox,harp,56.0,137.0,81.0,dsp1_06,56.07515838
651,19,female,60,10,You,mailbox,harp,56.0,38.0,18.0,dsp1_06,56.07515838
653,20,female,60,22,You,mailbox,harp,56.0,137.0,81.0,dsp1_06,56.07515838
656,18,female,60,16,You,mailbox,harp,56.0,57.0,1.0,dsp1_06,56.07515838
657,19,female,60,9,You,mailbox,harp,56.0,92.0,36.0,dsp1_06,56.07515838
658,19,female,60,25,You,mailbox,harp,56.0,241.0,175.0,dsp1_06,56.07515838
660,19,male,60,8,You,mailbox,harp,56.0,53.0,3.0,dsp1_06,56.07515838
662,18,female,60,26,You,mailbox,harp,56.0,272.0,144.0,dsp1_06,56.07515838
663,18,female,60,9,You,mailbox,harp,56.0,336.0,80.0,dsp1_06,56.07515838
664,18,female,60,27,You,mailbox,harp,56.0,45.0,11.0,dsp1_06,56.07515838
665,18,female,60,7,You,mailbox,harp,56.0,38.0,18.0,dsp1_06,56.07515838
666,18,male,60,11,You,mailbox,harp,56.0,49.0,7.0,dsp1_06,56.07515838
667,19,male,60,24,You,mailbox,harp,56.0,202.0,146.0,dsp1_06,56.07515838
668,19,male,60,4,You,mailbox,harp,56.0,89.0,33.0,dsp1_06,56.07515838
669,18,male,60,14,You,mailbox,harp,56.0,67.0,11.0,dsp1_06,56.07515838
670,19,male,60,12,You,mailbox,harp,56.0,20.0,36.0,dsp1_06,56.07515838
640,18,female,60,18,You,mailbox,harp,56.0,128.0,72.0,dsp1_06,56.07515838
604,20,male,60,9,You,telescope,trashcan,336.0,325.0,11.0,dsp1_07,336.3772285
605,18,male,60,9,You,telescope,trashcan,336.0,63.0,87.0,dsp1_07,336.3772285
606,20,male,60,20,You,telescope,trashcan,336.0,14.0,38.0,dsp1_07,336.3772285
607,20,female,60,19,You,telescope,trashcan,336.0,149.0,173.0,dsp1_07,336.3772285
608,21,male,60,17,You,telescope,trashcan,336.0,28.0,52.0,dsp1_07,336.3772285
609,18,male,60,16,You,telescope,trashcan,336.0,308.0,28.0,dsp1_07,336.3772285
610,19,male,60,14,You,telescope,trashcan,336.0,291.0,45.0,dsp1_07,336.3772285
611,19,male,60,27,You,telescope,trashcan,336.0,24.0,48.0,dsp1_07,336.3772285
612,18,male,60,24,You,telescope,trashcan,336.0,47.0,71.0,dsp1_07,336.3772285
613,18,male,60,2,You,telescope,trashcan,336.0,178.0,158.0,dsp1_07,336.3772285
614,19,male,60,16,You,telescope,trashcan,336.0,0.0,24.0,dsp1_07,336.3772285
615,20,male,60,5,You,telescope,trashcan,336.0,96.0,120.0,dsp1_07,336.3772285
616,19,male,60,18,You,telescope,trashcan,336.0,53.0,77.0,dsp1_07,336.3772285
617,19,male,60,22,You,telescope,trashcan,336.0,64.0,88.0,dsp1_07,336.3772285
618,19,male,60,20,You,telescope,trashcan,336.0,235.0,101.0,dsp1_07,336.3772285
619,20,male,60,9,You,telescope,trashcan,336.0,347.0,11.0,dsp1_07,336.3772285
620,18,male,60,16,You,telescope,trashcan,336.0,46.0,70.0,dsp1_07,336.3772285
621,25,female,60,17,You,telescope,trashcan,336.0,180.0,156.0,dsp1_07,336.3772285
622,18,male,60,13,You,telescope,trashcan,336.0,332.0,4.0,dsp1_07,336.3772285
623,19,female,60,19,You,telescope,trashcan,336.0,18.0,42.0,dsp1_07,336.3772285
624,18,female,60,20,You,telescope,trashcan,336.0,36.0,60.0,dsp1_07,336.3772285
625,20,female,60,3,You,telescope,trashcan,336.0,172.0,164.0,dsp1_07,336.3772285
626,18,male,60,4,You,telescope,trashcan,336.0,44.0,68.0,dsp1_07,336.3772285
627,19,male,60,20,You,telescope,trashcan,336.0,187.0,149.0,dsp1_07,336.3772285
628,18,female,60,14,You,telescope,trashcan,336.0,17.0,41.0,dsp1_07,336.3772285
629,20,male,60,17,You,telescope,trashcan,336.0,348.0,12.0,dsp1_07,336.3772285
630,19,female,60,24,You,telescope,trashcan,336.0,347.0,11.0,dsp1_07,336.3772285
631,21,female,60,25,You,telescope,trashcan,336.0,17.0,41.0,dsp1_07,336.3772285
632,18,female,60,11,You,telescope,trashcan,336.0,156.0,180.0,dsp1_07,336.3772285
633,19,female,60,19,You,telescope,trashcan,336.0,331.0,5.0,dsp1_07,336.3772285
634,18,female,60,14,You,telescope,trashcan,336.0,99.0,123.0,dsp1_07,336.3772285
635,18,male,60,5,You,telescope,trashcan,336.0,29.0,53.0,dsp1_07,336.3772285
636,19,female,60,25,You,telescope,trashcan,336.0,320.0,16.0,dsp1_07,336.3772285
637,18,male,60,12,You,telescope,trashcan,336.0,176.0,160.0,dsp1_07,336.3772285
638,20,female,60,3,You,telescope,trashcan,336.0,131.0,155.0,dsp1_07,336.3772285
639,18,female,60,5,You,telescope,trashcan,336.0,44.0,68.0,dsp1_07,336.3772285
641,18,male,60,15,You,telescope,trashcan,336.0,344.0,8.0,dsp1_07,336.3772285
642,19,female,60,5,You,telescope,trashcan,336.0,171.0,165.0,dsp1_07,336.3772285
643,18,female,60,5,You,telescope,trashcan,336.0,197.0,139.0,dsp1_07,336.3772285
645,18,male,60,1,You,telescope,trashcan,336.0,56.0,80.0,dsp1_07,336.3772285
646,18,male,60,11,You,telescope,trashcan,336.0,11.0,35.0,dsp1_07,336.3772285
647,19,female,60,4,You,telescope,trashcan,336.0,246.0,90.0,dsp1_07,336.3772285
648,18,female,60,15,You,telescope,trashcan,336.0,355.0,19.0,dsp1_07,336.3772285
649,20,female,60,27,You,telescope,trashcan,336.0,121.0,145.0,dsp1_07,336.3772285
650,19,female,60,18,You,telescope,trashcan,336.0,89.0,113.0,dsp1_07,336.3772285
651,19,female,60,19,You,telescope,trashcan,336.0,311.0,25.0,dsp1_07,336.3772285
653,20,female,60,27,You,telescope,trashcan,336.0,312.0,24.0,dsp1_07,336.3772285
656,18,female,60,24,You,telescope,trashcan,336.0,114.0,138.0,dsp1_07,336.3772285
657,19,female,60,22,You,telescope,trashcan,336.0,36.0,60.0,dsp1_07,336.3772285
658,19,female,60,21,You,telescope,trashcan,336.0,66.0,90.0,dsp1_07,336.3772285
660,19,male,60,17,You,telescope,trashcan,336.0,0.0,24.0,dsp1_07,336.3772285
662,18,female,60,6,You,telescope,trashcan,336.0,287.0,49.0,dsp1_07,336.3772285
663,18,female,60,4,You,telescope,trashcan,336.0,315.0,21.0,dsp1_07,336.3772285
664,18,female,60,10,You,telescope,trashcan,336.0,318.0,18.0,dsp1_07,336.3772285
665,18,female,60,4,You,telescope,trashcan,336.0,138.0,162.0,dsp1_07,336.3772285
666,18,male,60,25,You,telescope,trashcan,336.0,333.0,3.0,dsp1_07,336.3772285
667,19,male,60,5,You,telescope,trashcan,336.0,98.0,122.0,dsp1_07,336.3772285
668,19,male,60,2,You,telescope,trashcan,336.0,203.0,133.0,dsp1_07,336.3772285
669,18,male,60,16,You,telescope,trashcan,336.0,346.0,10.0,dsp1_07,336.3772285
670,19,male,60,24,You,telescope,trashcan,336.0,90.0,114.0,dsp1_07,336.3772285
640,18,female,60,3,You,telescope,trashcan,336.0,149.0,173.0,dsp1_07,336.3772285
604,20,male,60,10,You,stove,chair,240.0,230.0,10.0,dsp1_13,240.1214585
605,18,male,60,23,You,stove,chair,240.0,242.0,2.0,dsp1_13,240.1214585
606,20,male,60,27,You,stove,chair,240.0,163.0,77.0,dsp1_13,240.1214585
607,20,female,60,17,You,stove,chair,240.0,169.0,71.0,dsp1_13,240.1214585
608,21,male,60,7,You,stove,chair,240.0,151.0,89.0,dsp1_13,240.1214585
609,18,male,60,9,You,stove,chair,240.0,227.0,13.0,dsp1_13,240.1214585
610,19,male,60,16,You,stove,chair,240.0,238.0,2.0,dsp1_13,240.1214585
611,19,male,60,13,You,stove,chair,240.0,284.0,44.0,dsp1_13,240.1214585
612,18,male,60,5,You,stove,chair,240.0,178.0,62.0,dsp1_13,240.1214585
613,18,male,60,11,You,stove,chair,240.0,165.0,75.0,dsp1_13,240.1214585
614,19,male,60,26,You,stove,chair,240.0,239.0,1.0,dsp1_13,240.1214585
615,20,male,60,19,You,stove,chair,240.0,228.0,12.0,dsp1_13,240.1214585
616,19,male,60,3,You,stove,chair,240.0,213.0,27.0,dsp1_13,240.1214585
617,19,male,60,14,You,stove,chair,240.0,82.0,158.0,dsp1_13,240.1214585
618,19,male,60,18,You,stove,chair,240.0,155.0,85.0,dsp1_13,240.1214585
619,20,male,60,14,You,stove,chair,240.0,265.0,25.0,dsp1_13,240.1214585
620,18,male,60,18,You,stove,chair,240.0,244.0,4.0,dsp1_13,240.1214585
621,25,female,60,18,You,stove,chair,240.0,355.0,115.0,dsp1_13,240.1214585
622,18,male,60,4,You,stove,chair,240.0,62.0,178.0,dsp1_13,240.1214585
623,19,female,60,1,You,stove,chair,240.0,261.0,21.0,dsp1_13,240.1214585
624,18,female,60,10,You,stove,chair,240.0,301.0,61.0,dsp1_13,240.1214585
625,20,female,60,12,You,stove,chair,240.0,296.0,56.0,dsp1_13,240.1214585
626,18,male,60,8,You,stove,chair,240.0,251.0,11.0,dsp1_13,240.1214585
627,19,male,60,22,You,stove,chair,240.0,122.0,118.0,dsp1_13,240.1214585
628,18,female,60,19,You,stove,chair,240.0,28.0,148.0,dsp1_13,240.1214585
629,20,male,60,21,You,stove,chair,240.0,228.0,12.0,dsp1_13,240.1214585
630,19,female,60,26,You,stove,chair,240.0,163.0,77.0,dsp1_13,240.1214585
631,21,female,60,9,You,stove,chair,240.0,226.0,14.0,dsp1_13,240.1214585
632,18,female,60,26,You,stove,chair,240.0,137.0,103.0,dsp1_13,240.1214585
633,19,female,60,16,You,stove,chair,240.0,243.0,3.0,dsp1_13,240.1214585
634,18,female,60,6,You,stove,chair,240.0,231.0,9.0,dsp1_13,240.1214585
635,18,male,60,24,You,stove,chair,240.0,222.0,18.0,dsp1_13,240.1214585
636,19,female,60,27,You,stove,chair,240.0,98.0,142.0,dsp1_13,240.1214585
637,18,male,60,17,You,stove,chair,240.0,217.0,23.0,dsp1_13,240.1214585
638,20,female,60,25,You,stove,chair,240.0,129.0,111.0,dsp1_13,240.1214585
639,18,female,60,19,You,stove,chair,240.0,93.0,147.0,dsp1_13,240.1214585
641,18,male,60,7,You,stove,chair,240.0,213.0,27.0,dsp1_13,240.1214585
642,19,female,60,19,You,stove,chair,240.0,222.0,18.0,dsp1_13,240.1214585
643,18,female,60,1,You,stove,chair,240.0,238.0,2.0,dsp1_13,240.1214585
645,18,male,60,18,You,stove,chair,240.0,247.0,7.0,dsp1_13,240.1214585
646,18,male,60,7,You,stove,chair,240.0,272.0,32.0,dsp1_13,240.1214585
647,19,female,60,19,You,stove,chair,240.0,27.0,147.0,dsp1_13,240.1214585
648,18,female,60,17,You,stove,chair,240.0,269.0,29.0,dsp1_13,240.1214585
649,20,female,60,11,You,stove,chair,240.0,131.0,109.0,dsp1_13,240.1214585
650,19,female,60,14,You,stove,chair,240.0,176.0,64.0,dsp1_13,240.1214585
651,19,female,60,11,You,stove,chair,240.0,156.0,84.0,dsp1_13,240.1214585
653,20,female,60,25,You,stove,chair,240.0,138.0,102.0,dsp1_13,240.1214585
656,18,female,60,18,You,stove,chair,240.0,218.0,22.0,dsp1_13,240.1214585
657,19,female,60,23,You,stove,chair,240.0,293.0,53.0,dsp1_13,240.1214585
658,19,female,60,7,You,stove,chair,240.0,111.0,129.0,dsp1_13,240.1214585
660,19,male,60,6,You,stove,chair,240.0,237.0,3.0,dsp1_13,240.1214585
662,18,female,60,21,You,stove,chair,240.0,227.0,13.0,dsp1_13,240.1214585
663,18,female,60,19,You,stove,chair,240.0,209.0,31.0,dsp1_13,240.1214585
664,18,female,60,21,You,stove,chair,240.0,63.0,177.0,dsp1_13,240.1214585
665,18,female,60,8,You,stove,chair,240.0,92.0,148.0,dsp1_13,240.1214585
666,18,male,60,22,You,stove,chair,240.0,219.0,21.0,dsp1_13,240.1214585
667,19,male,60,13,You,stove,chair,240.0,155.0,85.0,dsp1_13,240.1214585
668,19,male,60,18,You,stove,chair,240.0,197.0,43.0,dsp1_13,240.1214585
669,18,male,60,9,You,stove,chair,240.0,248.0,8.0,dsp1_13,240.1214585
670,19,male,60,9,You,stove,chair,240.0,200.0,40.0,dsp1_13,240.1214585
640,18,female,60,1,You,stove,chair,240.0,63.0,177.0,dsp1_13,240.1214585
604,20,male,60,11,You,telescope,wheelbarrow,350.0,353.0,3.0,dsp1_08,350.1060793
605,18,male,60,5,You,telescope,wheelbarrow,350.0,68.0,78.0,dsp1_08,350.1060793
606,20,male,60,21,You,telescope,wheelbarrow,350.0,336.0,14.0,dsp1_08,350.1060793
607,20,female,60,7,You,telescope,wheelbarrow,350.0,224.0,126.0,dsp1_08,350.1060793
608,21,male,60,5,You,telescope,wheelbarrow,350.0,198.0,152.0,dsp1_08,350.1060793
609,18,male,60,27,You,telescope,wheelbarrow,350.0,330.0,20.0,dsp1_08,350.1060793
