TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
8,1,59.28109,139.8627,-80.58160999999998, Well, Stove,23.88631
24,2,-13.73625,-49.85279,36.11654, Wheelbarrow, Stove,24.70337
17,3,36.14411,-36.09407,72.23818, Mailbox, Piano,15.57941
6,4,-8.861887,-2.913495,-5.948391999999999, Harp, Piano,32.42645
21,5,-9.335005,-121.5305,112.19549500000001, Bookshelf, Table,28.99054
3,6,15.29859,24.73069,-9.432099999999998, Chair, Table,22.33472
15,7,34.45676,-156.2066,190.66336, Trashcan, Plant,15.74612
9,8,59.03624,108.8188,-49.78256, Harp, Plant,43.96967
10,9,-113.806,151.2295,-265.0355, Stove, Bookshelf,46.33795
11,10,-26.45092,-155.7204,129.26948000000002, Plant, Bookshelf,9.62439
2,11,-47.57915,10.1685,-57.74765, Telescope, Trashcan,21.40104
7,12,-17.84276,-13.0517,-4.791059999999998, Table, Trashcan,36.29659
4,13,-177.7973,156.9717,-334.769, Well, Telescope,22.31879
20,14,33.21947,0.0,33.21947, Wheelbarrow, Telescope,36.41339
14,15,-20.4692,-20.9935,0.5243000000000002, Mailbox, Wheelbarrow,21.00061
23,16,-15.7642,-141.7693,126.00509999999998, Plant, Wheelbarrow,20.13324
5,17,-152.0108,146.6573,-298.6681, Stove, Harp,23.51921
19,18,-14.3936,-4.299151,-10.094449, Telescope, Harp,24.80353
12,19,-44.03445,-47.17128,3.1368300000000033, Table, Well,56.51334
18,20,-47.92247,8.961795,-56.884265, Piano, Well,18.83228
1,21,48.23252,-146.2155,194.44801999999999, Trashcan, Mailbox,77.06337
16,22,57.65254,-51.54441,109.19695, Bookshelf, Mailbox,46.45502
13,23,125.8698,-10.49368,136.36348, Piano, Chair,51.92596
22,24,12.71658,-125.6807,138.39728, Trashcan, Chair,25.98804
