TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
15,1,113.3507,139.8627,-26.511999999999986, Well, Stove,47.38898
14,2,-110.9778,-49.85279,-61.12501, Wheelbarrow, Stove,12.02655
2,3,90.0,-36.09407,126.09407, Mailbox, Piano,42.21823
22,4,106.7645,-2.913495,109.677995, Harp, Piano,2.618591
8,5,-112.4856,-121.5305,9.044899999999998, Bookshelf, Table,18.41505
7,6,48.98251,24.73069,24.25182, Chair, Table,21.80144
10,7,135.0,-156.2066,291.2066, Trashcan, Plant,17.83133
1,8,91.76241,108.8188,-17.056389999999993, Harp, Plant,39.79937
21,9,106.7645,151.2295,-44.465, Stove, Bookshelf,10.27527
6,10,-162.0309,-155.7204,-6.3104999999999905, Plant, Bookshelf,16.56343
4,11,-54.2064,10.1685,-64.3749, Telescope, Trashcan,14.87892
19,12,8.341108,-13.0517,21.392808000000002, Table, Trashcan,22.23468
5,13,92.7927,156.9717,-64.179, Well, Telescope,9.274399
11,14,-27.41935,0.0,-27.41935, Wheelbarrow, Telescope,23.61935
24,15,-13.40586,-20.9935,7.58764, Mailbox, Wheelbarrow,7.205658
23,16,0.0,-141.7693,141.7693, Plant, Wheelbarrow,44.08621
20,17,138.1034,146.6573,-8.553899999999999, Stove, Harp,14.72897
16,18,-11.66638,-4.299151,-7.367229, Telescope, Harp,14.81207
17,19,-20.60323,-47.17128,26.568050000000003, Table, Well,9.224365
12,20,14.73032,8.961795,5.768525, Piano, Well,19.39948
3,21,142.5238,-146.2155,288.73929999999996, Trashcan, Mailbox,45.48729
18,22,135.397,-51.54441,186.94141, Bookshelf, Mailbox,9.874786
9,23,179.5585,-10.49368,190.05218000000002, Piano, Chair,31.97623
13,24,-46.25219,-125.6807,79.42851, Trashcan, Chair,11.25919
