TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 22, 155.9373, -51.54441, 207.4817, Bookshelf, Mailbox, 19.61596
2, 5, 12.09478, -121.5305, 133.6253, Bookshelf, Table, 15.79641
3, 4, -148.1726, -2.913495, -145.2591, Harp, Piano, 51.00858
4, 21, -129.8896, -146.2155, 16.32597, Trashcan, Mailbox, 37.76433
5, 3, 32.27557, -36.09407, 68.36964, Mailbox, Piano, 17.63104
6, 10, -108.6247, -155.7204, 47.09575, Plant, Bookshelf, 35.56264
7, 12, -28.35504, -13.0517, -15.30334, Table, Trashcan, 29.35733
8, 19, 137.3783, -47.17128, 184.5496, Table, Well, 20.5168
9, 1, 110.4676, 139.8627, -29.3951, Well, Stove, 36.11308
10, 7, 118.6442, -156.2066, 274.8508, Trashcan, Plant, 41.93451
11, 23, 161.5651, -10.49368, 172.0587, Piano, Chair, 25.37085
12, 15, 34.43893, -20.9935, 55.43243, Mailbox, Wheelbarrow, 27.35556
13, 9, -83.72272, 151.2295, -234.9522, Stove, Bookshelf, 10.09161
14, 24, -140.1944, -125.6807, -14.51371, Trashcan, Chair, 20.11646
15, 13, -162.6176, 156.9717, -319.5893, Well, Telescope, 33.66116
16, 2, 109.584, -49.85279, 159.4368, Wheelbarrow, Stove, 44.0527
17, 20, 22.7215, 8.961795, 13.75971, Piano, Well, 24.13657
18, 14, 125.1033, 0, 125.1033, Wheelbarrow, Telescope, 13.69452
19, 6, 16.35583, 24.73069, -8.374859, Chair, Table, 9.424805
20, 18, 42.99746, -4.299151, 47.29662, Telescope, Harp, 9.140442
21, 17, -161.8962, 146.6573, -308.5535, Stove, Harp, 8.656982
22, 16, 24.1791, -141.7693, 165.9484, Plant, Wheelbarrow, 9.174377
23, 11, 33.48619, 10.1685, 23.31769, Telescope, Trashcan, 9.958069
24, 8, -140.7106, 108.8188, -249.5294, Harp, Plant, 10.59204
