TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 8, 65.14075, 108.8188, -43.67806, Harp, Plant, 22.58521
2, 7, -167.7995, -156.2066, -11.59296, Trashcan, Plant, 8.006592
3, 17, -46.63658, 146.6573, -193.2938, Stove, Harp, 16.74707
4, 1, 84.84991, 139.8627, -55.01275, Well, Stove, 23.23584
5, 9, -121.6378, 151.2295, -272.8673, Stove, Bookshelf, 15.07886
6, 6, 55.86724, 24.73069, 31.13655, Chair, Table, 15.2959
7, 2, 139.6107, -49.85279, 189.4634, Wheelbarrow, Stove, 19.63281
8, 22, 147.2445, -51.54441, 198.789, Bookshelf, Mailbox, 14.46191
9, 10, -11.83158, -155.7204, 143.8889, Plant, Bookshelf, 9.140869
10, 11, 0, 10.1685, -10.1685, Telescope, Trashcan, 7.205811
11, 23, -57.38846, -10.49368, -46.89478, Piano, Chair, 10.42529
12, 20, 41.78051, 8.961795, 32.81871, Piano, Well, 3.653076
13, 21, -28.82435, -146.2155, 117.3912, Trashcan, Mailbox, 30.5918
14, 5, 25.82895, -121.5305, 147.3595, Bookshelf, Table, 8.640381
15, 15, -88.49255, -20.9935, -67.49905, Mailbox, Wheelbarrow, 4.954102
16, 4, 14.15548, -2.913495, 17.06898, Harp, Piano, 9.741211
17, 18, -142.3904, -4.299151, -138.0912, Telescope, Harp, 8.490479
18, 14, 161.301, 0, 161.301, Wheelbarrow, Telescope, 5.387451
19, 3, 158.587, -36.09407, 194.6811, Mailbox, Piano, 16.79736
20, 12, 0, -13.0517, 13.0517, Table, Trashcan, 10.79224
21, 19, -37.73887, -47.17128, 9.432407, Table, Well, 3.152344
22, 13, 43.9806, 156.9717, -112.9911, Well, Telescope, 4.587158
23, 24, 149.0362, -125.6807, 274.7169, Trashcan, Chair, 10.24194
24, 16, 35.24206, -141.7693, 177.0114, Plant, Wheelbarrow, 5.887939
