TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
2,1,144.5667,139.8627,4.704000000000008, Well, Stove,13.67798
15,2,40.6792,-49.85279,90.53199000000001, Wheelbarrow, Stove,9.457733
5,3,-36.43086,-36.09407,-0.3367900000000006, Mailbox, Piano,26.92221
19,4,-91.80402,-2.913495,-88.890525, Harp, Piano,12.07666
10,5,-129.5226,-121.5305,-7.992100000000008, Bookshelf, Table,10.39195
8,6,48.15484,24.73069,23.42415, Chair, Table,7.989883
12,7,-128.3334,-156.2066,27.873199999999997, Trashcan, Plant,20.09979
16,8,-159.2459,108.8188,-268.0647, Harp, Plant,15.67958
23,9,165.8885,151.2295,14.658999999999992, Stove, Bookshelf,9.558075
1,10,-134.0371,-155.7204,21.683300000000003, Plant, Bookshelf,23.35295
4,11,0.0,10.1685,-10.1685, Telescope, Trashcan,13.92807
14,12,15.9454,-13.0517,28.9971, Table, Trashcan,10.74222
22,13,151.8214,156.9717,-5.150299999999987, Well, Telescope,6.154816
9,14,51.43475,0.0,51.43475, Wheelbarrow, Telescope,8.790451
7,15,-62.47472,-20.9935,-41.48121999999999, Mailbox, Wheelbarrow,10.32518
17,16,-56.69771,-141.7693,85.07158999999999, Plant, Wheelbarrow,12.94388
20,17,-17.42989,146.6573,-164.08719, Stove, Harp,15.76285
24,18,-38.99098,-4.299151,-34.691829, Telescope, Harp,8.306824
13,19,-40.36452,-47.17128,6.806760000000004, Table, Well,7.522766
11,20,-88.87669,8.961795,-97.83848499999999, Piano, Well,15.21248
21,21,-33.31062,-146.2155,112.90487999999999, Trashcan, Mailbox,11.85986
3,22,-46.49436,-51.54441,5.050049999999999, Bookshelf, Mailbox,21.18396
18,23,-91.80402,-10.49368,-81.31034, Piano, Chair,10.19168
6,24,-119.4274,-125.6807,6.253299999999996, Trashcan, Chair,16.83042
