TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
18,1,62.02052,139.8627,-77.84217999999998, Well, Stove,16.71375
9,2,53.90171,-49.85279,103.75450000000001, Wheelbarrow, Stove,28.25658
6,3,-40.39989,-36.09407,-4.305819999999997, Mailbox, Piano,28.52335
16,4,112.6033,-2.913495,115.516795, Harp, Piano,20.63379
1,5,-137.4896,-121.5305,-15.959099999999992, Bookshelf, Table,46.35487
2,6,50.3767,24.73069,25.64601, Chair, Table,18.365
3,7,-150.7086,-156.2066,5.498000000000019, Trashcan, Plant,23.80289
14,8,128.3866,108.8188,19.56779999999999, Harp, Plant,15.87973
11,9,158.4481,151.2295,7.218600000000009, Stove, Bookshelf,9.157532
21,10,-179.0608,-155.7204,-23.34039999999999, Plant, Bookshelf,37.84775
12,11,-18.12189,10.1685,-28.290390000000002, Telescope, Trashcan,7.372742
19,12,-36.48602,-13.0517,-23.434320000000003, Table, Trashcan,9.140808
13,13,161.1839,156.9717,4.212199999999996, Well, Telescope,45.62085
23,14,23.24101,0.0,23.24101, Wheelbarrow, Telescope,39.73273
10,15,-59.16874,-20.9935,-38.17524, Mailbox, Wheelbarrow,17.38095
4,16,-40.25952,-141.7693,101.50977999999998, Plant, Wheelbarrow,22.23507
15,17,137.7029,146.6573,-8.954399999999993, Stove, Harp,22.6351
22,18,-168.8112,-4.299151,-164.51204900000002, Telescope, Harp,20.68365
17,19,-39.62659,-47.17128,7.544690000000003, Table, Well,16.7471
20,20,-89.46118,8.961795,-98.422975, Piano, Well,30.00803
5,21,-158.7694,-146.2155,-12.553899999999999, Trashcan, Mailbox,21.05065
7,22,-36.73282,-51.54441,14.811590000000002, Bookshelf, Mailbox,31.12556
8,23,-157.0403,-10.49368,-146.54662, Piano, Chair,36.04631
24,24,-9.642653,-125.6807,116.038047, Trashcan, Chair,21.70129
