TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
6,1,138.2777,139.8627,-1.5849999999999795, Well, Stove,26.78857
22,2,-24.69157,-49.85279,25.16122, Wheelbarrow, Stove,7.322632
13,3,-24.44396,-36.09407,11.650110000000002, Mailbox, Piano,7.639557
21,4,5.882432,-2.913495,8.795926999999999, Harp, Piano,11.3429
24,5,-96.58196,-121.5305,24.94854000000001, Bookshelf, Table,26.4718
14,6,9.950622,24.73069,-14.780068, Chair, Table,21.45096
4,7,-162.4745,-156.2066,-6.267899999999997, Trashcan, Plant,14.61197
11,8,90.6296,108.8188,-18.1892, Harp, Plant,19.79987
1,9,154.4626,151.2295,3.2331000000000074, Stove, Bookshelf,20.48343
3,10,-129.5881,-155.7204,26.132300000000015, Plant, Bookshelf,27.15564
18,11,8.392928,10.1685,-1.7755720000000004, Telescope, Trashcan,16.29694
15,12,-12.47909,-13.0517,0.572610000000001, Table, Trashcan,8.657104
23,13,148.9027,156.9717,-8.068999999999988, Well, Telescope,30.32495
9,14,-11.39216,0.0,-11.39216, Wheelbarrow, Telescope,18.2485
10,15,8.777828,-20.9935,29.771328, Mailbox, Wheelbarrow,32.27646
7,16,-155.9892,-141.7693,-14.219900000000024, Plant, Wheelbarrow,12.34375
20,17,144.8336,146.6573,-1.8237000000000023, Stove, Harp,37.29706
5,18,-8.202361,-4.299151,-3.9032099999999996, Telescope, Harp,17.51428
19,19,-43.2212,-47.17128,3.95008, Table, Well,19.98315
8,20,10.46922,8.961795,1.5074249999999996, Piano, Well,13.92798
17,21,-140.1944,-146.2155,6.02109999999999, Trashcan, Mailbox,7.022278
2,22,-13.4652,-51.54441,38.07921, Bookshelf, Mailbox,18.64874
12,23,-11.16488,-10.49368,-0.6712000000000007, Piano, Chair,32.82678
16,24,-101.9762,-125.6807,23.704499999999996, Trashcan, Chair,10.87561
