TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 2, -29.84591, -49.85279, 20.00688, Wheelbarrow, Stove, 35.54594
2, 9, 154.5108, 151.2295, 3.281265, Stove, Bookshelf, 8.006737
3, 13, 38.92759, 156.9717, -118.0441, Well, Telescope, 7.439232
4, 19, -96.86996, -47.17128, -49.69869, Table, Well, 6.171848
5, 1, -144.6052, 139.8627, -284.4679, Well, Stove, 6.405186
6, 17, 117.672, 146.6573, -28.98523, Stove, Harp, 5.571358
7, 6, -67.34061, 24.73069, -92.07129, Chair, Table, 4.820557
8, 4, -146.3099, -2.913495, -143.3964, Harp, Piano, 6.672157
9, 22, 67.65934, -51.54441, 119.2038, Bookshelf, Mailbox, 5.504547
10, 15, 126.0273, -20.9935, 147.0208, Mailbox, Wheelbarrow, 5.488037
11, 23, -142.2243, -10.49368, -131.7306, Piano, Chair, 5.487564
12, 21, 32.78428, -146.2155, 178.9998, Trashcan, Mailbox, 5.454514
13, 20, 46.60605, 8.961795, 37.64425, Piano, Well, 8.056686
14, 11, -62.31892, 10.1685, -72.48743, Telescope, Trashcan, 9.891365
15, 24, -62.31892, -125.6807, 63.3618, Trashcan, Chair, 1.484718
16, 7, 53.90174, -156.2066, 210.1083, Trashcan, Plant, 2.902382
17, 5, 124.6241, -121.5305, 246.1546, Bookshelf, Table, 1.968292
18, 16, -29.11618, -141.7693, 112.6531, Plant, Wheelbarrow, 3.319382
19, 8, -161.565, 108.8188, -270.3839, Harp, Plant, 3.919998
20, 10, -21.03757, -155.7204, 134.6829, Plant, Bookshelf, 2.652054
21, 18, 27.37773, -4.299151, 31.67688, Telescope, Harp, 3.986511
22, 12, -52.792, -13.0517, -39.7403, Table, Trashcan, 5.688141
23, 3, 49.83046, -36.09407, 85.92454, Mailbox, Piano, 2.351883
24, 14, -138.5448, 0, -138.5448, Wheelbarrow, Telescope, 4.937561
