TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 15, -36.76191, -20.9935, -15.76841, Mailbox, Wheelbarrow, 46.97205
2, 3, -37.74681, -36.09407, -1.65274, Mailbox, Piano, 27.68933
3, 1, 135.8185, 139.8627, -4.044205, Well, Stove, 17.91455
4, 10, -156.5014, -155.7204, -0.7809906, Plant, Bookshelf, 21.85132
5, 4, -0.2853053, -2.913495, 2.628189, Harp, Piano, 16.29688
6, 11, -7.020795, 10.1685, -17.1893, Telescope, Trashcan, 23.16907
7, 9, 152.0329, 151.2295, 0.80336, Stove, Bookshelf, 17.69763
8, 6, 17.82974, 24.73069, -6.900944, Chair, Table, 13.29443
9, 19, -34.90894, -47.17128, 12.26234, Table, Well, 17.46423
10, 17, 142.3806, 146.6573, -4.276611, Stove, Harp, 11.65967
11, 23, -13.59096, -10.49368, -3.097276, Piano, Chair, 14.82886
12, 22, -25.05403, -51.54441, 26.49039, Bookshelf, Mailbox, 22.75208
13, 12, -33.07682, -13.0517, -20.02512, Table, Trashcan, 26.47156
14, 13, 162.1399, 156.9717, 5.168198, Well, Telescope, 14.91235
15, 2, -29.16762, -49.85279, 20.68517, Wheelbarrow, Stove, 26.9054
16, 7, -138.8141, -156.2066, 17.39253, Trashcan, Plant, 14.8125
17, 14, -13.54795, 0, -13.54795, Wheelbarrow, Telescope, 25.03687
18, 8, -169.3508, 108.8188, -278.1696, Harp, Plant, 14.46191
19, 24, -110.9426, -125.6807, 14.73811, Trashcan, Chair, 14.16138
20, 20, 22.02728, 8.961795, 13.06548, Piano, Well, 11.84326
21, 18, -2.51684, -4.299151, 1.782312, Telescope, Harp, 15.24609
22, 21, -116.1468, -146.2155, 30.06873, Trashcan, Mailbox, 12.02637
23, 16, -135.339, -141.7693, 6.430298, Plant, Wheelbarrow, 14.02832
24, 5, -92.09528, -121.5305, 29.43525, Bookshelf, Table, 9.357422
