TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
4,1,126.076,139.8627,-13.786699999999996, Well, Stove,24.52012
17,2,-29.59655,-49.85279,20.25624, Wheelbarrow, Stove,7.623016
7,3,-39.98687,-36.09407,-3.892800000000001, Mailbox, Piano,29.99127
9,4,0.0,-2.913495,2.913495, Harp, Piano,12.1926
3,5,-102.1886,-121.5305,19.34190000000001, Bookshelf, Table,27.27247
8,6,39.13041,24.73069,14.399719999999999, Chair, Table,18.03207
12,7,-127.4927,-156.2066,28.71390000000001, Trashcan, Plant,12.42661
1,8,97.49586,108.8188,-11.322940000000003, Harp, Plant,75.16173
14,9,175.7636,151.2295,24.534099999999995, Stove, Bookshelf,31.84283
16,10,-135.4511,-155.7204,20.269300000000015, Plant, Bookshelf,11.54269
15,11,-46.33221,10.1685,-56.500710000000005, Telescope, Trashcan,19.78293
2,12,-13.7816,-13.0517,-0.7298999999999989, Table, Trashcan,20.11643
5,13,-160.4892,156.9717,-317.46090000000004, Well, Telescope,36.11311
23,14,0.3058279,0.0,0.3058279, Wheelbarrow, Telescope,11.42603
10,15,-22.26399,-20.9935,-1.2704899999999988, Mailbox, Wheelbarrow,9.39093
13,16,-147.1715,-141.7693,-5.402200000000022, Plant, Wheelbarrow,21.10095
11,17,120.9638,146.6573,-25.693499999999986, Stove, Harp,31.77643
6,18,-46.46881,-4.299151,-42.169658999999996, Telescope, Harp,17.04732
19,19,-44.19306,-47.17128,2.9782200000000003, Table, Well,63.58554
21,20,-50.7679,8.961795,-59.729695, Piano, Well,8.306641
24,21,-129.8056,-146.2155,16.409899999999993, Trashcan, Mailbox,12.39362
22,22,-23.24291,-51.54441,28.3015, Bookshelf, Mailbox,13.97833
20,23,-66.5601,-10.49368,-56.06642000000001, Piano, Chair,11.7597
18,24,-95.08623,-125.6807,30.59447, Trashcan, Chair,22.21835
