TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
9,1,45.42128,139.8627,-94.44142, Well, Stove,17.68155
18,2,37.13394,-49.85279,86.98673, Wheelbarrow, Stove,25.97107
22,3,99.31931,-36.09407,135.41338000000002, Mailbox, Piano,11.07562
2,4,-174.5962,-2.913495,-171.682705, Harp, Piano,17.69799
6,5,121.7903,-121.5305,243.32080000000002, Bookshelf, Table,11.3931
5,6,-81.51839,24.73069,-106.24907999999999, Chair, Table,12.49321
23,7,100.6539,-156.2066,256.8605, Trashcan, Plant,30.87552
4,8,-140.2854,108.8188,-249.1042, Harp, Plant,20.51711
8,9,-107.6761,151.2295,-258.9056, Stove, Bookshelf,26.38835
16,10,33.62766,-155.7204,189.34806, Plant, Bookshelf,38.76508
1,11,54.81615,10.1685,44.64765, Telescope, Trashcan,76.56291
14,12,61.80871,-13.0517,74.86041, Table, Trashcan,11.42603
15,13,-50.90619,156.9717,-207.87789, Well, Telescope,23.5694
24,14,-81.92678,0.0,-81.92678, Wheelbarrow, Telescope,16.71368
13,15,-55.00797,-20.9935,-34.01447, Mailbox, Wheelbarrow,20.38318
11,16,-54.76456,-141.7693,87.00473999999998, Plant, Wheelbarrow,10.92586
17,17,-21.39982,146.6573,-168.05712, Stove, Harp,23.36938
20,18,-77.4302,-4.299151,-73.131049, Telescope, Harp,28.63971
7,19,-149.5143,-47.17128,-102.34302, Table, Well,13.02708
19,20,100.7263,8.961795,91.764505, Piano, Well,9.758423
21,21,-136.9183,-146.2155,9.297200000000004, Trashcan, Mailbox,10.65906
10,22,131.7675,-51.54441,183.31191, Bookshelf, Mailbox,20.74979
12,23,38.33868,-10.49368,48.832359999999994, Piano, Chair,15.14612
3,24,104.9667,-125.6807,230.6474, Trashcan, Chair,22.4516
