TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 1, 136.5823, 138.3917, -1.809402, Well, Stove, 23.38612
2, 3, -24.75152, -34.83792, 10.0864, Mailbox, Piano, 13.44435
3, 20, 12.00022, 8.219243, 3.78098, Piano, Well, 9.641327
4, 2, -26.33769, -46.67025, 20.33256, Wheelbarrow, Stove, 9.107513
5, 15, -79.04594, -28.01298, -51.03296, Mailbox, Wheelbarrow, 11.87638
6, 10, -159.8833, -153.343, -6.540298, Plant, Bookshelf, 8.823586
7, 12, 152.3393, -12.36907, 164.7083, Table, Trashcan, 8.223717
8, 13, -147.6651, 156.3272, -303.9922, Well, Telescope, 10.40869
9, 14, -10.7843, 0, -10.7843, Wheelbarrow, Telescope, 11.64283
10, 11, -7.563484, 10.43102, -17.9945, Telescope, Trashcan, 9.758026
11, 5, 154.4647, -116.2627, 270.7274, Bookshelf, Table, 9.240959
12, 17, -164.4759, 144.9, -309.3759, Stove, Harp, 11.35928
13, 19, -47.15294, -47.30846, 0.1555252, Table, Well, 13.17741
14, 6, -44.80838, 25.74439, -70.55277, Chair, Table, 6.188339
15, 9, 154.0196, 153.343, 0.6765747, Stove, Bookshelf, 7.072891
16, 18, -15.0955, -7.283569, -7.811933, Telescope, Harp, 7.522659
17, 24, 13.80489, 0, 13.80489, Trashcan, Chair, 7.889847
18, 8, 162.6844, 106.7626, 55.92181, Harp, Plant, 7.472778
19, 21, 14.63121, 0, 14.63121, Trashcan, Mailbox, 9.557831
20, 4, 35.92525, 0, 35.92525, Harp, Piano, 11.65962
21, 23, 162.3289, -9.870657, 172.1996, Piano, Chair, 16.09648
22, 22, -158.5631, -49.23639, -109.3267, Bookshelf, Mailbox, 8.223328
23, 16, -154.2092, -144.7506, -9.458527, Plant, Wheelbarrow, 6.705704
24, 7, 155.7723, 0, 155.7723, Trashcan, Plant, 9.974869
