TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 16, -152.8787, -141.7693, -11.10939, Plant, Wheelbarrow, 34.74503
2, 23, -2.726275, -10.49368, 7.767407, Piano, Chair, 31.54241
3, 19, -18.9565, -47.17128, 28.21478, Table, Well, 17.74797
4, 15, -67.42801, -20.9935, -46.43451, Mailbox, Wheelbarrow, 17.58075
5, 7, -170.3948, -156.2066, -14.18822, Trashcan, Plant, 26.87213
6, 5, -87.78892, -121.5305, 33.74161, Bookshelf, Table, 15.0623
7, 4, 17.85455, -2.913495, 20.76805, Harp, Piano, 13.71121
8, 12, -15.80707, -13.0517, -2.755375, Table, Trashcan, 10.82541
9, 13, 169.6337, 156.9717, 12.66199, Well, Telescope, 32.74341
10, 3, -18.9704, -36.09407, 17.12367, Mailbox, Piano, 11.65939
11, 10, -169.3803, -155.7204, -13.6599, Plant, Bookshelf, 13.3278
12, 21, -162.7491, -146.2155, -16.53351, Trashcan, Mailbox, 19.46588
13, 11, 6.852489, 10.1685, -3.316015, Telescope, Trashcan, 19.04881
14, 24, -108.5051, -125.6807, 17.17565, Trashcan, Chair, 19.56583
15, 9, 159.353, 151.2295, 8.123489, Stove, Bookshelf, 14.66211
16, 20, -2.94251, 8.961795, -11.9043, Piano, Well, 10.3584
17, 2, -42.46645, -49.85279, 7.386337, Wheelbarrow, Stove, 17.19742
18, 14, 0.8223435, 0, 0.8223435, Wheelbarrow, Telescope, 12.7771
19, 1, -23.70265, 139.8627, -163.5653, Well, Stove, 26.07117
20, 18, -8.726116, -4.299151, -4.426965, Telescope, Harp, 9.040741
21, 22, -25.00181, -51.54441, 26.5426, Bookshelf, Mailbox, 10.9256
22, 17, 143.9454, 146.6573, -2.711853, Stove, Harp, 13.51089
23, 8, 89.41537, 108.8188, -19.40344, Harp, Plant, 11.99356
24, 6, 43.42758, 24.73069, 18.69689, Chair, Table, 14.21121
