TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 19, -88.56789, -47.17128, -41.39662, Table, Well, 94.77798
2, 17, -91.01398, 146.6573, -237.6712, Stove, Harp, 98.34755
3, 8, 111.5953, 108.8188, 2.776527, Harp, Plant, 25.93783
4, 5, -89.15747, -121.5305, 32.37305, Bookshelf, Table, 59.86574
5, 16, 155.3362, -141.7693, 297.1055, Plant, Wheelbarrow, 86.17096
6, 2, -25.09939, -49.85279, 24.7534, Wheelbarrow, Stove, 51.55905
7, 11, -14.64431, 10.1685, -24.81282, Telescope, Trashcan, 47.6893
8, 14, -17.82706, 0, -17.82706, Wheelbarrow, Telescope, 40.75006
9, 1, 151.7984, 139.8627, 11.93571, Well, Stove, 74.22763
10, 15, -13.46978, -20.9935, 7.523721, Mailbox, Wheelbarrow, 79.96564
11, 3, -18.59107, -36.09407, 17.503, Mailbox, Piano, 25.90466
12, 20, -144.0476, 8.961795, -153.0094, Piano, Well, 37.69751
13, 9, 147.0568, 151.2295, -4.172745, Stove, Bookshelf, 36.24689
14, 13, 154.7828, 156.9717, -2.188873, Well, Telescope, 48.50616
15, 7, -140.8016, -156.2066, 15.40498, Trashcan, Plant, 42.06787
16, 10, -162.2553, -155.7204, -6.534897, Plant, Bookshelf, 68.40601
17, 24, -69.67687, -125.6807, 56.00385, Trashcan, Chair, 42.45172
18, 22, -31.23479, -51.54441, 20.30962, Bookshelf, Mailbox, 19.54926
19, 21, -138.9523, -146.2155, 7.263199, Trashcan, Mailbox, 45.27057
20, 6, 14.21271, 24.73069, -10.51798, Chair, Table, 34.0614
21, 12, -9.54454, -13.0517, 3.507159, Table, Trashcan, 43.20209
22, 4, 10.2382, -2.913495, 13.15169, Harp, Piano, 25.88824
23, 18, -11.30993, -4.299151, -7.010778, Telescope, Harp, 33.57727
24, 23, -144.9263, -10.49368, -134.4326, Piano, Chair, 38.79846
