TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 9, 22.81966, 151.2295, -128.4099, Stove, Bookshelf, 66.47137
2, 24, 148.7173, -125.6807, 274.398, Trashcan, Chair, 52.69314
3, 22, 42.04919, -51.54441, 93.59361, Bookshelf, Mailbox, 49.47364
4, 7, 31.87963, -156.2066, 188.0862, Trashcan, Plant, 21.3681
5, 3, 32.73524, -36.09407, 68.82932, Mailbox, Piano, 67.60495
6, 8, 78.63176, 108.8188, -30.18705, Harp, Plant, 61.24991
7, 1, -38.45372, 139.8627, -178.3164, Well, Stove, 28.99042
8, 4, 47.63245, -2.913495, 50.54594, Harp, Piano, 21.13391
9, 12, -87.51043, -13.0517, -74.45873, Table, Trashcan, 13.26086
10, 14, -132.7689, 0, -132.7689, Wheelbarrow, Telescope, 49.49057
11, 23, -102.3807, -10.49368, -91.88703, Piano, Chair, 32.49319
12, 18, 69.74353, -4.299151, 74.04268, Telescope, Harp, 29.65765
13, 13, 64.79887, 156.9717, -92.17283, Well, Telescope, 55.52884
14, 2, -154.3232, -49.85279, -104.4704, Wheelbarrow, Stove, 22.43494
15, 11, 46.97487, 10.1685, 36.80637, Telescope, Trashcan, 49.62384
16, 20, 31.15924, 8.961795, 22.19744, Piano, Well, 27.05554
17, 16, -33.68996, -141.7693, 108.0794, Plant, Wheelbarrow, 23.28577
18, 6, 35.34011, 24.73069, 10.60942, Chair, Table, 19.98309
19, 15, -24.1456, -20.9935, -3.152105, Mailbox, Wheelbarrow, 31.37555
20, 10, -153.435, -155.7204, 2.285461, Plant, Bookshelf, 20.75043
21, 5, 111.8014, -121.5305, 233.3319, Bookshelf, Table, 10.3584
22, 21, -82.87492, -146.2155, 63.34062, Trashcan, Mailbox, 29.14075
23, 17, 90.76391, 146.6573, -55.89335, Stove, Harp, 21.76752
24, 19, -71.28821, -47.17128, -24.11693, Table, Well, 9.074097
