TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
24,1,-138.1798,139.8627,-278.0425, Well, Stove,21.151
16,2,-51.85976,-49.85279,-2.0069700000000026, Wheelbarrow, Stove,25.37103
20,3,-58.03338,-36.09407,-21.93931, Mailbox, Piano,15.16257
11,4,165.9638,-2.913495,168.877295, Harp, Piano,17.61432
9,5,-74.00413,-121.5305,47.52637, Bookshelf, Table,21.51775
23,6,75.08322,24.73069,50.35253, Chair, Table,11.65945
4,7,-62.70821,-156.2066,93.49839, Trashcan, Plant,31.60976
14,8,137.2605,108.8188,28.44170000000001, Harp, Plant,15.77969
8,9,105.0491,151.2295,-46.180400000000006, Stove, Bookshelf,13.96121
12,10,-160.4269,-155.7204,-4.706499999999977, Plant, Bookshelf,26.90533
22,11,41.50739,10.1685,31.33889, Telescope, Trashcan,17.98135
18,12,36.4391,-13.0517,49.49080000000001, Table, Trashcan,14.91196
19,13,153.0198,156.9717,-3.951899999999995, Well, Telescope,22.31879
6,14,-26.25592,0.0,-26.25592, Wheelbarrow, Telescope,41.76746
3,15,-59.47032,-20.9935,-38.476820000000004, Mailbox, Wheelbarrow,32.30961
10,16,-163.5231,-141.7693,-21.753800000000012, Plant, Wheelbarrow,13.86162
13,17,106.0259,146.6573,-40.6314, Stove, Harp,12.2601
15,18,-17.95615,-4.299151,-13.656999, Telescope, Harp,18.24835
1,19,166.0475,-47.17128,213.21878, Table, Well,30.24162
5,20,31.64466,8.961795,22.682865, Piano, Well,17.86491
17,21,162.8104,-146.2155,309.0259, Trashcan, Mailbox,12.94366
21,22,-46.01698,-51.54441,5.5274300000000025, Bookshelf, Mailbox,13.22742
7,23,-33.15174,-10.49368,-22.65806, Piano, Chair,13.27769
2,24,-23.32813,-125.6807,102.35257, Trashcan, Chair,26.85524
