TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
11,1,-128.9041,139.8627,-268.7668, Well, Stove,5.120895
23,2,-136.6366,-49.85279,-86.78380999999999, Wheelbarrow, Stove,3.903259
12,3,123.5628,-36.09407,159.65687, Mailbox, Piano,5.154221
9,4,173.7289,-2.913495,176.64239500000002, Harp, Piano,9.924805
7,5,-64.69202,-121.5305,56.838480000000004, Bookshelf, Table,5.45446
3,6,83.2338,24.73069,58.50311000000001, Chair, Table,7.722984
21,7,117.1497,-156.2066,273.35630000000003, Trashcan, Plant,3.786255
17,8,173.0954,108.8188,64.27660000000002, Harp, Plant,11.1261
20,9,-134.8058,151.2295,-286.0353, Stove, Bookshelf,9.141006
5,10,-71.56506,-155.7204,84.15534000000001, Plant, Bookshelf,9.657814
16,11,116.1881,10.1685,106.01960000000001, Telescope, Trashcan,4.153198
14,12,-71.16619,-13.0517,-58.11449, Table, Trashcan,8.290192
6,13,133.727,156.9717,-23.244699999999995, Well, Telescope,4.570457
2,14,37.30392,0.0,37.30392, Wheelbarrow, Telescope,14.67883
13,15,64.42272,-20.9935,85.41622, Mailbox, Wheelbarrow,7.372734
8,16,-125.48,-141.7693,16.289299999999983, Plant, Wheelbarrow,6.138321
22,17,65.3616,146.6573,-81.2957, Stove, Harp,3.386169
1,18,-36.5387,-4.299151,-32.239549, Telescope, Harp,23.20242
15,19,-46.81831,-47.17128,0.3529700000000062, Table, Well,4.436935
10,20,113.1985,8.961795,104.236705, Piano, Well,5.02092
24,21,84.6442,-146.2155,230.85969999999998, Trashcan, Mailbox,4.887329
18,22,51.97277,-51.54441,103.51718, Bookshelf, Mailbox,6.455276
19,23,-78.85102,-10.49368,-68.35734000000001, Piano, Chair,5.487747
4,24,158.416,-125.6807,284.0967, Trashcan, Chair,12.74389
