TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
7,1,131.7402,139.8627,-8.122500000000002, Well, Stove,26.67194
4,2,36.52018,-49.85279,86.37297000000001, Wheelbarrow, Stove,11.1261
24,3,-37.5686,-36.09407,-1.4745300000000015, Mailbox, Piano,6.238464
21,4,-27.26742,-2.913495,-24.353925, Harp, Piano,6.80542
2,5,36.54276,-121.5305,158.07326, Bookshelf, Table,22.81879
20,6,20.23611,24.73069,-4.494579999999999, Chair, Table,7.672974
6,7,130.7462,-156.2066,286.9528, Trashcan, Plant,14.07849
9,8,-119.6667,108.8188,-228.4855, Harp, Plant,12.8103
1,9,-35.46987,151.2295,-186.69937, Stove, Bookshelf,75.54535
13,10,-32.45106,-155.7204,123.26934000000001, Plant, Bookshelf,12.12671
3,11,-148.8101,10.1685,-158.9786, Telescope, Trashcan,11.84277
16,12,58.81501,-13.0517,71.86671, Table, Trashcan,6.622009
19,13,55.47204,156.9717,-101.49966, Well, Telescope,5.721313
11,14,-125.7274,0.0,-125.7274, Wheelbarrow, Telescope,15.39594
18,15,-32.37178,-20.9935,-11.37828, Mailbox, Wheelbarrow,5.237549
5,16,-117.394,-141.7693,24.37529999999998, Plant, Wheelbarrow,35.71246
12,17,-63.869,146.6573,-210.5263, Stove, Harp,9.074158
10,18,-39.67175,-4.299151,-35.372599, Telescope, Harp,13.1944
8,19,28.90235,-47.17128,76.07363000000001, Table, Well,12.6604
23,20,138.3564,8.961795,129.394605, Piano, Well,10.65863
14,21,61.06779,-146.2155,207.28329, Trashcan, Mailbox,10.69214
15,22,-44.10946,-51.54441,7.434950000000001, Bookshelf, Mailbox,5.271057
17,23,145.008,-10.49368,155.50168000000002, Piano, Chair,9.14093
22,24,-136.4764,-125.6807,-10.79570000000001, Trashcan, Chair,7.289612
