TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 12, 21.74428, -13.0517, 34.79598, Table, Trashcan, 64.83646
2, 9, -94.76363, 151.2295, -245.9932, Stove, Bookshelf, 18.18168
3, 18, -89.26169, -4.299151, -84.96254, Telescope, Harp, 14.99543
4, 13, -128.7227, 156.9717, -285.6944, Well, Telescope, 8.423584
5, 2, 46.50744, -49.85279, 96.36023, Wheelbarrow, Stove, 4.336914
6, 17, -91.16125, 146.6573, -237.8185, Stove, Harp, 8.540222
7, 7, 160.0443, -156.2066, 316.2509, Trashcan, Plant, 4.67038
8, 3, -57.81489, -36.09407, -21.72081, Mailbox, Piano, 4.320526
9, 24, 119.3922, -125.6807, 245.0729, Trashcan, Chair, 5.938095
10, 21, 70.82099, -146.2155, 217.0365, Trashcan, Mailbox, 4.970825
11, 14, -47.25458, 0, -47.25458, Wheelbarrow, Telescope, 7.189087
12, 8, -138.1798, 108.8188, -246.9987, Harp, Plant, 7.072418
13, 11, -60.64225, 10.1685, -70.81075, Telescope, Trashcan, 4.637207
14, 5, 119.6939, -121.5305, 241.2244, Bookshelf, Table, 6.855545
15, 1, -69.32553, 139.8627, -209.1882, Well, Stove, 4.904022
16, 20, -69.0151, 8.961795, -77.97689, Piano, Well, 4.53714
17, 23, -120.6354, -10.49368, -110.1417, Piano, Chair, 10.19145
18, 10, 50.52755, -155.7204, 206.248, Plant, Bookshelf, 5.754822
19, 16, -121.4296, -141.7693, 20.33974, Plant, Wheelbarrow, 6.688736
20, 15, 66.70054, -20.9935, 87.69403, Mailbox, Wheelbarrow, 5.771469
21, 4, -132.1659, -2.913495, -129.2524, Harp, Piano, 7.322617
22, 22, 30.80146, -51.54441, 82.34587, Bookshelf, Mailbox, 5.671387
23, 6, -43.93254, 24.73069, -68.66322, Chair, Table, 6.855515
24, 19, -116.1048, -47.17128, -68.93356, Table, Well, 6.772263
