TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 4, 76.84904, -2.913495, 79.76254, Harp, Piano, 25.28753
2, 19, -71.2692, -47.17128, -24.09793, Table, Well, 9.357588
3, 20, -130.1696, 8.961795, -139.1314, Piano, Well, 7.706387
4, 9, -140.4774, 151.2295, -291.7069, Stove, Bookshelf, 4.954239
5, 7, 127.5686, -156.2066, 283.7752, Trashcan, Plant, 6.05471
6, 8, 176.7296, 108.8188, 67.91074, Harp, Plant, 8.30687
7, 15, -140.9954, -20.9935, -120.0019, Mailbox, Wheelbarrow, 4.770721
8, 14, -125.7355, 0, -125.7355, Wheelbarrow, Telescope, 5.854759
9, 13, -178.5914, 156.9717, -335.5631, Well, Telescope, 5.220947
10, 5, 141.3402, -121.5305, 262.8707, Bookshelf, Table, 7.739517
11, 11, 77.04726, 10.1685, 66.87876, Telescope, Trashcan, 4.303688
12, 2, -126.1582, -49.85279, -76.30542, Wheelbarrow, Stove, 3.903168
13, 21, -149.8987, -146.2155, -3.683182, Trashcan, Mailbox, 4.136711
14, 23, 119.4072, -10.49368, 129.9008, Piano, Chair, 4.687317
15, 1, 153.435, 139.8627, 13.57231, Well, Stove, 4.670471
16, 3, -137.4366, -36.09407, -101.3426, Mailbox, Piano, 4.3368
17, 18, 105.2552, -4.299151, 109.5544, Telescope, Harp, 7.823128
18, 17, -68.91624, 146.6573, -215.5735, Stove, Harp, 4.086609
19, 24, 114.4206, -125.6807, 240.1013, Trashcan, Chair, 6.505432
20, 12, 163.9677, -13.0517, 177.0194, Table, Trashcan, 3.302795
21, 10, -120.0865, -155.7204, 35.63393, Plant, Bookshelf, 4.386917
22, 16, -121.6754, -141.7693, 20.09388, Plant, Wheelbarrow, 24.87033
23, 6, -154.7989, 24.73069, -179.5296, Chair, Table, 28.54024
24, 22, 153.435, -51.54441, 204.9794, Bookshelf, Mailbox, 5.82132
