TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 1, -123.3603, 139.8627, -263.223, Well, Stove, 62.00021
2, 4, -41.21114, -2.913495, -38.29765, Harp, Piano, 13.27761
3, 8, 141.4188, 108.8188, 32.59997, Harp, Plant, 31.07536
4, 22, -179.4155, -51.54441, -127.8711, Bookshelf, Mailbox, 24.16981
5, 19, -53.13012, -47.17128, -5.958843, Table, Well, 23.319
6, 9, 152.4299, 151.2295, 1.200333, Stove, Bookshelf, 13.42773
7, 12, 94.2364, -13.0517, 107.2881, Table, Trashcan, 11.90967
8, 3, 95.84727, -36.09407, 131.9413, Mailbox, Piano, 9.80809
9, 6, 42.36755, 24.73069, 17.63687, Chair, Table, 9.858063
10, 18, -46.4441, -4.299151, -42.14495, Telescope, Harp, 11.8766
11, 16, -112.3481, -141.7693, 29.4212, Plant, Wheelbarrow, 10.20819
12, 2, 48.63296, -49.85279, 98.48575, Wheelbarrow, Stove, 18.41496
13, 14, 168.3952, 0, 168.3952, Wheelbarrow, Telescope, 7.873138
14, 5, -141.009, -121.5305, -19.47849, Bookshelf, Table, 11.34268
15, 13, -159.1456, 156.9717, -316.1172, Well, Telescope, 10.77545
16, 15, 26.56508, -20.9935, 47.55858, Mailbox, Wheelbarrow, 11.30945
17, 7, 155.4223, -156.2066, 311.6289, Trashcan, Plant, 10.44162
18, 17, 129.3824, 146.6573, -17.27483, Stove, Harp, 15.51282
19, 24, 179.5485, -125.6807, 305.2292, Trashcan, Chair, 17.94791
20, 11, 30.96376, 10.1685, 20.79525, Telescope, Trashcan, 7.105804
21, 20, -32.95742, 8.961795, -41.91922, Piano, Well, 7.923401
22, 23, -93.2245, -10.49368, -82.73082, Piano, Chair, 7.42276
23, 21, -166.9081, -146.2155, -20.69257, Trashcan, Mailbox, 12.89359
24, 10, 89.17565, -155.7204, 244.8961, Plant, Bookshelf, 7.372803
