TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 5, -97.90718, -121.5305, 23.62334, Bookshelf, Table, 42.318
2, 9, 156.8398, 151.2295, 5.610306, Stove, Bookshelf, 13.87812
3, 2, -30.32, -49.85279, 19.53279, Wheelbarrow, Stove, 13.62767
4, 12, -2.613293, -13.0517, 10.43841, Table, Trashcan, 13.16067
5, 18, -2.613293, -4.299151, 1.685858, Telescope, Harp, 9.874947
6, 22, -4.085619, -51.54441, 47.45879, Bookshelf, Mailbox, 18.41529
7, 13, 176.2359, 156.9717, 19.26425, Well, Telescope, 12.37686
8, 20, 10.20398, 8.961795, 1.242184, Piano, Well, 28.15639
9, 24, -96.31239, -125.6807, 29.36833, Trashcan, Chair, 28.10626
10, 3, -33.89614, -36.09407, 2.197933, Mailbox, Piano, 12.56026
11, 16, -163.1286, -141.7693, -21.35925, Plant, Wheelbarrow, 13.14406
12, 6, 20.58446, 24.73069, -4.146231, Chair, Table, 10.85875
13, 14, 11.64598, 0, 11.64598, Wheelbarrow, Telescope, 19.56647
14, 7, 6.449534, -156.2066, 162.6561, Trashcan, Plant, 22.20172
15, 8, 93.2122, 108.8188, -15.60661, Harp, Plant, 21.23402
16, 19, -36.3986, -47.17128, 10.77268, Table, Well, 14.96228
17, 11, 13.21052, 10.1685, 3.042014, Telescope, Trashcan, 15.79633
18, 1, 150.2947, 139.8627, 10.43204, Well, Stove, 13.09381
19, 15, -28.17859, -20.9935, -7.185093, Mailbox, Wheelbarrow, 12.29361
20, 23, -22.47943, -10.49368, -11.98574, Piano, Chair, 9.207458
21, 10, -167.692, -155.7204, -11.97153, Plant, Bookshelf, 21.65121
22, 17, 148.899, 146.6573, 2.241791, Stove, Harp, 6.939209
23, 21, -120.1546, -146.2155, 26.06099, Trashcan, Mailbox, 16.89685
24, 4, 7.63332, -2.913495, 10.54681, Harp, Piano, 24.45337
