TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 14, 44.25588, 0, 44.25588, Wheelbarrow, Telescope, 52.52655
2, 20, -94.79679, 8.961795, -103.7586, Piano, Well, 38.33144
3, 8, 109.6223, 108.8188, 0.8034592, Harp, Plant, 24.48672
4, 11, 78.69003, 10.1685, 68.52153, Telescope, Trashcan, 28.45683
5, 24, -97.28596, -125.6807, 28.39476, Trashcan, Chair, 8.557022
6, 23, 113.7204, -10.49368, 124.2141, Piano, Chair, 13.01067
7, 18, -145.9806, -4.299151, -141.6815, Telescope, Harp, 21.53448
8, 9, -126.7355, 151.2295, -277.965, Stove, Bookshelf, 7.789505
9, 3, -68.61428, -36.09407, -32.52021, Mailbox, Piano, 11.70973
10, 6, 139.8828, 24.73069, 115.1521, Chair, Table, 13.9948
11, 17, -95.5004, 146.6573, -242.1577, Stove, Harp, 8.573776
12, 12, -63.18358, -13.0517, -50.13188, Table, Trashcan, 26.3215
13, 1, 140.5115, 139.8627, 0.6488495, Well, Stove, 8.757324
14, 13, -132.0114, 156.9717, -288.9831, Well, Telescope, 7.272369
15, 21, 114.5671, -146.2155, 260.7827, Trashcan, Mailbox, 15.16275
16, 5, 112.9099, -121.5305, 234.4404, Bookshelf, Table, 17.24741
17, 2, -147.8671, -49.85279, -98.01434, Wheelbarrow, Stove, 8.223633
18, 22, -133.5057, -51.54441, -81.96126, Bookshelf, Mailbox, 13.7778
19, 7, 133.6468, -156.2066, 289.8534, Trashcan, Plant, 7.639648
20, 19, 42.87889, -47.17128, 90.05016, Table, Well, 8.139832
21, 4, 124.0075, -2.913495, 126.921, Harp, Piano, 9.808105
22, 16, -163.2102, -141.7693, -21.44084, Plant, Wheelbarrow, 9.557922
23, 15, 132.0185, -20.9935, 153.012, Mailbox, Wheelbarrow, 10.09158
24, 10, -144.0302, -155.7204, 11.69028, Plant, Bookshelf, 9.974884
