TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
22,1,31.21841,139.8627,-108.64428999999998, Well, Stove,36.74677
18,2,36.72411,-49.85279,86.5769, Wheelbarrow, Stove,12.54349
15,3,-15.48249,-36.09407,20.611580000000004, Mailbox, Piano,9.941376
5,4,20.25648,-2.913495,23.169975, Harp, Piano,19.88338
23,5,132.3736,-121.5305,253.90410000000003, Bookshelf, Table,12.72717
10,6,-26.56507,24.73069,-51.29576, Chair, Table,13.59448
8,7,-17.21607,-156.2066,138.99053, Trashcan, Plant,17.21393
24,8,156.1843,108.8188,47.36550000000001, Harp, Plant,7.239197
12,9,180.0,151.2295,28.7705, Stove, Bookshelf,23.76964
4,10,-26.31267,-155.7204,129.40773000000002, Plant, Bookshelf,14.94559
20,11,-12.52884,10.1685,-22.69734, Telescope, Trashcan,26.68851
13,12,-13.17254,-13.0517,-0.12083999999999939, Table, Trashcan,33.06047
17,13,70.87238,156.9717,-86.09931999999999, Well, Telescope,11.14249
1,14,87.16586,0.0,87.16586, Wheelbarrow, Telescope,31.75966
14,15,-33.6901,-20.9935,-12.6966, Mailbox, Wheelbarrow,24.85376
21,16,-90.0,-141.7693,51.76929999999999, Plant, Wheelbarrow,7.606293
19,17,-154.051,146.6573,-300.7083, Stove, Harp,8.673889
6,18,31.7742,-4.299151,36.073351, Telescope, Harp,30.60809
16,19,-154.3087,-47.17128,-107.13741999999999, Table, Well,18.44852
9,20,35.84765,8.961795,26.885855, Piano, Well,16.04646
3,21,180.0,-146.2155,326.2155, Trashcan, Mailbox,19.61612
7,22,-6.340195,-51.54441,45.204215, Bookshelf, Mailbox,20.75038
2,23,135.0,-10.49368,145.49368, Piano, Chair,10.72544
11,24,-25.80117,-125.6807,99.87953, Trashcan, Chair,20.8338
