TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 16, -113.8126, -141.7693, 27.95673, Plant, Wheelbarrow, 19.08228
2, 22, -40.35365, -51.54441, 11.19077, Bookshelf, Mailbox, 10.94238
3, 7, 32.97908, -156.2066, 189.1857, Trashcan, Plant, 19.78296
4, 18, 18.53257, -4.299151, 22.83172, Telescope, Harp, 17.78125
5, 15, -114.1307, -20.9935, -93.13716, Mailbox, Wheelbarrow, 8.106689
6, 14, 31.56569, 0, 31.56569, Wheelbarrow, Telescope, 7.222656
7, 3, -111.4172, -36.09407, -75.32309, Mailbox, Piano, 5.020508
8, 17, 124.6952, 146.6573, -21.9621, Stove, Harp, 9.608154
9, 1, 154.359, 139.8627, 14.49634, Well, Stove, 33.1438
10, 6, -79.06088, 24.73069, -103.7916, Chair, Table, 12.7605
11, 4, -177.9423, -2.913495, -175.0288, Harp, Piano, 10.80884
12, 21, 84.3485, -146.2155, 230.564, Trashcan, Mailbox, 17.28101
13, 9, 144.6538, 151.2295, -6.575729, Stove, Bookshelf, 5.070801
14, 10, -131.5565, -155.7204, 24.16391, Plant, Bookshelf, 4.553711
15, 12, 165.3791, -13.0517, 178.4308, Table, Trashcan, 9.858154
16, 13, 136.4564, 156.9717, -20.51534, Well, Telescope, 10.3584
17, 23, -28.46016, -10.49368, -17.96647, Piano, Chair, 8.69043
18, 19, -34.95467, -47.17128, 12.21661, Table, Well, 7.606201
19, 24, 55.86406, -125.6807, 181.5448, Trashcan, Chair, 11.09253
20, 11, -153.1247, 10.1685, -163.2932, Telescope, Trashcan, 9.324463
21, 5, -83.68227, -121.5305, 37.84826, Bookshelf, Table, 20.41675
22, 2, -57.23397, -49.85279, -7.381184, Wheelbarrow, Stove, 6.755371
23, 8, 147.4049, 108.8188, 38.58613, Harp, Plant, 6.138428
24, 20, 23.10337, 8.961795, 14.14157, Piano, Well, 7.289307
