TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
16,1,59.50664,139.8627,-80.35605999999999, Well, Stove,6.2052
24,2,62.74468,-49.85279,112.59747, Wheelbarrow, Stove,6.555389
14,3,113.3721,-36.09407,149.46617, Mailbox, Piano,4.537155
17,4,135.3898,-2.913495,138.30329500000002, Harp, Piano,5.054222
4,5,140.9061,-121.5305,262.4366, Bookshelf, Table,5.204155
11,6,114.0108,24.73069,89.28011000000001, Chair, Table,10.27519
2,7,89.53419,-156.2066,245.74079, Trashcan, Plant,6.538633
21,8,-154.0935,108.8188,-262.9123, Harp, Plant,5.55452
20,9,-74.2612,151.2295,-225.4907, Stove, Bookshelf,6.038177
3,10,-77.08221,-155.7204,78.63819000000001, Plant, Bookshelf,6.188597
8,11,140.6406,10.1685,130.4721, Telescope, Trashcan,3.919949
15,12,-144.5667,-13.0517,-131.515, Table, Trashcan,6.12159
18,13,120.5608,156.9717,-36.4109, Well, Telescope,15.47928
23,14,-148.4956,0.0,-148.4956, Wheelbarrow, Telescope,9.04068
7,15,-152.391,-20.9935,-131.39749999999998, Mailbox, Wheelbarrow,3.402935
10,16,-161.2587,-141.7693,-19.489400000000018, Plant, Wheelbarrow,5.754852
5,17,-130.7636,146.6573,-277.42089999999996, Stove, Harp,5.371063
13,18,-78.60469,-4.299151,-74.30553900000001, Telescope, Harp,3.185852
19,19,-131.5834,-47.17128,-84.41212000000002, Table, Well,12.31026
6,20,129.5329,8.961795,120.57110500000002, Piano, Well,9.874779
9,21,167.1032,-146.2155,313.3187, Trashcan, Mailbox,4.887142
12,22,-137.2906,-51.54441,-85.74619000000001, Bookshelf, Mailbox,3.652863
1,23,-148.3092,-10.49368,-137.81552, Piano, Chair,17.4312
22,24,122.2288,-125.6807,247.9095, Trashcan, Chair,11.90999
