TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 18, 75.01835, -4.299151, 79.3175, Telescope, Harp, 28.54024
2, 7, 89.22578, -156.2066, 245.4324, Trashcan, Plant, 23.5358
3, 9, -56.07014, 151.2295, -207.2997, Stove, Bookshelf, 11.05898
4, 15, -72.2287, -20.9935, -51.2352, Mailbox, Wheelbarrow, 12.05983
5, 23, 167.3349, -10.49368, 177.8286, Piano, Chair, 16.17998
6, 6, -29.05463, 24.73069, -53.78532, Chair, Table, 15.46284
7, 17, 49.30439, 146.6573, -97.35287, Stove, Harp, 17.86494
8, 22, -150.7511, -51.54441, -99.20673, Bookshelf, Mailbox, 12.89346
9, 10, -113.4046, -155.7204, 42.3158, Plant, Bookshelf, 17.7478
10, 1, 56.7934, 139.8627, -83.06925, Well, Stove, 9.240936
11, 8, -18.435, 108.8188, -127.2538, Harp, Plant, 17.96463
12, 21, -26.56505, -146.2155, 119.6505, Trashcan, Mailbox, 17.28073
13, 20, 76.42957, 8.961795, 67.46777, Piano, Well, 17.96481
14, 14, 22.49649, 0, 22.49649, Wheelbarrow, Telescope, 11.276
15, 4, 35.665, -2.913495, 38.5785, Harp, Piano, 24.11951
16, 12, -144.7824, -13.0517, -131.7307, Table, Trashcan, 9.174255
17, 3, 17.10274, -36.09407, 53.19682, Mailbox, Piano, 10.65881
18, 11, -107.5603, 10.1685, -117.7288, Telescope, Trashcan, 18.71506
19, 19, 38.55843, -47.17128, 85.72971, Table, Well, 15.12918
20, 16, -120.2032, -141.7693, 21.56607, Plant, Wheelbarrow, 8.97403
21, 24, -143.9727, -125.6807, -18.29194, Trashcan, Chair, 9.707977
22, 5, 111.3706, -121.5305, 232.9011, Bookshelf, Table, 15.71277
23, 2, -54.29325, -49.85279, -4.44046, Wheelbarrow, Stove, 9.641327
24, 13, 57.75004, 156.9717, -99.22165, Well, Telescope, 10.62582
