TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 8, -36.26855, 108.8188, -145.0874, Harp, Plant, 9.657532
2, 7, 64.6179, -156.2066, 220.8245, Trashcan, Plant, 5.638
3, 21, -78.49801, -146.2155, 67.71754, Trashcan, Mailbox, 6.555237
4, 23, 33.04342, -10.49368, 43.53711, Piano, Chair, 4.703979
5, 1, 84.65291, 139.8627, -55.20975, Well, Stove, 8.640381
6, 12, -75.18652, -13.0517, -62.13482, Table, Trashcan, 4.737244
7, 16, 116.7573, -141.7693, 258.5267, Plant, Wheelbarrow, 5.454468
8, 15, -71.46575, -20.9935, -50.47226, Mailbox, Wheelbarrow, 4.036499
9, 20, 143.7974, 8.961795, 134.8356, Piano, Well, 5.170898
10, 10, -55.00799, -155.7204, 100.7125, Plant, Bookshelf, 3.953308
11, 3, -126.8091, -36.09407, -90.71506, Mailbox, Piano, 5.087463
12, 14, 36.21618, 0, 36.21618, Wheelbarrow, Telescope, 4.870544
13, 13, -95.36774, 156.9717, -252.3394, Well, Telescope, 5.33783
14, 4, -48.71527, -2.913495, -45.80178, Harp, Piano, 18.0152
15, 17, -87.81837, 146.6573, -234.4756, Stove, Harp, 21.95087
16, 2, 77.47118, -49.85279, 127.324, Wheelbarrow, Stove, 5.170776
17, 24, -125.0659, -125.6807, 0.6147995, Trashcan, Chair, 4.487
18, 5, 47.09292, -121.5305, 168.6234, Bookshelf, Table, 3.886536
19, 9, -86.39153, 151.2295, -237.6211, Stove, Bookshelf, 3.953247
20, 6, 64.98309, 24.73069, 40.25241, Chair, Table, 4.72052
21, 18, -112.1193, -4.299151, -107.8202, Telescope, Harp, 4.303589
22, 11, 41.65226, 10.1685, 31.48375, Telescope, Trashcan, 5.337585
23, 22, 145.7843, -51.54441, 197.3287, Bookshelf, Mailbox, 5.771484
24, 19, 30.47985, -47.17128, 77.65112, Table, Well, 3.903137
