TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 7, 155.5561, -156.2066, 311.7626, Trashcan, Plant, 15.47934
2, 16, -125.9567, -141.7693, 15.81262, Plant, Wheelbarrow, 8.873997
3, 4, -125.9567, -2.913495, -123.0432, Harp, Piano, 10.37516
4, 15, -34.48396, -20.9935, -13.49046, Mailbox, Wheelbarrow, 20.21664
5, 12, -92.24577, -13.0517, -79.19407, Table, Trashcan, 7.405899
6, 10, -135, -155.7204, 20.72043, Plant, Bookshelf, 15.69614
7, 18, -135, -4.299151, -130.7009, Telescope, Harp, 6.271904
8, 11, 29.67309, 10.1685, 19.50459, Telescope, Trashcan, 7.155869
9, 17, 140.1022, 146.6573, -6.555084, Stove, Harp, 6.955597
10, 19, 178.76, -47.17128, 225.9313, Table, Well, 26.9721
11, 21, -152.8503, -146.2155, -6.634781, Trashcan, Mailbox, 8.657013
12, 20, -92.06013, 8.961795, -101.0219, Piano, Well, 18.71535
13, 1, -178.1959, 139.8627, -318.0586, Well, Stove, 18.19832
14, 9, 155.9735, 151.2295, 4.743958, Stove, Bookshelf, 7.489563
15, 2, 150.2146, -49.85279, 200.0674, Wheelbarrow, Stove, 8.75708
16, 8, -44.99999, 108.8188, -153.8188, Harp, Plant, 10.59201
17, 24, -143.3508, -125.6807, -17.67005, Trashcan, Chair, 9.707962
18, 22, -51.58198, -51.54441, -0.03756332, Bookshelf, Mailbox, 14.72871
19, 13, -153.5723, 156.9717, -310.544, Well, Telescope, 7.222656
20, 6, 35.66859, 24.73069, 10.9379, Chair, Table, 15.44598
21, 5, -90.94436, -121.5305, 30.58617, Bookshelf, Table, 14.56233
22, 14, -158.7309, 0, -158.7309, Wheelbarrow, Telescope, 6.521484
23, 23, -158.7309, -10.49368, -148.2372, Piano, Chair, 4.453613
24, 3, -27.19814, -36.09407, 8.895929, Mailbox, Piano, 10.04153
