TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
10,1,130.213,139.8627,-9.649699999999996, Well, Stove,8.022583
6,2,135.2377,-49.85279,185.09049, Wheelbarrow, Stove,11.12585
11,3,145.3487,-36.09407,181.44277, Mailbox, Piano,13.7113
18,4,-38.21102,-2.913495,-35.297525, Harp, Piano,8.256714
14,5,160.0169,-121.5305,281.5474, Bookshelf, Table,4.987549
5,6,65.05609,24.73069,40.3254, Chair, Table,7.623108
2,7,67.9541,-156.2066,224.16070000000002, Trashcan, Plant,5.97168
21,8,159.8293,108.8188,51.01049999999999, Harp, Plant,9.27417
8,9,157.5838,151.2295,6.354299999999995, Stove, Bookshelf,16.5636
24,10,-151.7712,-155.7204,3.949200000000019, Plant, Bookshelf,15.84631
20,11,-136.9305,10.1685,-147.099, Telescope, Trashcan,8.340332
23,12,17.9908,-13.0517,31.0425, Table, Trashcan,26.55542
17,13,-145.3591,156.9717,-302.3308, Well, Telescope,7.489502
22,14,-47.29055,0.0,-47.29055, Wheelbarrow, Telescope,7.772949
15,15,-108.5954,-20.9935,-87.6019, Mailbox, Wheelbarrow,10.84204
1,16,-91.35587,-141.7693,50.41342999999999, Plant, Wheelbarrow,13.41119
9,17,166.2047,146.6573,19.54740000000001, Stove, Harp,28.97437
16,18,51.84274,-4.299151,56.141891, Telescope, Harp,17.26428
13,19,-35.88215,-47.17128,11.28913, Table, Well,7.055786
19,20,71.04575,8.961795,62.083954999999996, Piano, Well,5.387695
12,21,93.36649,-146.2155,239.58199, Trashcan, Mailbox,5.638062
7,22,-136.4772,-51.54441,-84.93279000000001, Bookshelf, Mailbox,42.53479
3,23,180.0,-10.49368,190.49368, Piano, Chair,9.507629
4,24,128.8534,-125.6807,254.5341, Trashcan, Chair,10.92584
