TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
12,1,120.9638,139.8627,-18.898899999999983, Well, Stove,7.172668
13,2,-38.73867,-49.85279,11.11412, Wheelbarrow, Stove,6.922363
8,3,-24.85374,-36.09407,11.240330000000004, Mailbox, Piano,10.4588
23,4,6.115518,-2.913495,9.029012999999999, Harp, Piano,14.979
22,5,-26.07535,-121.5305,95.45515, Bookshelf, Table,14.49524
11,6,39.3485,24.73069,14.617810000000002, Chair, Table,19.19897
2,7,-140.1266,-156.2066,16.080000000000013, Trashcan, Plant,6.221313
6,8,93.60631,108.8188,-15.212490000000003, Harp, Plant,7.105957
3,9,24.42309,151.2295,-126.80641, Stove, Bookshelf,4.470703
10,10,-160.8419,-155.7204,-5.1214999999999975, Plant, Bookshelf,10.60876
14,11,6.832366,10.1685,-3.3361339999999995, Telescope, Trashcan,4.086548
1,12,0.0,-13.0517,13.0517, Table, Trashcan,21.6344
24,13,136.4203,156.9717,-20.5514, Well, Telescope,10.39191
4,14,159.6011,0.0,159.6011, Wheelbarrow, Telescope,9.25769
18,15,-39.1605,-20.9935,-18.166999999999998, Mailbox, Wheelbarrow,7.456116
9,16,-144.7149,-141.7693,-2.945600000000013, Plant, Wheelbarrow,10.67542
16,17,128.5765,146.6573,-18.080799999999982, Stove, Harp,8.073303
15,18,-10.87623,-4.299151,-6.5770789999999995, Telescope, Harp,5.554688
5,19,-13.9812,-47.17128,33.19008, Table, Well,10.09149
17,20,29.89891,8.961795,20.937115, Piano, Well,14.77881
20,21,125.1286,-146.2155,271.3441, Trashcan, Mailbox,17.96478
7,22,-16.54299,-51.54441,35.001419999999996, Bookshelf, Mailbox,5.304199
19,23,14.18763,-10.49368,24.68131, Piano, Chair,9.54126
21,24,-136.3191,-125.6807,-10.63839999999999, Trashcan, Chair,4.737183
