TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 15, -139.7636, -20.9935, -118.7701, Mailbox, Wheelbarrow, 34.54474
2, 22, 155.7722, -51.54441, 207.3167, Bookshelf, Mailbox, 30.54169
3, 4, -174.8978, -2.913495, -171.9843, Harp, Piano, 11.84302
4, 3, -21.97451, -36.09407, 14.11956, Mailbox, Piano, 43.06854
5, 24, -104.2685, -125.6807, 21.41225, Trashcan, Chair, 33.21082
6, 6, 22.18401, 24.73069, -2.546673, Chair, Table, 34.49438
7, 11, -14.19602, 10.1685, -24.36452, Telescope, Trashcan, 19.66626
8, 9, 139.9618, 151.2295, -11.26773, Stove, Bookshelf, 75.89539
9, 8, 111.7459, 108.8188, 2.927094, Harp, Plant, 27.77258
10, 23, -20.11965, -10.49368, -9.625967, Piano, Chair, 24.11975
11, 13, 156.3125, 156.9717, -0.6592255, Well, Telescope, 35.84607
12, 7, -175.4735, -156.2066, -19.26692, Trashcan, Plant, 19.19897
13, 17, 136.3493, 146.6573, -10.30792, Stove, Harp, 18.58167
14, 5, -128.7629, -121.5305, -7.232399, Bookshelf, Table, 50.25781
15, 1, 154.6041, 139.8627, 14.74142, Well, Stove, 56.29602
16, 19, -41.0852, -47.17128, 6.086079, Table, Well, 31.60913
17, 10, 167.3807, -155.7204, 323.1011, Plant, Bookshelf, 28.18982
18, 18, -16.62786, -4.299151, -12.32871, Telescope, Harp, 41.18359
19, 12, -26.68619, -13.0517, -13.63449, Table, Trashcan, 56.46289
20, 14, 160.0169, 0, 160.0169, Wheelbarrow, Telescope, 24.53687
21, 2, -24.09592, -49.85279, 25.75687, Wheelbarrow, Stove, 45.45361
22, 20, 10.88553, 8.961795, 1.923738, Piano, Well, 25.38745
23, 21, -128.7682, -146.2155, 17.4473, Trashcan, Mailbox, 52.02588
24, 16, 163.8184, -141.7693, 305.5877, Plant, Wheelbarrow, 12.79395
