TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1,1,40.35366,139.8627,-99.50904, Well, Stove,19.09905
24,2,-34.38037,-49.85279,15.47242, Wheelbarrow, Stove,6.071747
14,3,48.39974,-36.09407,84.49381, Mailbox, Piano,8.156647
22,4,129.4851,-2.913495,132.398595, Harp, Piano,16.94705
19,5,157.3801,-121.5305,278.9106, Bookshelf, Table,7.172729
6,6,37.87497,24.73069,13.144279999999998, Chair, Table,7.906578
23,7,-91.06092,-156.2066,65.14568000000001, Trashcan, Plant,3.235962
2,8,159.1284,108.8188,50.3096, Harp, Plant,7.122574
15,9,84.38641,151.2295,-66.84309, Stove, Bookshelf,14.12845
4,10,-102.1622,-155.7204,53.558200000000014, Plant, Bookshelf,13.32768
18,11,39.21761,10.1685,29.04911, Telescope, Trashcan,14.01147
17,12,35.7355,-13.0517,48.7872, Table, Trashcan,19.66635
3,13,65.52383,156.9717,-91.44787, Well, Telescope,15.6794
12,14,149.5514,0.0,149.5514, Wheelbarrow, Telescope,21.41757
21,15,66.12923,-20.9935,87.12273, Mailbox, Wheelbarrow,6.305374
13,16,48.39974,-141.7693,190.16904, Plant, Wheelbarrow,7.639618
16,17,110.7416,146.6573,-35.91569999999999, Stove, Harp,18.84866
7,18,28.43274,-4.299151,32.731891, Telescope, Harp,11.34293
9,19,-50.22593,-47.17128,-3.054649999999995, Table, Well,10.95918
20,20,-49.04019,8.961795,-58.001985000000005, Piano, Well,13.44434
10,21,-87.10143,-146.2155,59.11407, Trashcan, Mailbox,8.45668
11,22,-141.8212,-51.54441,-90.27679, Bookshelf, Mailbox,11.17616
8,23,-128.991,-10.49368,-118.49732000000002, Piano, Chair,13.24377
5,24,-57.43712,-125.6807,68.24358000000001, Trashcan, Chair,10.1583
