TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
4,1,131.257,139.8627,-8.605699999999985, Well, Stove,13.31067
13,2,-109.179,-49.85279,-59.32621, Wheelbarrow, Stove,5.00415
11,3,-98.56911,-36.09407,-62.47503999999999, Mailbox, Piano,13.92798
12,4,142.275,-2.913495,145.18849500000002, Harp, Piano,8.67395
21,5,48.67446,-121.5305,170.20496, Bookshelf, Table,7.506348
10,6,44.99997,24.73069,20.26928, Chair, Table,21.80139
9,7,-88.82687,-156.2066,67.37973000000001, Trashcan, Plant,15.26251
16,8,161.1881,108.8188,52.369299999999996, Harp, Plant,7.389404
1,9,123.5213,151.2295,-27.708200000000005, Stove, Bookshelf,8.089111
2,10,127.0362,-155.7204,282.7566, Plant, Bookshelf,6.471985
17,11,132.1579,10.1685,121.98940000000002, Telescope, Trashcan,10.09131
3,12,143.514,-13.0517,156.56570000000002, Table, Trashcan,7.523193
24,13,74.5388,156.9717,-82.4329, Well, Telescope,7.556274
23,14,-65.42603,0.0,-65.42603, Wheelbarrow, Telescope,13.66125
6,15,-145.7131,-20.9935,-124.7196, Mailbox, Wheelbarrow,9.724548
8,16,-77.29285,-141.7693,64.47644999999999, Plant, Wheelbarrow,7.856506
19,17,101.31,146.6573,-45.34729999999999, Stove, Harp,4.687378
18,18,75.96373,-4.299151,80.262881, Telescope, Harp,9.224487
14,19,-131.1859,-47.17128,-84.01462000000001, Table, Well,6.822632
7,20,-131.1859,8.961795,-140.147695, Piano, Well,16.84723
20,21,-81.93306,-146.2155,64.28244, Trashcan, Mailbox,24.83679
15,22,132.0134,-51.54441,183.55781, Bookshelf, Mailbox,16.27954
22,23,-138.814,-10.49368,-128.32031999999998, Piano, Chair,9.074097
5,24,-110.8929,-125.6807,14.787800000000004, Trashcan, Chair,4.587036
