TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
7,1,-132.8789,139.8627,-272.74159999999995, Well, Stove,8.957458
9,2,-34.82449,-49.85279,15.028300000000002, Wheelbarrow, Stove,10.95911
21,3,-46.21886,-36.09407,-10.124789999999997, Mailbox, Piano,7.155884
12,4,21.68907,-2.913495,24.602565000000002, Harp, Piano,8.206726
5,5,-88.25255,-121.5305,33.277950000000004, Bookshelf, Table,11.09241
22,6,43.39772,24.73069,18.66703, Chair, Table,8.056458
13,7,127.8395,-156.2066,284.0461, Trashcan, Plant,8.857178
4,8,116.0079,108.8188,7.1891000000000105, Harp, Plant,11.22595
8,9,159.444,151.2295,8.214499999999987, Stove, Bookshelf,9.858032
24,10,-19.98311,-155.7204,135.73729, Plant, Bookshelf,10.15839
6,11,-19.52173,10.1685,-29.69023, Telescope, Trashcan,10.37518
15,12,24.56718,-13.0517,37.618880000000004, Table, Trashcan,6.121704
19,13,155.0188,156.9717,-1.9528999999999996, Well, Telescope,26.52167
1,14,-9.02761,0.0,-9.02761, Wheelbarrow, Telescope,10.07526
18,15,-46.52752,-20.9935,-25.53402, Mailbox, Wheelbarrow,9.641418
10,16,-154.1252,-141.7693,-12.35590000000002, Plant, Wheelbarrow,8.273376
11,17,138.1507,146.6573,-8.506599999999992, Stove, Harp,9.924744
17,18,-21.19406,-4.299151,-16.894909, Telescope, Harp,5.904724
3,19,-37.09282,-47.17128,10.07846, Table, Well,6.78894
23,20,-15.1182,8.961795,-24.079995, Piano, Well,20.46692
14,21,162.3324,-146.2155,308.5479, Trashcan, Mailbox,8.590576
16,22,-26.56507,-51.54441,24.97934, Bookshelf, Mailbox,12.14331
2,23,-10.09107,-10.49368,0.40260999999999925, Piano, Chair,8.00647
20,24,179.6591,-125.6807,305.33979999999997, Trashcan, Chair,5.905029
