TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 21, -130.0766, -146.2155, 16.13896, Trashcan, Mailbox, 26.58832
2, 1, 132.0536, 139.8627, -7.809097, Well, Stove, 10.7594
3, 11, 7.258014, 10.1685, -2.91049, Telescope, Trashcan, 11.59247
4, 13, 165.2564, 156.9717, 8.284744, Well, Telescope, 9.39093
5, 24, -105.6539, -125.6807, 20.02679, Trashcan, Chair, 13.11084
6, 19, -41.12874, -47.17128, 6.042538, Table, Well, 10.55859
7, 8, 107.5924, 108.8188, -1.226379, Harp, Plant, 24.0531
8, 10, -127.606, -155.7204, 28.11446, Plant, Bookshelf, 13.31091
9, 9, 149.6645, 151.2295, -1.565063, Stove, Bookshelf, 19.54944
10, 3, -29.99272, -36.09407, 6.101355, Mailbox, Piano, 14.49524
11, 16, -153.6279, -141.7693, -11.85854, Plant, Wheelbarrow, 20.09991
12, 2, -43.40396, -49.85279, 6.448833, Wheelbarrow, Stove, 9.007263
13, 22, -29.93151, -51.54441, 21.61291, Bookshelf, Mailbox, 11.00916
14, 14, -2.009642, 0, -2.009642, Wheelbarrow, Telescope, 14.31171
15, 17, 148.1726, 146.6573, 1.515305, Stove, Harp, 20.86719
16, 5, -95.14082, -121.5305, 26.38971, Bookshelf, Table, 20.18396
17, 15, -37.15356, -20.9935, -16.16006, Mailbox, Wheelbarrow, 24.51935
18, 18, -27.66675, -4.299151, -23.3676, Telescope, Harp, 8.907288
19, 7, -147.45, -156.2066, 8.756607, Trashcan, Plant, 7.005798
20, 4, -147.45, -2.913495, -144.5365, Harp, Piano, 10.4585
21, 6, 28.32742, 24.73069, 3.596731, Chair, Table, 5.671509
22, 20, 0, 8.961795, -8.961795, Piano, Well, 12.54358
23, 12, -9.680807, -13.0517, 3.370893, Table, Trashcan, 14.67859
24, 23, -15.0808, -10.49368, -4.587112, Piano, Chair, 10.77551
