TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1,1,76.70144,139.8627,-63.161259999999984, Well, Stove,41.80084
16,2,42.87891,-49.85279,92.73169999999999, Wheelbarrow, Stove,20.71704
14,3,-102.2115,-36.09407,-66.11743, Mailbox, Piano,13.995
20,4,-42.43627,-2.913495,-39.522775, Harp, Piano,19.58289
12,5,-80.27241,-121.5305,41.25809000000001, Bookshelf, Table,17.94812
8,6,144.4623,24.73069,119.73161, Chair, Table,9.858032
17,7,60.84623,-156.2066,217.05283, Trashcan, Plant,10.89227
18,8,167.4498,108.8188,58.631000000000014, Harp, Plant,21.01733
19,9,158.1986,151.2295,6.969099999999997, Stove, Bookshelf,23.2356
21,10,-24.22775,-155.7204,131.49265000000003, Plant, Bookshelf,19.36584
23,11,-45.59067,10.1685,-55.759170000000005, Telescope, Trashcan,21.56763
10,12,123.7697,-13.0517,136.8214, Table, Trashcan,21.78528
6,13,-72.30638,156.9717,-229.27808, Well, Telescope,14.17828
22,14,22.55088,0.0,22.55088, Wheelbarrow, Telescope,35.92957
24,15,-55.49148,-20.9935,-34.49798, Mailbox, Wheelbarrow,15.26257
9,16,57.6391,-141.7693,199.40839999999997, Plant, Wheelbarrow,14.24493
11,17,110.8545,146.6573,-35.80279999999999, Stove, Harp,13.27698
4,18,132.4906,-4.299151,136.789751, Telescope, Harp,28.54004
13,19,179.5585,-47.17128,226.72978, Table, Well,15.41254
15,20,136.4564,8.961795,127.494605, Piano, Well,8.123291
5,21,-72.30638,-146.2155,73.90911999999999, Trashcan, Mailbox,12.46033
7,22,-177.1519,-51.54441,-125.60749000000001, Bookshelf, Mailbox,18.31506
3,23,178.2747,-10.49368,188.76838, Piano, Chair,23.96985
2,24,131.7713,-125.6807,257.452, Trashcan, Chair,22.33496
