TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
11,1,-142.1935,139.8627,-282.0562, Well, Stove,22.73514
19,2,16.77123,-49.85279,66.62402, Wheelbarrow, Stove,6.788696
3,3,-54.80613,-36.09407,-18.71206, Mailbox, Piano,12.10982
15,4,0.0,-2.913495,2.913495, Harp, Piano,15.31244
13,5,-100.0369,-121.5305,21.4936, Bookshelf, Table,18.54852
24,6,64.91187,24.73069,40.18118, Chair, Table,9.357819
20,7,-139.7637,-156.2066,16.44290000000001, Trashcan, Plant,9.524658
22,8,124.796,108.8188,15.97720000000001, Harp, Plant,17.49768
2,9,110.2249,151.2295,-41.004599999999996, Stove, Bookshelf,15.02925
1,10,-135.0,-155.7204,20.720400000000012, Plant, Bookshelf,17.33083
16,11,9.334984,10.1685,-0.8335159999999995, Telescope, Trashcan,9.274292
12,12,-12.63332,-13.0517,0.41838000000000086, Table, Trashcan,11.07574
23,13,-160.4841,156.9717,-317.4558, Well, Telescope,15.64624
7,14,-7.994853,0.0,-7.994853, Wheelbarrow, Telescope,23.18588
14,15,-82.53946,-20.9935,-61.54596000000001, Mailbox, Wheelbarrow,13.76144
18,16,-160.9744,-141.7693,-19.205100000000016, Plant, Wheelbarrow,10.55872
6,17,114.3764,146.6573,-32.28089999999999, Stove, Harp,11.77629
5,18,11.06121,-4.299151,15.360361000000001, Telescope, Harp,12.51041
8,19,-38.58119,-47.17128,8.590090000000004, Table, Well,10.89252
4,20,-39.17369,8.961795,-48.135485, Piano, Well,10.79202
21,21,-114.4986,-146.2155,31.716899999999995, Trashcan, Mailbox,12.24326
9,22,-35.53771,-51.54441,16.006700000000002, Bookshelf, Mailbox,8.87384
10,23,-29.11618,-10.49368,-18.622500000000002, Piano, Chair,16.34677
17,24,-111.7005,-125.6807,13.980199999999996, Trashcan, Chair,15.34604
