TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 4, 79.72668, -2.913495, 82.64017, Harp, Piano, 13.69427
2, 11, -9.542377, 10.1685, -19.71088, Telescope, Trashcan, 13.49432
3, 23, -9.542377, -10.49368, 0.9513054, Piano, Chair, 7.656311
4, 21, -146.502, -146.2155, -0.286438, Trashcan, Mailbox, 15.44586
5, 22, -37.55466, -51.54441, 13.98975, Bookshelf, Mailbox, 19.01556
6, 20, 10.43747, 8.961795, 1.475673, Piano, Well, 9.841248
7, 7, -146.9545, -156.2066, 9.252121, Trashcan, Plant, 18.3819
8, 10, -154.359, -155.7204, 1.361465, Plant, Bookshelf, 15.31244
9, 13, 152.4078, 156.9717, -4.563858, Well, Telescope, 17.03058
10, 2, -30.78415, -49.85279, 19.06864, Wheelbarrow, Stove, 16.5968
11, 12, -15.74519, -13.0517, -2.693486, Table, Trashcan, 9.891541
12, 6, 23.82742, 24.73069, -0.903265, Chair, Table, 6.688782
13, 24, -111.3027, -125.6807, 14.37807, Trashcan, Chair, 10.65863
14, 15, -36.02737, -20.9935, -15.03388, Mailbox, Wheelbarrow, 11.62646
15, 9, 141.059, 151.2295, -10.17055, Stove, Bookshelf, 13.79431
16, 17, 129.5485, 146.6573, -17.1088, Stove, Harp, 19.49927
17, 16, -156.7022, -141.7693, -14.93291, Plant, Wheelbarrow, 16.81384
18, 19, -39.3327, -47.17128, 7.838573, Table, Well, 13.71112
19, 8, 98.08266, 108.8188, -10.73615, Harp, Plant, 22.38507
20, 18, -8.934086, -4.299151, -4.634934, Telescope, Harp, 18.61511
21, 3, -17.08529, -36.09407, 19.00879, Mailbox, Piano, 13.62775
22, 5, -136.4688, -121.5305, -14.93826, Bookshelf, Table, 31.42578
23, 14, 20.71853, 0, 20.71853, Wheelbarrow, Telescope, 11.27588
24, 1, 138.1397, 139.8627, -1.722977, Well, Stove, 9.124207
