TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 20, -49.0686, 8.961795, -58.03039, Piano, Well, 16.73042
2, 12, 144.0476, -13.0517, 157.0993, Table, Trashcan, 11.2593
3, 24, 165.864, -125.6807, 291.5447, Trashcan, Chair, 12.14311
4, 13, -136.9946, 156.9717, -293.9662, Well, Telescope, 7.089523
5, 8, -150.1011, 108.8188, -258.9199, Harp, Plant, 12.64354
6, 14, 139.6355, 0, 139.6355, Wheelbarrow, Telescope, 7.239243
7, 21, 157.8906, -146.2155, 304.1061, Trashcan, Mailbox, 20.98383
8, 19, 23.00885, -47.17128, 70.18013, Table, Well, 8.857338
9, 7, -158.3177, -156.2066, -2.11113, Trashcan, Plant, 9.257622
10, 22, -65.22489, -51.54441, -13.68048, Bookshelf, Mailbox, 22.13485
11, 16, 27.34988, -141.7693, 169.1192, Plant, Wheelbarrow, 11.2424
12, 4, 47.72632, -2.913495, 50.63981, Harp, Piano, 18.93231
13, 23, -151.5178, -10.49368, -141.0241, Piano, Chair, 13.39452
14, 5, 122.4712, -121.5305, 244.0017, Bookshelf, Table, 7.889465
15, 15, -35.38032, -20.9935, -14.38682, Mailbox, Wheelbarrow, 14.66223
16, 10, -20.89084, -155.7204, 134.8296, Plant, Bookshelf, 10.14166
17, 2, 172.0304, -49.85279, 221.8832, Wheelbarrow, Stove, 9.040634
18, 9, -129.5881, 151.2295, -280.8176, Stove, Bookshelf, 7.889862
19, 3, 32.68055, -36.09407, 68.77463, Mailbox, Piano, 8.490402
20, 17, -146.4337, 146.6573, -293.091, Stove, Harp, 7.022446
21, 1, 142.0165, 139.8627, 2.15387, Well, Stove, 11.07574
22, 11, 32.31958, 10.1685, 22.15108, Telescope, Trashcan, 7.105743
23, 18, 11.15466, -4.299151, 15.45381, Telescope, Harp, 11.00909
24, 6, 29.56038, 24.73069, 4.829689, Chair, Table, 16.76373
