TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 13, 153.2251, 156.9717, -3.746613, Well, Telescope, 15.646
2, 20, 14.17807, 8.961795, 5.216276, Piano, Well, 4.787292
3, 16, -148.475, -141.7693, -6.705643, Plant, Wheelbarrow, 8.707092
4, 7, 142.4521, -156.2066, 298.6587, Trashcan, Plant, 9.224121
5, 12, -33.56973, -13.0517, -20.51803, Table, Trashcan, 5.637878
6, 19, -21.28267, -47.17128, 25.88861, Table, Well, 8.323792
7, 11, 11.72513, 10.1685, 1.556623, Telescope, Trashcan, 8.823853
8, 21, -132.8094, -146.2155, 13.40611, Trashcan, Mailbox, 5.304138
9, 14, 13.97523, 0, 13.97523, Wheelbarrow, Telescope, 6.288818
10, 18, 10.06906, -4.299151, 14.36821, Telescope, Harp, 9.490784
11, 9, 150.7143, 151.2295, -0.5152588, Stove, Bookshelf, 5.654724
12, 2, -32.38638, -49.85279, 17.46642, Wheelbarrow, Stove, 4.454041
13, 22, -29.35776, -51.54441, 22.18665, Bookshelf, Mailbox, 8.122986
14, 5, -81.4621, -121.5305, 40.06842, Bookshelf, Table, 4.804077
15, 8, -62.82972, 108.8188, -171.6485, Harp, Plant, 7.072449
16, 1, 146.1547, 139.8627, 6.292007, Well, Stove, 4.737305
17, 15, -60.56329, -20.9935, -39.56979, Mailbox, Wheelbarrow, 10.35858
18, 23, 6.495794, -10.49368, 16.98948, Piano, Chair, 8.807129
19, 17, 110.487, 146.6573, -36.17024, Stove, Harp, 5.604614
20, 3, -21.57781, -36.09407, 14.51627, Mailbox, Piano, 6.22168
21, 6, 15.23235, 24.73069, -9.498336, Chair, Table, 3.019165
22, 10, -148.6713, -155.7204, 7.049149, Plant, Bookshelf, 5.054199
23, 4, -177.8733, -2.913495, -174.9598, Harp, Piano, 6.255371
24, 24, -143.2619, -125.6807, -17.5812, Trashcan, Chair, 5.72113
