TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
15,1,-122.1346,139.8627,-261.9973, Well, Stove,28.1236
22,2,-28.35149,-49.85279,21.5013, Wheelbarrow, Stove,5.454407
24,3,-18.35572,-36.09407,17.73835, Mailbox, Piano,8.973999
16,4,17.61649,-2.913495,20.529985, Harp, Piano,17.71411
9,5,-111.5658,-121.5305,9.964700000000008, Bookshelf, Table,34.44495
23,6,10.68491,24.73069,-14.045779999999999, Chair, Table,15.8631
18,7,115.6573,-156.2066,271.8639, Trashcan, Plant,17.14728
8,8,82.17997,108.8188,-26.63883, Harp, Plant,13.24414
4,9,-135.4341,151.2295,-286.6636, Stove, Bookshelf,19.23261
1,10,-65.882,-155.7204,89.83840000000001, Plant, Bookshelf,15.72964
3,11,-117.0373,10.1685,-127.2058, Telescope, Trashcan,31.87595
17,12,-22.45693,-13.0517,-9.40523, Table, Trashcan,7.789795
13,13,-108.7624,156.9717,-265.7341, Well, Telescope,17.04697
21,14,-9.46232,0.0,-9.46232, Wheelbarrow, Telescope,16.9798
2,15,-31.79029,-20.9935,-10.796789999999998, Mailbox, Wheelbarrow,9.391193
14,16,-131.8838,-141.7693,9.885499999999979, Plant, Wheelbarrow,25.38757
7,17,-123.3615,146.6573,-270.0188, Stove, Harp,11.80978
19,18,-32.91672,-4.299151,-28.617568999999996, Telescope, Harp,11.20923
20,19,-39.7238,-47.17128,7.447480000000006, Table, Well,12.3111
10,20,45.8814,8.961795,36.919605, Piano, Well,10.75932
11,21,-71.64014,-146.2155,74.57535999999999, Trashcan, Mailbox,27.40588
12,22,-37.16449,-51.54441,14.379919999999998, Bookshelf, Mailbox,17.26405
5,23,38.49599,-10.49368,48.98967, Piano, Chair,8.974068
6,24,118.54,-125.6807,244.22070000000002, Trashcan, Chair,11.17583
