TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
17,1,150.0013,139.8627,10.138599999999997, Well, Stove,36.86346
21,2,146.3099,-49.85279,196.16269, Wheelbarrow, Stove,8.990662
3,3,-175.0033,-36.09407,-138.90922999999998, Mailbox, Piano,15.79668
2,4,-82.25221,-2.913495,-79.33871500000001, Harp, Piano,13.69445
15,5,139.8344,-121.5305,261.3649, Bookshelf, Table,10.04138
20,6,-77.04726,24.73069,-101.77794999999999, Chair, Table,7.890076
10,7,-124.4673,-156.2066,31.739300000000014, Trashcan, Plant,36.58023
12,8,-119.1859,108.8188,-228.0047, Harp, Plant,13.49446
8,9,-175.298,151.2295,-326.52750000000003, Stove, Bookshelf,8.106491
19,10,-173.5892,-155.7204,-17.868799999999993, Plant, Bookshelf,10.75882
18,11,-51.34024,10.1685,-61.50874, Telescope, Trashcan,11.37598
24,12,-32.27562,-13.0517,-19.223920000000003, Table, Trashcan,10.89224
9,13,-127.7111,156.9717,-284.6828, Well, Telescope,9.591064
5,14,163.1132,0.0,163.1132, Wheelbarrow, Telescope,36.66356
14,15,78.77422,-20.9935,99.76772, Mailbox, Wheelbarrow,13.04417
11,16,91.48788,-141.7693,233.25718, Plant, Wheelbarrow,14.04494
1,17,144.2026,146.6573,-2.4547000000000025, Stove, Harp,27.65619
4,18,138.4064,-4.299151,142.70555099999999, Telescope, Harp,9.457413
7,19,-78.25004,-47.17128,-31.078759999999996, Table, Well,11.96007
16,20,-131.4064,8.961795,-140.368195, Piano, Well,33.211
6,21,-51.34021,-146.2155,94.87528999999999, Trashcan, Mailbox,9.107376
23,22,-19.51079,-51.54441,32.03362, Bookshelf, Mailbox,15.34579
22,23,-111.8014,-10.49368,-101.30772, Piano, Chair,16.6636
13,24,-167.8163,-125.6807,-42.13560000000001, Trashcan, Chair,12.12646
