TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 10, -139.4512, -155.7204, 16.26924, Plant, Bookshelf, 10.37538
2, 19, -29.6148, -47.17128, 17.55647, Table, Well, 7.956253
3, 2, -30.72242, -49.85279, 19.13037, Wheelbarrow, Stove, 9.107574
4, 21, -161.565, -146.2155, -15.3495, Trashcan, Mailbox, 6.472092
5, 12, 0, -13.0517, 13.0517, Table, Trashcan, 13.24406
6, 22, -126.8699, -51.54441, -75.32547, Bookshelf, Mailbox, 10.80887
7, 11, 14.43599, 10.1685, 4.267486, Telescope, Trashcan, 13.7112
8, 5, -94.44739, -121.5305, 27.08314, Bookshelf, Table, 15.79631
9, 18, -3.074916, -4.299151, 1.224235, Telescope, Harp, 22.65189
10, 20, 9.792155, 8.961795, 0.8303604, Piano, Well, 10.99246
11, 3, -43.88916, -36.09407, -7.79509, Mailbox, Piano, 18.99878
12, 16, -169.2542, -141.7693, -27.48486, Plant, Wheelbarrow, 19.94952
13, 8, 94.0078, 108.8188, -14.81101, Harp, Plant, 14.44528
14, 9, 160.3674, 151.2295, 9.137878, Stove, Bookshelf, 23.63589
15, 1, 147.5755, 139.8627, 7.712799, Well, Stove, 22.91882
16, 6, 40.1611, 24.73069, 15.43042, Chair, Table, 4.420166
17, 13, 170.3336, 156.9717, 13.36191, Well, Telescope, 6.188354
18, 4, 0, -2.913495, 2.913495, Harp, Piano, 7.98999
19, 23, -19.59679, -10.49368, -9.103104, Piano, Chair, 4.503784
20, 7, -141.9314, -156.2066, 14.27522, Trashcan, Plant, 5.25415
21, 15, -39.18238, -20.9935, -18.18888, Mailbox, Wheelbarrow, 14.56201
22, 24, -105.5463, -125.6807, 20.13439, Trashcan, Chair, 8.640533
23, 17, -121.7769, 146.6573, -268.4342, Stove, Harp, 10.40839
24, 14, 18.51376, 0, 18.51376, Wheelbarrow, Telescope, 17.99811
