TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 7, -77.47121, -156.2066, 78.73538, Trashcan, Plant, 18.56519
2, 4, 25.65926, -2.913495, 28.57276, Harp, Piano, 5.454391
3, 13, -156.4599, 156.9717, -313.4316, Well, Telescope, 6.688934
4, 21, -120.4111, -146.2155, 25.80447, Trashcan, Mailbox, 10.94221
5, 8, 119.6499, 108.8188, 10.83106, Harp, Plant, 3.753052
6, 17, -130.272, 146.6573, -276.9293, Stove, Harp, 3.836639
7, 24, 147.9381, -125.6807, 273.6188, Trashcan, Chair, 5.070938
8, 20, 62.6223, 8.961795, 53.66051, Piano, Well, 8.390121
9, 11, -103.3487, 10.1685, -113.5172, Telescope, Trashcan, 2.502075
10, 18, -151.8763, -4.299151, -147.5771, Telescope, Harp, 2.068527
11, 1, -149.6419, 139.8627, -289.5046, Well, Stove, 3.319229
12, 19, -37.72499, -47.17128, 9.446285, Table, Well, 6.972382
13, 6, 26.83403, 24.73069, 2.103348, Chair, Table, 3.552887
14, 22, 109.2496, -51.54441, 160.794, Bookshelf, Mailbox, 1.551346
15, 3, -88.01134, -36.09407, -51.91727, Mailbox, Piano, 2.802399
16, 14, 169.992, 0, 169.992, Wheelbarrow, Telescope, 1.818069
17, 2, -53.13014, -49.85279, -3.277351, Wheelbarrow, Stove, 1.634659
18, 12, 129.8055, -13.0517, 142.8572, Table, Trashcan, 2.618988
19, 15, -146.0105, -20.9935, -125.017, Mailbox, Wheelbarrow, 2.201721
20, 5, 26.21136, -121.5305, 147.7419, Bookshelf, Table, 4.370224
21, 23, 168.518, -10.49368, 179.0117, Piano, Chair, 4.270157
22, 16, -48.71521, -141.7693, 93.05411, Plant, Wheelbarrow, 2.201904
23, 9, 159.2059, 151.2295, 7.976349, Stove, Bookshelf, 5.154114
24, 10, 137.7263, -155.7204, 293.4467, Plant, Bookshelf, 5.470963
