TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 1, -58.17259, 139.8627, -198.0352, Well, Stove, 12.79388
2, 4, -168.69, -2.913495, -165.7765, Harp, Piano, 3.736389
3, 13, 61.64502, 156.9717, -95.32668, Well, Telescope, 1.934814
4, 5, -126.7901, -121.5305, -5.259575, Bookshelf, Table, 1.968262
5, 17, -167.6722, 146.6573, -314.3295, Stove, Harp, 2.352051
6, 22, 131.6933, -51.54441, 183.2377, Bookshelf, Mailbox, 1.951477
7, 6, -44.99992, 24.73069, -69.73061, Chair, Table, 1.835083
8, 21, 113.2557, -146.2155, 259.4713, Trashcan, Mailbox, 1.918091
9, 14, -149.3814, 0, -149.3814, Wheelbarrow, Telescope, 2.752258
10, 15, -175.4861, -20.9935, -154.4926, Mailbox, Wheelbarrow, 3.219299
11, 23, 37.25528, -10.49368, 47.74897, Piano, Chair, 3.102722
12, 7, 22.67137, -156.2066, 178.878, Trashcan, Plant, 2.468323
13, 2, -174.3518, -49.85279, -124.499, Wheelbarrow, Stove, 2.368774
14, 19, 144.6052, -47.17128, 191.7765, Table, Well, 3.002441
15, 18, -77.47128, -4.299151, -73.17213, Telescope, Harp, 4.170105
16, 3, 51.51978, -36.09407, 87.61385, Mailbox, Piano, 3.152588
17, 11, 45.41222, 10.1685, 35.24372, Telescope, Trashcan, 3.102661
18, 9, -125.0737, 151.2295, -276.3033, Stove, Bookshelf, 5.504456
19, 10, 126.573, -155.7204, 282.2935, Plant, Bookshelf, 3.235901
20, 24, 135.8952, -125.6807, 261.5759, Trashcan, Chair, 4.553833
21, 20, 74.47588, 8.961795, 65.51409, Piano, Well, 3.269287
22, 16, -65.9657, -141.7693, 75.80362, Plant, Wheelbarrow, 3.169556
23, 12, 53.45893, -13.0517, 66.51063, Table, Trashcan, 2.151428
24, 8, -159.8483, 108.8188, -268.6671, Harp, Plant, 2.769043
