TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 20, 16.26021, 8.961795, 7.298415, Piano, Well, 28.69015
2, 7, -128.5631, -156.2066, 27.64351, Trashcan, Plant, 12.59357
3, 22, -44.5018, -51.54441, 7.042618, Bookshelf, Mailbox, 56.0956
4, 19, -19.12894, -47.17128, 28.04234, Table, Well, 19.88304
5, 11, 18.87455, 10.1685, 8.706044, Telescope, Trashcan, 30.69182
6, 23, -14.81347, -10.49368, -4.319785, Piano, Chair, 37.08026
7, 18, 16.92752, -4.299151, 21.22667, Telescope, Harp, 26.38826
8, 16, -124.992, -141.7693, 16.77729, Plant, Wheelbarrow, 50.2076
9, 21, -140.371, -146.2155, 5.844543, Trashcan, Mailbox, 68.7562
10, 3, -46.13604, -36.09407, -10.04197, Mailbox, Piano, 12.37692
11, 1, 126.1582, 139.8627, -13.70447, Well, Stove, 69.82352
12, 15, -32.57957, -20.9935, -11.58607, Mailbox, Wheelbarrow, 11.69296
13, 5, -109.5582, -121.5305, 11.97228, Bookshelf, Table, 63.73529
14, 24, -113.2915, -125.6807, 12.38918, Trashcan, Chair, 35.94611
15, 4, -3.087623, -2.913495, -0.1741288, Harp, Piano, 61.21674
16, 14, 27.57902, 0, 27.57902, Wheelbarrow, Telescope, 17.31421
17, 13, 178.0336, 156.9717, 21.06189, Well, Telescope, 48.50629
18, 2, -32.20303, -49.85279, 17.64977, Wheelbarrow, Stove, 43.68555
19, 6, 32.91672, 24.73069, 8.186035, Chair, Table, 17.19739
20, 12, -14.66023, -13.0517, -1.608533, Table, Trashcan, 31.60925
21, 17, 149.2068, 146.6573, 2.549515, Stove, Harp, 61.28339
22, 8, 118.6105, 108.8188, 9.791649, Harp, Plant, 51.12512
23, 10, -135.6511, -155.7204, 20.06937, Plant, Bookshelf, 44.71985
24, 9, 146.8215, 151.2295, -4.408035, Stove, Bookshelf, 14.42828
