TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 7, -167.2287, -156.2066, -11.02216, Trashcan, Plant, 11.07568
2, 12, 39.6801, -13.0517, 52.7318, Table, Trashcan, 8.089966
3, 4, 21.5458, -2.913495, 24.4593, Harp, Piano, 9.374268
4, 9, 91.30566, 151.2295, -59.92387, Stove, Bookshelf, 9.674622
5, 18, -140.9061, -4.299151, -136.607, Telescope, Harp, 2.618774
6, 23, -7.684007, -10.49368, 2.809676, Piano, Chair, 9.057556
7, 22, -179.3079, -51.54441, -127.7635, Bookshelf, Mailbox, 9.024048
8, 17, 146.2541, 146.6573, -0.4031982, Stove, Harp, 6.838928
9, 8, 61.05192, 108.8188, -47.76689, Harp, Plant, 11.89313
10, 21, -152.0404, -146.2155, -5.824829, Trashcan, Mailbox, 10.20844
11, 15, -16.85839, -20.9935, 4.135107, Mailbox, Wheelbarrow, 12.59363
12, 24, -112.5013, -125.6807, 13.17945, Trashcan, Chair, 12.39349
13, 3, -27.42873, -36.09407, 8.665344, Mailbox, Piano, 11.10931
14, 20, 0.4941643, 8.961795, -8.46763, Piano, Well, 14.02802
15, 10, -91.29024, -155.7204, 64.43021, Plant, Bookshelf, 9.65802
16, 19, -25.39158, -47.17128, 21.7797, Table, Well, 4.820435
17, 1, 160.0725, 139.8627, 20.20985, Well, Stove, 5.404541
18, 16, 75.8466, -141.7693, 217.6159, Plant, Wheelbarrow, 6.305298
19, 14, -90.81555, 0, -90.81555, Wheelbarrow, Telescope, 9.858154
20, 2, -43.61406, -49.85279, 6.238731, Wheelbarrow, Stove, 3.018982
21, 5, 48.59877, -121.5305, 170.1293, Bookshelf, Table, 4.036621
22, 11, 125.4046, 10.1685, 115.2361, Telescope, Trashcan, 5.65448
23, 13, -140.0215, 156.9717, -296.9932, Well, Telescope, 3.352966
24, 6, 26.98532, 24.73069, 2.254633, Chair, Table, 4.036438
