TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
22,1,134.5265,139.8627,-5.336199999999991, Well, Stove,10.45844
1,2,-26.42766,-49.85279,23.42513, Wheelbarrow, Stove,15.72933
2,3,1.347846,-36.09407,37.441916, Mailbox, Piano,15.84654
15,4,0.0,-2.913495,2.913495, Harp, Piano,23.43591
6,5,-115.8087,-121.5305,5.721800000000002, Bookshelf, Table,10.27512
23,6,33.27492,24.73069,8.544230000000002, Chair, Table,6.038513
13,7,-149.7615,-156.2066,6.4450999999999965, Trashcan, Plant,13.17746
9,8,102.8407,108.8188,-5.978099999999998, Harp, Plant,10.44191
12,9,133.0585,151.2295,-18.170999999999992, Stove, Bookshelf,26.50536
7,10,-112.9638,-155.7204,42.756600000000006, Plant, Bookshelf,20.21668
5,11,20.72556,10.1685,10.557060000000002, Telescope, Trashcan,8.306786
21,12,-8.906754,-13.0517,4.144946000000001, Table, Trashcan,8.023193
14,13,-178.8839,156.9717,-335.8556, Well, Telescope,9.657944
24,14,60.6221,0.0,60.6221, Wheelbarrow, Telescope,10.4418
11,15,-17.60116,-20.9935,3.392340000000001, Mailbox, Wheelbarrow,8.289886
18,16,-138.6412,-141.7693,3.1280999999999892, Plant, Wheelbarrow,29.04056
20,17,135.9878,146.6573,-10.6695, Stove, Harp,8.89093
8,18,8.130066,-4.299151,12.429217, Telescope, Harp,12.39351
17,19,-27.92359,-47.17128,19.247690000000002, Table, Well,8.824066
4,20,-18.65788,8.961795,-27.619675, Piano, Well,9.240906
3,21,-130.0228,-146.2155,16.192700000000002, Trashcan, Mailbox,7.456238
19,22,-23.96251,-51.54441,27.581899999999997, Bookshelf, Mailbox,9.190643
16,23,0.0,-10.49368,10.49368, Piano, Chair,9.407654
10,24,-91.94151,-125.6807,33.73919000000001, Trashcan, Chair,17.78133
