TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
7,1,-120.4016,139.8627,-260.2643, Well, Stove,9.707916
5,2,-30.96377,-49.85279,18.88902, Wheelbarrow, Stove,7.172241
16,3,-47.95457,-36.09407,-11.860499999999995, Mailbox, Piano,12.66049
8,4,-13.29439,-2.913495,-10.380894999999999, Harp, Piano,11.19266
6,5,-144.6888,-121.5305,-23.158299999999983, Bookshelf, Table,6.455505
18,6,55.57877,24.73069,30.84808, Chair, Table,8.640503
14,7,-41.54827,-156.2066,114.65833, Trashcan, Plant,6.522217
17,8,58.13925,108.8188,-50.67955, Harp, Plant,26.62177
11,9,-147.8477,151.2295,-299.0772, Stove, Bookshelf,12.31012
9,10,-18.72954,-155.7204,136.99086, Plant, Bookshelf,7.689697
10,11,18.95648,10.1685,8.78798, Telescope, Trashcan,7.856415
21,12,-15.75792,-13.0517,-2.70622, Table, Trashcan,8.356689
4,13,-139.022,156.9717,-295.9937, Well, Telescope,16.28024
24,14,8.250406,0.0,8.250406, Wheelbarrow, Telescope,7.706421
2,15,-46.265,-20.9935,-25.2715, Mailbox, Wheelbarrow,24.77063
13,16,132.5559,-141.7693,274.3252, Plant, Wheelbarrow,12.0098
15,17,105.8398,146.6573,-40.817499999999995, Stove, Harp,8.690338
23,18,-6.911201,-4.299151,-2.61205, Telescope, Harp,6.088135
20,19,-35.73078,-47.17128,11.4405, Table, Well,10.02502
3,20,7.495854,8.961795,-1.4659410000000008, Piano, Well,21.56741
19,21,-38.48581,-146.2155,107.72968999999999, Trashcan, Mailbox,35.06219
1,22,-72.87553,-51.54441,-21.33112, Bookshelf, Mailbox,22.06812
22,23,-33.69007,-10.49368,-23.19639, Piano, Chair,7.87323
12,24,-72.8973,-125.6807,52.7834, Trashcan, Chair,14.11157
