TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
7,1,142.6961,139.8627,2.8334000000000117, Well, Stove,8.924072
12,2,-25.12185,-49.85279,24.73094, Wheelbarrow, Stove,4.587097
3,3,-25.10775,-36.09407,10.986320000000003, Mailbox, Piano,14.32837
16,4,54.49403,-2.913495,57.407525, Harp, Piano,7.623016
21,5,-90.0,-121.5305,31.530500000000004, Bookshelf, Table,10.52539
18,6,45.59888,24.73069,20.868190000000002, Chair, Table,13.47784
6,7,-159.7751,-156.2066,-3.5685000000000002, Trashcan, Plant,12.41013
19,8,49.66335,108.8188,-59.155449999999995, Harp, Plant,14.82886
20,9,135.1969,151.2295,-16.032600000000002, Stove, Bookshelf,22.21829
4,10,-160.1002,-155.7204,-4.379799999999989, Plant, Bookshelf,19.56619
22,11,-0.6584912,10.1685,-10.8269912, Telescope, Trashcan,8.423401
8,12,142.6961,-13.0517,155.7478, Table, Trashcan,8.006592
13,13,172.2468,156.9717,15.275100000000009, Well, Telescope,11.10913
9,14,142.6961,0.0,142.6961, Wheelbarrow, Telescope,6.671844
11,15,0.0,-20.9935,20.9935, Mailbox, Wheelbarrow,27.52258
1,16,-150.2104,-141.7693,-8.441100000000006, Plant, Wheelbarrow,31.42587
17,17,143.8116,146.6573,-2.8456999999999937, Stove, Harp,21.11743
5,18,-8.692805,-4.299151,-4.393654, Telescope, Harp,37.23062
23,19,-33.62937,-47.17128,13.541910000000001, Table, Well,9.307556
24,20,36.57304,8.961795,27.611244999999997, Piano, Well,11.17603
14,21,-142.6211,-146.2155,3.594399999999979, Trashcan, Mailbox,14.62872
15,22,-42.93451,-51.54441,8.609899999999996, Bookshelf, Mailbox,13.2608
2,23,-150.2104,-10.49368,-139.71671999999998, Piano, Chair,12.02655
10,24,-110.2565,-125.6807,15.424199999999999, Trashcan, Chair,10.72574
