TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
17,1,155.7256,139.8627,15.862899999999996, Well, Stove,13.6778
20,2,-18.43493,-49.85279,31.417859999999997, Wheelbarrow, Stove,5.321167
10,3,-32.50959,-36.09407,3.5844799999999992, Mailbox, Piano,10.64209
6,4,-14.03623,-2.913495,-11.122734999999999, Harp, Piano,23.31921
5,5,-143.3103,-121.5305,-21.77980000000001, Bookshelf, Table,9.624634
19,6,35.48399,24.73069,10.7533, Chair, Table,10.0249
22,7,-168.0558,-156.2066,-11.849199999999996, Trashcan, Plant,9.658081
1,8,120.1854,108.8188,11.366600000000005, Harp, Plant,20.51727
14,9,157.1971,151.2295,5.9676000000000045, Stove, Bookshelf,14.99573
18,10,-176.8108,-155.7204,-21.09039999999999, Plant, Bookshelf,20.90045
16,11,0.0,10.1685,-10.1685, Telescope, Trashcan,20.26697
3,12,-19.78282,-13.0517,-6.731120000000001, Table, Trashcan,15.59595
21,13,173.3901,156.9717,16.41839999999999, Well, Telescope,21.88464
11,14,28.5707,0.0,28.5707, Wheelbarrow, Telescope,7.806396
13,15,-62.65897,-20.9935,-41.66547, Mailbox, Wheelbarrow,13.57788
7,16,-158.9273,-141.7693,-17.158000000000015, Plant, Wheelbarrow,15.67963
2,17,143.4798,146.6573,-3.1774999999999807, Stove, Harp,8.05658
23,18,-11.45545,-4.299151,-7.156299000000001, Telescope, Harp,9.340698
12,19,-34.69515,-47.17128,12.476130000000005, Table, Well,9.857971
15,20,-7.480892,8.961795,-16.442687, Piano, Well,17.09717
24,21,-104.8757,-146.2155,41.3398, Trashcan, Mailbox,6.93927
4,22,-57.24913,-51.54441,-5.704720000000002, Bookshelf, Mailbox,20.51697
9,23,-8.403334,-10.49368,2.0903460000000003, Piano, Chair,23.76941
8,24,-96.55418,-125.6807,29.12652, Trashcan, Chair,16.86395
