TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
1, 20, -87.79742, 8.961795, -96.75921, Piano, Well, 18.66538
2, 15, 97.00545, -20.9935, 117.9989, Mailbox, Wheelbarrow, 13.69452
3, 13, -103.7515, 156.9717, -260.7232, Well, Telescope, 10.82564
4, 23, 162.4972, -10.49368, 172.9909, Piano, Chair, 4.503632
5, 6, 48.98251, 24.73069, 24.25182, Chair, Table, 10.59206
6, 19, -134.829, -47.17128, -87.6577, Table, Well, 17.3643
7, 5, -77.25472, -121.5305, 44.2758, Bookshelf, Table, 18.38181
8, 17, -92.74809, 146.6573, -239.4053, Stove, Harp, 6.02211
9, 2, 120.0897, -49.85279, 169.9425, Wheelbarrow, Stove, 5.087067
10, 18, -18.59324, -4.299151, -14.29408, Telescope, Harp, 14.5285
11, 12, 124.9755, -13.0517, 138.0272, Table, Trashcan, 8.307053
12, 3, -40.41203, -36.09407, -4.317959, Mailbox, Piano, 6.572983
13, 11, 43.96466, 10.1685, 33.79615, Telescope, Trashcan, 4.669418
14, 4, 145.4207, -2.913495, 148.3342, Harp, Piano, 3.269379
15, 8, 123.1632, 108.8188, 14.34441, Harp, Plant, 4.937347
16, 9, -114.2784, 151.2295, -265.5079, Stove, Bookshelf, 11.69296
17, 7, 100.1154, -156.2066, 256.322, Trashcan, Plant, 3.519592
18, 1, 105.4222, 139.8627, -34.4405, Well, Stove, 6.371796
19, 16, -59.25276, -141.7693, 82.51656, Plant, Wheelbarrow, 6.889099
20, 24, 152.1524, -125.6807, 277.8331, Trashcan, Chair, 5.621124
21, 22, -121.4073, -51.54441, -69.86284, Bookshelf, Mailbox, 3.986694
22, 10, -41.63354, -155.7204, 114.0869, Plant, Bookshelf, 38.4982
23, 14, 137.4248, 0, 137.4248, Wheelbarrow, Telescope, 4.620636
24, 21, -135, -146.2155, 11.21555, Trashcan, Mailbox, 11.09293
