TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
9,1,137.9108,139.8627,-1.9518999999999949, Well, Stove,7.005676
5,2,-26.32829,-49.85279,23.5245, Wheelbarrow, Stove,8.006523
21,3,-35.77612,-36.09407,0.3179500000000033, Mailbox, Piano,10.64197
24,4,5.855982,-2.913495,8.769477, Harp, Piano,7.839798
3,5,-92.72633,-121.5305,28.80417, Bookshelf, Table,12.7939
6,6,21.69513,24.73069,-3.0355600000000003, Chair, Table,18.24809
8,7,-163.791,-156.2066,-7.584399999999988, Trashcan, Plant,4.987312
11,8,170.6185,108.8188,61.799700000000016, Harp, Plant,5.704803
13,9,159.8142,151.2295,8.584699999999998, Stove, Bookshelf,8.28981
19,10,-164.8459,-155.7204,-9.125499999999988, Plant, Bookshelf,16.08008
17,11,16.76259,10.1685,6.59409, Telescope, Trashcan,6.939377
10,12,0.0,-13.0517,13.0517, Table, Trashcan,6.021515
14,13,180.0,156.9717,23.0283, Well, Telescope,17.3642
23,14,5.855982,0.0,5.855982, Wheelbarrow, Telescope,5.838135
20,15,-32.36665,-20.9935,-11.373149999999999, Mailbox, Wheelbarrow,10.42538
2,16,11.44107,-141.7693,153.21036999999998, Plant, Wheelbarrow,8.356888
4,17,132.2737,146.6573,-14.383600000000001, Stove, Harp,6.321823
1,18,-4.351092,-4.299151,-0.05194100000000024, Telescope, Harp,16.44688
18,19,-32.17863,-47.17128,14.992650000000005, Table, Well,11.67596
22,20,5.855982,8.961795,-3.1058130000000004, Piano, Well,10.12511
12,21,-146.5752,-146.2155,-0.3597000000000037, Trashcan, Mailbox,6.905869
15,22,-45.3,-51.54441,6.244410000000002, Bookshelf, Mailbox,6.405441
16,23,-10.12469,-10.49368,0.36899000000000015, Piano, Chair,10.50815
7,24,-121.8425,-125.6807,3.8382000000000005, Trashcan, Chair,6.689171
