TrialNumber, TrialID, RealAngle, TrueAngle, AngleError, StartingObject, EndObject, TimeTaken
3,1,146.31,139.8627,6.447300000000013, Well, Stove,9.524414
24,2,-36.3666,-49.85279,13.48619, Wheelbarrow, Stove,6.822327
1,3,-26.56504,-36.09407,9.529030000000002, Mailbox, Piano,11.95966
14,4,-6.151827,-2.913495,-3.2383319999999998, Harp, Piano,6.221924
17,5,-95.32573,-121.5305,26.20477000000001, Bookshelf, Table,19.38312
7,6,14.95863,24.73069,-9.77206, Chair, Table,9.658112
19,7,-174.3694,-156.2066,-18.162800000000004, Trashcan, Plant,8.140198
10,8,98.99382,108.8188,-9.824979999999996, Harp, Plant,9.190948
16,9,162.646,151.2295,11.416499999999985, Stove, Bookshelf,6.48877
2,10,-79.11446,-155.7204,76.60594000000002, Plant, Bookshelf,8.590576
11,11,10.27715,10.1685,0.1086500000000008, Telescope, Trashcan,35.36237
4,12,-16.41359,-13.0517,-3.361889999999999, Table, Trashcan,5.371155
23,13,155.9497,156.9717,-1.0219999999999914, Well, Telescope,20.88379
12,14,-12.32975,0.0,-12.32975, Wheelbarrow, Telescope,24.06979
13,15,-24.93842,-20.9935,-3.9449199999999998, Mailbox, Wheelbarrow,20.06656
22,16,-178.4377,-141.7693,-36.66840000000002, Plant, Wheelbarrow,18.34833
8,17,163.791,146.6573,17.133700000000005, Stove, Harp,8.89032
20,18,-11.30991,-4.299151,-7.010759, Telescope, Harp,19.3158
6,19,9.940597,-47.17128,57.11187700000001, Table, Well,7.522827
5,20,6.709843,8.961795,-2.251952, Piano, Well,9.207581
21,21,-133.2406,-146.2155,12.974899999999991, Trashcan, Mailbox,6.905762
18,22,-37.18472,-51.54441,14.35969, Bookshelf, Mailbox,16.0459
15,23,-14.93143,-10.49368,-4.437750000000001, Piano, Chair,13.0939
9,24,-121.1048,-125.6807,4.575900000000004, Trashcan, Chair,22.13492
