Participant ID,Level,Time,PosX,PosY,PosZ,Facing Angle
433,24,41.00667,0.8798198,1.603936,-3.368898,358.7583
433,24,41.22889,0.8674912,1.604931,-3.361267,357.8657
433,24,41.45111,0.8579364,1.602849,-3.359583,356.9938
433,24,41.67334,0.8558991,1.609727,-3.365271,356.2249
433,24,41.89556,0.8549693,1.614992,-3.373286,357.0395
433,24,42.11778,0.85167,1.614616,-3.378019,356.2021
433,24,42.34,0.8615844,1.615394,-3.385052,358.0683
433,24,42.56222,0.8943211,1.608112,-3.391632,12.43159
433,24,42.78445,0.9249831,1.593258,-3.393944,30.44955
433,24,43.00667,0.9304788,1.595329,-3.391956,38.26986
433,24,43.22889,0.9325885,1.592931,-3.387589,48.09966
433,24,43.45111,0.9520717,1.583604,-3.388359,68.59973
433,24,43.67334,1.017953,1.5751,-3.377358,73.69153
433,24,43.89556,1.1208,1.571438,-3.339258,55.00618
433,24,44.11778,1.209675,1.588563,-3.283326,36.86576
433,24,44.34,1.283449,1.581704,-3.22265,25.96784
433,24,44.56222,1.340377,1.576745,-3.126248,16.88139
433,24,44.78445,1.403705,1.58023,-3.026187,12.4066
433,24,45.00667,1.494628,1.573737,-2.915692,12.41437
433,24,45.22889,1.602857,1.554682,-2.814285,13.2102
433,24,45.45111,1.725722,1.579098,-2.69607,15.20701
433,24,45.67334,1.800403,1.576528,-2.575414,14.06848
433,24,45.89556,1.839048,1.554063,-2.417731,16.07674
433,24,46.11778,1.851024,1.574211,-2.228322,16.58167
433,24,46.34,1.879603,1.579739,-2.063383,20.36769
433,24,46.56222,1.927756,1.559108,-1.889494,25.69706
433,24,46.78445,1.990976,1.568197,-1.70445,20.36548
433,24,47.00667,2.05114,1.57381,-1.539194,16.7329
433,24,47.22889,2.10446,1.545869,-1.365051,12.81855
433,24,47.45111,2.160002,1.556506,-1.179084,11.22548
433,24,47.67334,2.242984,1.557495,-1.013138,11.66978
433,24,47.89556,2.363256,1.533749,-0.8660281,14.70659
433,24,48.11778,2.502694,1.551396,-0.7329011,16.27165
433,24,48.34,2.601751,1.558197,-0.5964833,15.38487
433,24,48.56222,2.656357,1.54118,-0.4370704,18.40585
433,24,48.78445,2.676293,1.566286,-0.2413273,24.08624
433,24,49.00667,2.69701,1.575506,-0.06047522,26.39883
433,24,49.22889,2.733068,1.557708,0.1034535,27.15051
433,24,49.45111,2.779105,1.562188,0.2618849,29.15818
433,6,74.37334,-2.146097,1.572581,2.047828,95.16907
433,6,74.59556,-2.151025,1.577565,2.043425,97.72083
433,6,74.81778,-2.153718,1.578751,2.037906,98.74443
433,6,75.04,-2.155585,1.577939,2.033977,101.1928
433,6,75.26222,-2.158214,1.579471,2.037259,99.90101
433,6,75.48444,-2.158587,1.563126,2.011089,123.4223
433,6,75.70667,-2.152592,1.553668,2.004123,140.8
433,6,75.92889,-2.142121,1.548729,1.99985,147.7324
433,6,76.15112,-2.14025,1.545846,1.961458,144.6376
433,6,76.37334,-2.162398,1.550311,1.889592,160.0067
433,6,76.59556,-2.177819,1.551966,1.84664,174.6497
433,6,76.81778,-2.172014,1.554271,1.826449,177.4805
433,6,77.04,-2.196002,1.555384,1.784204,179.6208
433,6,77.26222,-2.255442,1.548788,1.725453,181.4176
433,6,77.48444,-2.325933,1.517782,1.638609,184.165
433,6,77.70667,-2.366949,1.522907,1.502218,187.9985
433,6,77.92889,-2.375723,1.524242,1.386303,185.9584
